Year,Country,Quality_of_Life_Rank
1988,Sweden,1
1988,Spain,2
1988,Montenegro,3
1988,Japan,4
1988,Netherlands,5
1988,Switzerland,6
1988,Belgium,6
1988,Gibraltar,7
1988,France,8
1988,Euro area,9
1988,Greece,10
1988,European Union,11
1988,Faroe Islands,12
1988,Australia,13
1988,Austria,14
1988,United States,15
1988,Germany,16
1988,Finland,17
1988,Bermuda,18
1988,Norway,19
1988,Canada,20
1988,Channel Islands,21
1988,Italy,22
1988,High income,23
1988,Cuba,24
1988,Iceland,25
1988,Puerto Rico,26
1988,French Polynesia,27
1988,British Virgin Islands,27
1988,United Kingdom,28
1988,Qatar,30
1988,Denmark,31
1988,Aruba,32
1988,Ireland,33
1988,Sint Maarten (Dutch part),34
1988,Post-demographic dividend,35
1988,Israel,35
1988,Barbados,37
1988,Ukraine,38
1988,Uruguay,39
1988,Portugal,40
1988,New Zealand,40
1988,Lithuania,41
1988,Latvia,42
1988,Luxembourg,43
1988,Malta,44
1988,Cyprus,45
1988,North America,46
1988,OECD members,47
1988,Kuwait,48
1988,Chile,49
1988,Slovenia,50
1988,Bahrain,51
1988,Hungary,52
1988,North Macedonia,53
1988,Argentina,54
1988,Europe & Central Asia,56
1988,Bulgaria,57
1988,Belarus,58
1988,Georgia,59
1988,Poland,60
1988,Curacao,61
1988,Brunei Darussalam,62
1988,St. Kitts and Nevis,63
1988,Turks and Caicos Islands,65
1988,"Bahamas, The",66
1988,Serbia,67
1988,Panama,68
1988,Romania,69
1988,St. Martin (French part),70
1988,Virgin Islands (U.S.),71
1988,Costa Rica,72
1988,Kosovo,73
1988,Singapore,74
1988,Isle of Man,75
1988,Antigua and Barbuda,76
1988,Trinidad and Tobago,77
1988,Turkmenistan,78
1988,Croatia,79
1988,Seychelles,80
1988,Europe & Central Asia (excluding high income),81
1988,Libya,82
1988,Guam,83
1988,Oman,84
1988,Kazakhstan,84
1988,St. Vincent and the Grenadines,86
1988,Central Europe and the Baltics,87
1988,Sri Lanka,88
1988,Albania,89
1988,Dominica,89
1988,New Caledonia,90
1988,Azerbaijan,91
1988,United Arab Emirates,92
1988,Jamaica,93
1988,St. Lucia,94
1988,East Asia & Pacific (IDA & IBRD countries),95
1988,East Asia & Pacific (excluding high income),95
1988,Estonia,97
1988,Late-demographic dividend,98
1988,Grenada,99
1988,China,100
1988,Suriname,101
1988,Malaysia,102
1988,South Africa,103
1988,Dominican Republic,104
1988,Colombia,105
1988,East Asia & Pacific,105
1988,Thailand,106
1988,Belize,106
1988,Caribbean small states,107
1988,Jordan,108
1988,Ecuador,109
1988,Latin America & Caribbean,110
1988,Europe & Central Asia (IDA & IBRD countries),111
1988,Tonga,112
1988,Paraguay,113
1988,Mauritius,114
1988,Tunisia,115
1988,Moldova,116
1988,Pacific island small states,117
1988,Other small states,118
1988,Cabo Verde,120
1988,Small states,121
1988,Latin America & the Caribbean (IDA & IBRD countries),122
1988,Latin America & Caribbean (excluding high income),124
1988,Upper middle income,125
1988,Uzbekistan,126
1988,Samoa,127
1988,Brazil,127
1988,Mexico,129
1988,Peru,130
1988,"Micronesia, Fed. Sts.",131
1988,Solomon Islands,132
1988,"Korea, Dem. People's Rep.",133
1988,Middle East & North Africa,134
1988,Middle East & North Africa (excluding high income),135
1988,Philippines,136
1988,Middle income,137
1988,Fiji,138
1988,Eswatini,139
1988,Greenland,141
1988,Kyrgyz Republic,142
1988,Honduras,143
1988,Middle East & North Africa (IDA & IBRD countries),144
1988,Saudi Arabia,145
1988,Vanuatu,146
1988,World,148
1988,Algeria,149
1988,IBRD only,150
1988,Maldives,151
1988,Indonesia,152
1988,IDA & IBRD total,152
1988,Guyana,153
1988,Zimbabwe,154
1988,Tuvalu,155
1988,Early-demographic dividend,156
1988,Marshall Islands,157
1988,Tajikistan,158
1988,Togo,159
1988,Botswana,160
1988,Low & middle income,161
1988,Sao Tome and Principe,162
1988,Guatemala,163
1988,Lebanon,164
1988,El Salvador,165
1988,"Yemen, Rep.",166
1988,Morocco,167
1988,Nauru,168
1988,Lower middle income,169
1988,Kiribati,170
1988,Kenya,172
1988,Lesotho,172
1988,Gabon,173
1988,Zambia,174
1988,IDA total,175
1988,IDA blend,176
1988,India,177
1988,"Congo, Rep.",178
1988,Cameroon,179
1988,Haiti,180
1988,Bolivia,181
1988,Bhutan,182
1988,Cambodia,183
1988,Equatorial Guinea,183
1988,Mauritania,184
1988,IDA only,185
1988,Nicaragua,186
1988,Namibia,187
1988,Lao PDR,188
1988,Papua New Guinea,189
1988,Fragile and conflict affected situations,190
1988,Armenia,191
1988,Guinea-Bissau,192
1988,Iraq,193
1988,Burkina Faso,194
