Year,Country,Sustainability_Rank
1988,Switzerland,1
1988,Austria,2
1988,Finland,3
1988,France,4
1988,Canada,5
1988,Belgium,6
1988,Australia,7
1988,United States,8
1988,Sweden,9
1988,European Union,10
1988,Faroe Islands,11
1988,Gibraltar,12
1988,High income,13
1988,Norway,14
1988,Qatar,16
1988,Portugal,17
1988,Italy,18
1988,Channel Islands,19
1988,Uruguay,20
1988,Euro area,21
1988,Bermuda,22
1988,United Kingdom,23
1988,Montenegro,24
1988,Spain,26
1988,Serbia,27
1988,Kazakhstan,28
1988,North Macedonia,29
1988,Ireland,30
1988,Chile,31
1988,Malta,32
1988,Georgia,33
1988,Slovenia,35
1988,Panama,36
1988,Denmark,37
1988,French Polynesia,38
1988,British Virgin Islands,38
1988,Oman,39
1988,Sint Maarten (Dutch part),40
1988,Iceland,41
1988,Germany,42
1988,Costa Rica,43
1988,Puerto Rico,44
1988,Israel,45
1988,Aruba,46
1988,Luxembourg,47
1988,Cuba,48
1988,New Zealand,49
1988,Latvia,50
1988,Ukraine,51
1988,Cyprus,52
1988,Kuwait,53
1988,Post-demographic dividend,54
1988,Malaysia,55
1988,Belarus,56
1988,St. Martin (French part),57
1988,Isle of Man,58
1988,North America,59
1988,Netherlands,60
1988,Brunei Darussalam,61
1988,Argentina,62
1988,Japan,63
1988,OECD members,64
1988,Curacao,65
1988,"Bahamas, The",66
1988,Barbados,67
1988,St. Kitts and Nevis,68
1988,Turks and Caicos Islands,69
1988,Belize,70
1988,Kosovo,72
1988,Grenada,73
1988,China,74
1988,Azerbaijan,77
1988,Caribbean small states,78
1988,Europe & Central Asia,79
1988,Greece,80
1988,Virgin Islands (U.S.),81
1988,Poland,82
1988,Bulgaria,83
1988,Latin America & Caribbean,84
1988,Romania,85
1988,New Caledonia,86
1988,Sri Lanka,87
1988,Europe & Central Asia (IDA & IBRD countries),88
1988,Hungary,89
1988,Late-demographic dividend,90
1988,Suriname,91
1988,Albania,92
1988,Dominica,92
1988,Tonga,93
1988,Antigua and Barbuda,94
1988,Tunisia,95
1988,Trinidad and Tobago,96
1988,Thailand,97
1988,Dominican Republic,99
1988,St. Lucia,100
1988,Libya,101
1988,Croatia,102
1988,Europe & Central Asia (excluding high income),103
1988,Seychelles,104
1988,East Asia & Pacific,105
1988,East Asia & Pacific (excluding high income),106
1988,East Asia & Pacific (IDA & IBRD countries),106
1988,Jordan,107
1988,Central Europe and the Baltics,108
1988,Guam,109
1988,Turkmenistan,110
1988,Brazil,111
1988,Jamaica,112
1988,Mauritius,113
1988,Peru,114
1988,Estonia,115
1988,Colombia,116
1988,Paraguay,120
1988,Moldova,121
1988,St. Vincent and the Grenadines,122
1988,Ecuador,123
1988,Singapore,124
1988,Eswatini,125
1988,"Korea, Dem. People's Rep.",126
1988,Greenland,127
1988,Kyrgyz Republic,127
1988,Lithuania,128
1988,Pacific island small states,129
1988,Solomon Islands,130
1988,Bahrain,131
1988,Middle income,132
1988,Latin America & Caribbean (excluding high income),133
1988,South Africa,134
1988,Middle East & North Africa (IDA & IBRD countries),135
1988,Honduras,136
1988,Middle East & North Africa,137
1988,Fiji,138
1988,Philippines,139
