Year,Country,Ease_of_Living_Rank
1988,Switzerland,1
1988,Sweden,2
1988,Japan,3
1988,Austria,4
1988,France,5
1988,Spain,6
1988,Finland,7
1988,Belgium,8
1988,Australia,9
1988,European Union,9
1988,United States,10
1988,Netherlands,11
1988,Canada,12
1988,Italy,13
1988,Bermuda,14
1988,Faroe Islands,15
1988,Norway,16
1988,Euro area,17
1988,Montenegro,18
1988,Gibraltar,19
1988,New Zealand,20
1988,Germany,21
1988,Iceland,22
1988,French Polynesia,23
1988,High income,24
1988,Qatar,25
1988,United Kingdom,26
1988,Puerto Rico,27
1988,Denmark,28
1988,Ireland,29
1988,Israel,30
1988,OECD members,31
1988,Cuba,33
1988,Latvia,35
1988,British Virgin Islands,36
1988,Lithuania,37
1988,Suriname,38
1988,Oman,39
1988,Cyprus,40
1988,Sint Maarten (Dutch part),41
1988,Kuwait,42
1988,Dominican Republic,43
1988,Greece,44
1988,Slovenia,45
1988,Malta,46
1988,Caribbean small states,47
1988,Europe & Central Asia (excluding high income),48
1988,Serbia,48
1988,St. Kitts and Nevis,49
1988,St. Martin (French part),50
1988,Portugal,51
1988,Curacao,53
1988,Isle of Man,54
1988,Channel Islands,55
1988,Belize,56
1988,Dominica,57
1988,Jamaica,58
1988,New Caledonia,59
1988,Europe & Central Asia,60
1988,Aruba,61
1988,Bahrain,62
1988,North America,63
1988,Barbados,64
1988,Luxembourg,65
1988,Singapore,66
1988,Post-demographic dividend,67
1988,Kosovo,68
1988,Croatia,69
1988,Sri Lanka,70
1988,Brunei Darussalam,71
1988,Bulgaria,72
1988,Latin America & Caribbean,73
1988,Libya,74
1988,Kazakhstan,75
1988,St. Vincent and the Grenadines,76
1988,Uruguay,77
1988,Panama,78
1988,"Bahamas, The",79
1988,Belarus,80
1988,Argentina,81
1988,Poland,82
1988,St. Lucia,83
1988,Europe & Central Asia (IDA & IBRD countries),84
1988,Malaysia,85
1988,North Macedonia,85
1988,United Arab Emirates,86
1988,Seychelles,87
1988,Late-demographic dividend,88
1988,Estonia,90
1988,Turks and Caicos Islands,91
1988,Ukraine,94
1988,Romania,95
1988,Guam,95
1988,Upper middle income,96
1988,Fiji,97
1988,Azerbaijan,98
1988,Grenada,99
1988,Hungary,100
1988,Chile,101
1988,Virgin Islands (U.S.),101
1988,Antigua and Barbuda,102
1988,Costa Rica,103
1988,Turkmenistan,104
1988,Georgia,105
1988,Small states,106
1988,Brazil,107
1988,Latin America & Caribbean (excluding high income),108
1988,East Asia & Pacific,109
1988,Paraguay,110
1988,Solomon Islands,111
1988,Albania,112
1988,Eswatini,113
1988,Trinidad and Tobago,114
1988,"Korea, Dem. People's Rep.",115
1988,Latin America & the Caribbean (IDA & IBRD countries),116
1988,Central Europe and the Baltics,117
1988,Tonga,118
1988,Cabo Verde,119
1988,Peru,120
1988,Mauritius,121
1988,Thailand,122
1988,Moldova,123
1988,Jordan,124
1988,Colombia,125
1988,Pacific island small states,126
1988,China,127
1988,Tunisia,128
1988,East Asia & Pacific (excluding high income),129
1988,Honduras,129
1988,East Asia & Pacific (IDA & IBRD countries),129
1988,South Africa,130
1988,Other small states,132
1988,Early-demographic dividend,133
1988,Kyrgyz Republic,134
1988,Ecuador,135
1988,Mexico,138
1988,Samoa,139
1988,"Micronesia, Fed. Sts.",140
1988,Uzbekistan,141
1988,Middle East & North Africa (excluding high income),142
1988,Middle East & North Africa,143
1988,Middle income,144
1988,Philippines,145
1988,Greenland,146
1988,Guyana,148
1988,Vanuatu,151
1988,Tajikistan,152
1988,Middle East & North Africa (IDA & IBRD countries),153
1988,IDA total,154
1988,World,155
1988,Marshall Islands,156
1988,Algeria,157
1988,Djibouti,158
1988,Cameroon,159
1988,Saudi Arabia,160
1988,Indonesia,161
1988,Lebanon,162
1988,Cambodia,163
1988,Fragile and conflict affected situations,164
1988,Low & middle income,164
1988,IDA only,165
1988,Central African Republic,166
1988,Lower middle income,167
1988,Maldives,167
1988,IBRD only,168
1988,Botswana,169
1988,Guatemala,170
1988,India,171
1988,Sao Tome and Principe,172
1988,Ghana,173
1988,Zimbabwe,174
1988,IDA & IBRD total,175
1988,Sub-Saharan Africa (excluding high income),176
1988,Tuvalu,177
1988,Mongolia,178
1988,Haiti,179
1988,Benin,180
1988,Sudan,180
1988,Sub-Saharan Africa,181
1988,Sub-Saharan Africa (IDA & IBRD countries),181
1988,Lao PDR,182
1988,Bangladesh,183
1988,Togo,184
1988,Heavily indebted poor countries (HIPC),185
1988,Kiribati,186
1988,Kenya,187
1988,Lesotho,188
1988,Bhutan,189
1988,Bolivia,190
1988,Papua New Guinea,191
1988,Morocco,192
1988,"Yemen, Rep.",193
1988,Nauru,194
1988,Burkina Faso,195
1988,El Salvador,196
1988,Guinea,197
1988,Gabon,198
1988,Guinea-Bissau,199
1988,Senegal,200
1988,Pakistan,201
1988,Zambia,202
1988,South Asia (IDA & IBRD),203
1988,Eritrea,204
1988,Ethiopia,204
1988,IDA blend,205
1988,Low income,205
1988,Nicaragua,206
1988,Least developed countries: UN classification,207
1988,Nigeria,208
1988,Armenia,209
1988,Nepal,210
1988,Arab World,211
1988,Sierra Leone,212
1988,Iraq,213
1988,Mauritania,214
1988,"Congo, Rep.",215
1988,Mali,216
1988,Namibia,217
1988,Equatorial Guinea,218
1988,"Gambia, The",219
1988,Myanmar,220
1988,Burundi,221
1988,Comoros,221
1988,South Asia,222
1988,Madagascar,223
1988,South Sudan,224
1988,"Congo, Dem. Rep.",225
1988,Liberia,226
1988,Rwanda,227
1988,Malawi,228
1988,Uganda,229
1988,Niger,230
1988,Pre-demographic dividend,231
1988,Timor-Leste,232
1988,Tanzania,233
1988,Chad,234
1988,Mozambique,235
1988,Somalia,236
1988,Angola,237
1988,Africa Western and Central,238
1988,Afghanistan,239
1988,Africa Eastern and Southern,240
