Year,Country,Institutional_Rank
1974,India,1
1974,Pakistan,2
1974,United Kingdom,3
1974,France,4
1974,Indonesia,5
1974,Nepal,7
1974,Poland,8
1974,British Virgin Islands,9
1974,Japan,10
1974,Morocco,11
1974,Sri Lanka,12
1974,Dominica,12
1974,Philippines,13
1974,Norway,14
1974,Germany,17
1974,South Africa,18
1974,Canada,19
1974,Iceland,20
1974,North Macedonia,21
1974,Sweden,22
1974,Ireland,24
1974,Finland,25
1974,Italy,26
1974,Argentina,27
1974,Romania,28
1974,Jamaica,29
1974,Bahrain,30
1974,Euro area,31
1974,Europe & Central Asia (IDA & IBRD countries),32
1974,Grenada,32
1974,Europe & Central Asia (excluding high income),33
1974,Puerto Rico,34
1974,Barbados,35
1974,North America,36
1974,Bermuda,37
1974,Sint Maarten (Dutch part),38
1974,"Bahamas, The",39
1974,Armenia,40
1974,OECD members,41
1974,Luxembourg,42
1974,High income,43
1974,United States,44
1974,Algeria,45
1974,Denmark,46
1974,Montenegro,47
1974,Lebanon,48
1974,Australia,49
1974,Post-demographic dividend,50
1974,Greece,51
1974,St. Martin (French part),52
1974,Gibraltar,53
1974,Belarus,54
1974,Moldova,55
1974,Caribbean small states,56
1974,St. Lucia,57
1974,Antigua and Barbuda,58
1974,Europe & Central Asia,59
1974,Albania,60
1974,Belize,61
1974,Turks and Caicos Islands,62
1974,Kosovo,62
1974,Latvia,63
1974,European Union,65
1974,Lithuania,66
1974,Peru,67
1974,Hungary,68
1974,New Zealand,69
1974,Israel,71
1974,Belgium,72
1974,Tajikistan,73
1974,Ukraine,74
1974,Curacao,75
1974,Cuba,76
1974,Qatar,77
1974,Channel Islands,78
1974,French Polynesia,79
1974,Trinidad and Tobago,80
1974,Malta,81
1974,Georgia,82
1974,Uruguay,83
1974,Austria,84
1974,Suriname,86
1974,World,87
1974,Central Europe and the Baltics,88
1974,Switzerland,89
1974,Serbia,90
1974,Isle of Man,92
1974,St. Kitts and Nevis,94
1974,Brunei Darussalam,95
1974,Nicaragua,96
1974,Aruba,99
1974,Portugal,100
1974,Netherlands,101
1974,St. Vincent and the Grenadines,102
1974,Singapore,103
1974,Jordan,104
1974,Costa Rica,105
1974,Chile,106
1974,Colombia,107
1974,Fragile and conflict affected situations,108
1974,Pacific island small states,108
1974,"Yemen, Rep.",109
1974,Sub-Saharan Africa (IDA & IBRD countries),111
1974,Middle income,111
1974,Sub-Saharan Africa (excluding high income),111
1974,Bangladesh,111
1974,Senegal,111
1974,Sub-Saharan Africa,111
1974,Rwanda,111
1974,Eritrea,111
1974,Angola,111
1974,Haiti,111
1974,Burundi,111
1974,Low income,111
1974,Heavily indebted poor countries (HIPC),111
1974,Arab World,111
1974,Liberia,111
1974,Ethiopia,111
1974,Least developed countries: UN classification,111
1974,Mauritania,111
1974,South Asia,111
1974,Benin,111
1974,Lower middle income,111
1974,Mozambique,111
1974,Comoros,111
1974,Somalia,111
1974,South Asia (IDA & IBRD),111
1974,"Congo, Dem. Rep.",111
1974,Africa Eastern and Southern,111
1974,Malawi,111
1974,Tanzania,111
1974,Togo,111
1974,Mali,111
1974,Maldives,111
1974,Equatorial Guinea,111
1974,Timor-Leste,111
1974,Pre-demographic dividend,111
1974,Madagascar,111
1974,Niger,111
1974,Nigeria,111
1974,Myanmar,111
1974,Chad,111
1974,Sierra Leone,111
1974,Cambodia,111
1974,Uganda,111
1974,South Sudan,111
1974,Burkina Faso,111
1974,Namibia,111
1974,Lao PDR,111
1974,Afghanistan,111
1974,Africa Western and Central,111
1974,Ghana,112
1974,IBRD only,113
1974,Early-demographic dividend,114
1974,IDA & IBRD total,115
1974,Iraq,115
1974,"Congo, Rep.",116
1974,El Salvador,116
1974,Latin America & Caribbean (excluding high income),116
1974,Kenya,116
1974,Nauru,116
1974,Upper middle income,117
1974,Guam,118
1974,Bhutan,119
1974,Honduras,120
1974,Djibouti,121
1974,United Arab Emirates,122
1974,Middle East & North Africa,123
1974,Low & middle income,123
1974,Eswatini,124
1974,Cabo Verde,124
1974,Tonga,125
1974,Cameroon,126
1974,Bolivia,126
1974,Gabon,127
1974,Oman,128
1974,Vanuatu,129
1974,Bulgaria,130
1974,Other small states,131
1974,Croatia,132
1974,IDA blend,133
1974,Estonia,134
1974,Central African Republic,135
1974,East Asia & Pacific,137
1974,Botswana,137
1974,IDA total,138
1974,Sao Tome and Principe,139
1974,Guinea,140
1974,Lesotho,140
1974,Guinea-Bissau,140
1974,Spain,141
1974,Papua New Guinea,142
1974,"Gambia, The",142
1974,IDA only,142
1974,Kiribati,142
1974,Brazil,143
1974,Middle East & North Africa (IDA & IBRD countries),144
1974,Marshall Islands,145
1974,Guyana,145
1974,Middle East & North Africa (excluding high income),145
1974,Latin America & Caribbean,146
1974,Thailand,147
1974,Fiji,148
1974,Kyrgyz Republic,149
1974,"Micronesia, Fed. Sts.",150
1974,Small states,151
1974,Libya,152
1974,Latin America & the Caribbean (IDA & IBRD countries),152
1974,Sudan,152
1974,Solomon Islands,152
1974,New Caledonia,153
1974,Zimbabwe,154
1974,Mauritius,155
1974,Guatemala,155
1974,Dominican Republic,156
1974,East Asia & Pacific (excluding high income),157
1974,Zambia,158
1974,Paraguay,159
1974,Samoa,160
1974,East Asia & Pacific (IDA & IBRD countries),161
1974,Late-demographic dividend,162
1974,Malaysia,163
1974,Mongolia,164
1974,Tunisia,165
1974,Turkmenistan,166
1974,Panama,167
1974,Kuwait,168
1974,Virgin Islands (U.S.),169
1974,"Korea, Dem. People's Rep.",170
1974,Uzbekistan,171
1974,Tuvalu,172
1974,Slovenia,173
1974,China,174
1974,Ecuador,175
1974,Azerbaijan,176
1974,Kazakhstan,177
1974,Saudi Arabia,179
1974,Mexico,180
1974,Cyprus,181
