Year,Country,Sustainability_Rank
1974,Singapore,1
1974,New Zealand,2
1974,Austria,3
1974,Georgia,4
1974,Italy,5
1974,Bermuda,6
1974,Germany,7
1974,Switzerland,8
1974,Sint Maarten (Dutch part),9
1974,Australia,10
1974,Finland,11
1974,Ireland,12
1974,North America,13
1974,Netherlands,14
1974,Uruguay,15
1974,Canada,16
1974,Croatia,17
1974,Estonia,18
1974,Euro area,19
1974,Denmark,20
1974,Belarus,21
1974,Europe & Central Asia (IDA & IBRD countries),22
1974,Grenada,22
1974,St. Martin (French part),24
1974,Japan,25
1974,Post-demographic dividend,26
1974,Channel Islands,27
1974,Bulgaria,28
1974,Greece,29
1974,OECD members,30
1974,United States,31
1974,Dominica,33
1974,Sri Lanka,33
1974,Gibraltar,34
1974,Israel,35
1974,Poland,36
1974,Belgium,37
1974,"Bahamas, The",38
1974,Puerto Rico,39
1974,Aruba,40
1974,Europe & Central Asia,41
1974,Romania,42
1974,Antigua and Barbuda,44
1974,Colombia,45
1974,Brunei Darussalam,47
1974,Tajikistan,48
1974,Norway,49
1974,Cuba,50
1974,Trinidad and Tobago,51
1974,Kuwait,52
1974,Curacao,53
1974,St. Vincent and the Grenadines,54
1974,Malta,55
1974,Serbia,56
1974,Qatar,57
1974,High income,58
1974,European Union,59
1974,Central Europe and the Baltics,60
1974,Argentina,61
1974,Lebanon,62
1974,Guam,63
1974,Armenia,64
1974,Tunisia,66
1974,Jordan,67
1974,Iceland,68
1974,Sweden,69
1974,Ukraine,70
1974,Hungary,71
1974,Barbados,72
1974,Spain,73
1974,Latvia,74
1974,North Macedonia,75
1974,United Arab Emirates,76
1974,Montenegro,77
1974,Lithuania,78
1974,Luxembourg,79
1974,Panama,80
1974,Virgin Islands (U.S.),81
1974,Moldova,82
1974,British Virgin Islands,84
1974,United Kingdom,85
1974,Bahrain,86
1974,St. Kitts and Nevis,87
1974,France,88
1974,Portugal,89
1974,Thailand,90
1974,Suriname,92
1974,St. Lucia,93
1974,Isle of Man,94
1974,Kosovo,95
1974,Turks and Caicos Islands,95
1974,World,96
1974,Upper middle income,97
1974,Slovenia,98
1974,Costa Rica,99
1974,Tonga,100
1974,Philippines,102
1974,Belize,103
1974,Albania,104
1974,Caribbean small states,105
1974,Cyprus,106
1974,Jamaica,107
1974,Europe & Central Asia (excluding high income),108
1974,Malaysia,110
1974,French Polynesia,111
1974,Chile,112
1974,China,113
1974,New Caledonia,114
1974,Botswana,115
1974,Mauritius,116
1974,East Asia & Pacific (IDA & IBRD countries),117
1974,Dominican Republic,117
1974,Fiji,118
1974,Guatemala,119
1974,East Asia & Pacific,120
1974,Turkmenistan,121
1974,Tuvalu,122
1974,"Micronesia, Fed. Sts.",123
1974,"Korea, Dem. People's Rep.",124
1974,Late-demographic dividend,125
1974,Indonesia,126
1974,Guyana,127
1974,Middle East & North Africa (excluding high income),127
1974,Brazil,128
1974,Marshall Islands,129
1974,Uzbekistan,130
1974,Latin America & Caribbean,131
1974,Small states,132
1974,Libya,133
1974,Solomon Islands,133
1974,Latin America & the Caribbean (IDA & IBRD countries),133
1974,Zimbabwe,134
1974,Sudan,135
1974,Kyrgyz Republic,136
1974,East Asia & Pacific (excluding high income),137
1974,Vanuatu,139
1974,Djibouti,140
1974,Bhutan,141
1974,Zambia,142
1974,Paraguay,143
1974,Oman,144
1974,Middle East & North Africa (IDA & IBRD countries),145
1974,Other small states,146
1974,Bolivia,147
1974,Cameroon,147
1974,Iraq,148
1974,IDA & IBRD total,148
1974,IBRD only,149
1974,Saudi Arabia,150
1974,Azerbaijan,151
1974,Samoa,152
1974,Mongolia,153
1974,Ecuador,154
1974,Algeria,155
1974,Benin,156
1974,Pre-demographic dividend,156
1974,Heavily indebted poor countries (HIPC),156
1974,Madagascar,156
1974,Haiti,156
1974,Niger,156
1974,Nigeria,156
1974,Myanmar,156
1974,Chad,156
1974,Sierra Leone,156
1974,Rwanda,156
1974,Afghanistan,156
1974,Cambodia,156
1974,Senegal,156
1974,Sub-Saharan Africa (excluding high income),156
1974,Middle income,156
1974,Sub-Saharan Africa,156
1974,Sub-Saharan Africa (IDA & IBRD countries),156
1974,Uganda,156
1974,Bangladesh,156
1974,Burundi,156
1974,Mauritania,156
1974,Namibia,156
1974,South Asia,156
1974,Africa Western and Central,156
1974,Timor-Leste,156
1974,Equatorial Guinea,156
1974,Lao PDR,156
1974,Africa Eastern and Southern,156
1974,Angola,156
1974,Lower middle income,156
1974,South Sudan,156
1974,"Congo, Dem. Rep.",156
1974,South Asia (IDA & IBRD),156
1974,Somalia,156
1974,Least developed countries: UN classification,156
1974,Mozambique,156
1974,Comoros,156
1974,Low income,156
1974,Arab World,156
1974,Liberia,156
1974,Maldives,156
1974,Malawi,156
1974,Mali,156
1974,Ethiopia,156
1974,Burkina Faso,156
1974,Tanzania,156
1974,Eritrea,156
1974,Togo,156
1974,Ghana,157
1974,IDA blend,158
1974,"Yemen, Rep.",159
1974,Kazakhstan,160
1974,Peru,161
1974,Lesotho,163
1974,Guinea-Bissau,163
1974,Guinea,163
1974,Sao Tome and Principe,164
1974,Papua New Guinea,165
1974,IDA only,166
1974,Kiribati,166
1974,"Gambia, The",166
1974,Fragile and conflict affected situations,167
1974,Early-demographic dividend,168
1974,IDA total,169
1974,Nauru,170
1974,"Congo, Rep.",170
1974,El Salvador,170
1974,Latin America & Caribbean (excluding high income),170
1974,Kenya,170
1974,Pacific island small states,171
1974,Nicaragua,173
1974,Central African Republic,174
1974,Gabon,176
1974,Mexico,177
1974,Eswatini,178
1974,Cabo Verde,178
1974,India,179
1974,Honduras,180
1974,Low & middle income,181
1974,Middle East & North Africa,181
1974,Nepal,182
1974,Morocco,183
1974,Pakistan,184
1974,South Africa,186
