Year,Country,Quality_of_Life_Rank
1974,Sweden,1
1974,Greece,2
1974,Canada,3
1974,Switzerland,4
1974,North America,5
1974,Denmark,6
1974,Norway,8
1974,Iceland,9
1974,Sint Maarten (Dutch part),10
1974,United Kingdom,11
1974,Bermuda,12
1974,Germany,13
1974,Australia,14
1974,Euro area,15
1974,Belgium,16
1974,Bulgaria,17
1974,Belarus,18
1974,Poland,20
1974,Austria,21
1974,OECD members,21
1974,France,22
1974,Post-demographic dividend,23
1974,Japan,24
1974,Italy,25
1974,New Zealand,25
1974,Puerto Rico,26
1974,Grenada,27
1974,Europe & Central Asia (IDA & IBRD countries),27
1974,Montenegro,28
1974,Romania,29
1974,Channel Islands,30
1974,Singapore,31
1974,Hungary,33
1974,Aruba,34
1974,Lithuania,35
1974,Israel,36
1974,St. Vincent and the Grenadines,37
1974,Uruguay,38
1974,High income,39
1974,Latvia,40
1974,St. Martin (French part),41
1974,Europe & Central Asia,42
1974,Netherlands,43
1974,European Union,44
1974,Georgia,45
1974,Trinidad and Tobago,46
1974,Cuba,47
1974,Malta,48
1974,Estonia,49
1974,Croatia,50
1974,Spain,50
1974,United States,51
1974,Finland,52
1974,Gibraltar,53
1974,Ireland,54
1974,Kuwait,55
1974,Slovenia,55
1974,Guam,56
1974,Central Europe and the Baltics,57
1974,Luxembourg,58
1974,"Bahamas, The",59
1974,Tajikistan,60
1974,Curacao,61
1974,Brunei Darussalam,62
1974,Antigua and Barbuda,63
1974,Costa Rica,65
1974,Portugal,66
1974,Dominica,67
1974,Sri Lanka,67
1974,British Virgin Islands,69
1974,Barbados,71
1974,Moldova,72
1974,Jamaica,73
1974,Lebanon,74
1974,Europe & Central Asia (excluding high income),75
1974,North Macedonia,76
1974,Bahrain,77
1974,Ukraine,78
1974,Malaysia,79
1974,St. Lucia,80
1974,Argentina,81
1974,Armenia,82
1974,Kosovo,83
1974,Turks and Caicos Islands,83
1974,United Arab Emirates,84
1974,Thailand,87
1974,Serbia,88
1974,Qatar,89
1974,Caribbean small states,90
1974,Albania,91
1974,Belize,92
1974,Isle of Man,94
1974,St. Kitts and Nevis,95
1974,Suriname,96
1974,Chile,97
1974,French Polynesia,98
1974,Jordan,99
1974,Colombia,100
1974,Virgin Islands (U.S.),101
1974,World,102
1974,Tunisia,103
1974,Upper middle income,104
1974,Tonga,105
1974,Panama,106
1974,Brazil,107
1974,Ecuador,108
1974,Uzbekistan,109
1974,New Caledonia,110
1974,Turkmenistan,111
1974,China,112
1974,"Korea, Dem. People's Rep.",113
1974,Tuvalu,114
1974,Mexico,116
1974,Latin America & Caribbean,117
1974,Fiji,118
1974,"Micronesia, Fed. Sts.",119
1974,Botswana,120
1974,East Asia & Pacific,121
1974,Paraguay,122
1974,Samoa,123
1974,Zambia,124
1974,East Asia & Pacific (excluding high income),125
1974,Late-demographic dividend,126
1974,Guatemala,127
1974,Mauritius,128
1974,Dominican Republic,129
1974,East Asia & Pacific (IDA & IBRD countries),130
1974,Zimbabwe,131
1974,Kyrgyz Republic,132
1974,Kazakhstan,133
1974,Libya,134
1974,Solomon Islands,135
1974,Latin America & the Caribbean (IDA & IBRD countries),135
1974,Sudan,136
1974,Small states,137
1974,Philippines,138
1974,Guyana,139
1974,Middle East & North Africa (excluding high income),140
1974,Marshall Islands,141
1974,Middle East & North Africa (IDA & IBRD countries),142
1974,Mongolia,143
1974,IDA & IBRD total,144
1974,Iraq,144
1974,Indonesia,145
1974,IBRD only,146
1974,Ghana,147
1974,Kenya,148
1974,"Congo, Rep.",148
1974,Latin America & Caribbean (excluding high income),149
1974,El Salvador,149
1974,Nauru,150
1974,Pacific island small states,151
1974,Fragile and conflict affected situations,153
1974,Early-demographic dividend,154
1974,Honduras,155
1974,Low & middle income,156
1974,Azerbaijan,157
1974,Middle East & North Africa,158
1974,Cabo Verde,159
1974,Eswatini,159
1974,Gabon,160
1974,Nicaragua,161
1974,Central African Republic,162
1974,Sao Tome and Principe,164
1974,Guinea,165
1974,Guinea-Bissau,165
1974,Lesotho,166
1974,Papua New Guinea,168
1974,"Gambia, The",169
1974,Kiribati,170
1974,IDA only,171
1974,IDA total,172
1974,South Africa,173
1974,IDA blend,174
1974,India,175
1974,Other small states,177
1974,Bolivia,178
1974,Cameroon,178
1974,Oman,179
1974,Vanuatu,180
1974,Djibouti,181
1974,Bhutan,182
1974,Cyprus,183
1974,"Yemen, Rep.",184
1974,Saudi Arabia,185
1974,Peru,186
1974,Mauritania,187
1974,Heavily indebted poor countries (HIPC),188
1974,Namibia,189
1974,Haiti,190
1974,Pakistan,191
1974,Middle income,191
1974,Arab World,192
1974,Lower middle income,193
1974,Bangladesh,194
1974,Myanmar,195
1974,Timor-Leste,195
1974,Madagascar,196
1974,Lao PDR,197
1974,Togo,198
1974,Least developed countries: UN classification,198
1974,Low income,198
1974,Uganda,199
1974,Maldives,200
1974,South Asia (IDA & IBRD),200
1974,South Asia,201
1974,Tanzania,202
1974,Comoros,202
1974,Morocco,203
1974,Burundi,204
1974,Liberia,205
1974,Chad,206
1974,Nepal,206
1974,Sierra Leone,207
1974,"Congo, Dem. Rep.",208
1974,Senegal,209
1974,Malawi,210
1974,Sub-Saharan Africa (excluding high income),211
1974,Nigeria,212
1974,South Sudan,213
1974,Rwanda,214
1974,Sub-Saharan Africa,214
