Year,Country,Economic_Rank
2014,Switzerland,1
2014,Norway,2
2014,Iceland,3
2014,Denmark,4
2014,Australia,5
2014,Ireland,6
2014,New Zealand,7
2014,Sweden,8
2014,Singapore,9
2014,Finland,10
2014,France,11
2014,United Kingdom,12
2014,Belgium,13
2014,Japan,14
2014,Netherlands,15
2014,Canada,17
2014,Italy,18
2014,Austria,19
2014,Israel,20
2014,Germany,21
2014,Qatar,22
2014,Cyprus,24
2014,United States,25
2014,Kuwait,26
2014,Greece,27
2014,Malta,28
2014,United Arab Emirates,29
2014,Spain,30
2014,Uruguay,31
2014,Slovenia,33
2014,Nicaragua,34
2014,Saudi Arabia,35
2014,Portugal,36
2014,Costa Rica,37
2014,Croatia,38
2014,China,39
2014,Argentina,40
2014,Lebanon,41
2014,Estonia,42
2014,Bahrain,43
2014,Latvia,44
2014,Azerbaijan,45
2014,Mongolia,46
2014,Kazakhstan,48
2014,Chile,50
2014,Lithuania,51
2014,Jordan,51
2014,Brazil,52
2014,Panama,53
2014,Hungary,55
2014,India,56
2014,Montenegro,57
2014,Poland,58
2014,Malaysia,60
2014,Peru,61
2014,Colombia,62
2014,Belarus,63
2014,Thailand,64
2014,Mexico,65
2014,South Africa,66
2014,Bulgaria,67
2014,Serbia,68
2014,Romania,71
2014,Ecuador,72
2014,Morocco,73
2014,Ukraine,74
2014,Armenia,76
2014,Georgia,77
2014,North Macedonia,78
2014,Indonesia,79
2014,Philippines,81
2014,Tunisia,82
2014,Algeria,83
2014,Moldova,84
2014,Nepal,86
2014,Pakistan,87
