Year,Country,Institutional_Rank
2014,Finland,1
2014,New Zealand,2
2014,Switzerland,3
2014,Denmark,4
2014,Norway,5
2014,Singapore,6
2014,Sweden,7
2014,Netherlands,8
2014,Canada,9
2014,Australia,10
2014,Germany,12
2014,United Kingdom,13
2014,Ireland,14
2014,Austria,15
2014,Iceland,16
2014,Japan,17
2014,Belgium,18
2014,United States,19
2014,France,20
2014,Estonia,21
2014,Chile,22
2014,Cyprus,24
2014,Malta,25
2014,Israel,26
2014,Portugal,27
2014,United Arab Emirates,29
2014,Spain,30
2014,Lithuania,31
2014,Slovenia,32
2014,Poland,34
2014,Uruguay,35
2014,Latvia,36
2014,Qatar,37
2014,Malaysia,38
2014,Costa Rica,39
2014,Hungary,41
2014,Georgia,42
2014,Italy,43
2014,Croatia,44
2014,Bahrain,45
2014,Greece,46
2014,Romania,47
2014,Jordan,48
2014,South Africa,49
2014,Montenegro,50
2014,Panama,51
2014,North Macedonia,53
2014,Saudi Arabia,54
2014,Bulgaria,55
2014,Serbia,56
2014,Tunisia,57
2014,Brazil,58
2014,Kuwait,59
2014,Philippines,60
2014,Thailand,61
2014,Colombia,62
2014,Morocco,63
2014,Indonesia,65
2014,Mexico,66
2014,India,66
2014,China,67
2014,Mongolia,68
2014,Peru,69
2014,Armenia,70
2014,Moldova,71
2014,Kazakhstan,73
2014,Argentina,74
2014,Lebanon,76
2014,Azerbaijan,77
2014,Belarus,78
2014,Nicaragua,79
2014,Ecuador,80
2014,Nepal,81
2014,Algeria,83
2014,Ukraine,84
2014,Pakistan,85
