Year,Country,Sustainability_Rank
2014,Qatar,1
2014,Bahrain,2
2014,Kuwait,3
2014,United Arab Emirates,4
2014,Saudi Arabia,5
2014,Australia,6
2014,United States,7
2014,Kazakhstan,8
2014,Canada,9
2014,Estonia,12
2014,Japan,13
2014,Singapore,14
2014,Netherlands,17
2014,Israel,18
2014,Malaysia,18
2014,South Africa,19
2014,Belgium,21
2014,Germany,22
2014,Mongolia,23
2014,Belarus,24
2014,Ireland,25
2014,China,26
2014,Poland,27
2014,Ukraine,28
2014,Malta,29
2014,United Kingdom,30
2014,Cyprus,32
2014,Algeria,33
2014,Lebanon,34
2014,Azerbaijan,36
2014,Greece,37
2014,Bulgaria,38
2014,Argentina,39
2014,Jordan,40
2014,Slovenia,41
2014,France,43
2014,Mexico,44
2014,Serbia,45
2014,Italy,46
2014,Spain,49
2014,New Zealand,50
2014,Hungary,51
2014,Switzerland,53
2014,Armenia,54
2014,Finland,55
2014,Ecuador,56
2014,Austria,57
2014,Tunisia,58
2014,North Macedonia,59
2014,Morocco,60
2014,Panama,61
2014,Thailand,61
2014,Chile,62
2014,Romania,63
2014,Denmark,64
2014,Moldova,65
2014,Norway,66
2014,Portugal,67
2014,Croatia,68
2014,Lithuania,69
2014,Georgia,70
2014,Peru,71
2014,Indonesia,72
2014,Colombia,73
2014,Latvia,74
2014,Montenegro,76
2014,India,77
2014,Sweden,78
2014,Brazil,79
2014,Philippines,80
2014,Costa Rica,81
2014,Pakistan,82
2014,Iceland,83
2014,Uruguay,84
2014,Nicaragua,85
2014,Nepal,86
