Year,Country,Quality_of_Life_Rank
1978,Faroe Islands,1
1978,Greece,2
1978,Sweden,3
1978,North America,4
1978,Denmark,5
1978,Australia,6
1978,New Zealand,7
1978,Iceland,8
1978,United States,9
1978,Bermuda,10
1978,Canada,10
1978,Israel,11
1978,Post-demographic dividend,12
1978,United Kingdom,13
1978,Norway,14
1978,Puerto Rico,15
1978,Belgium,16
1978,France,19
1978,Switzerland,20
1978,Channel Islands,21
1978,Japan,22
1978,Finland,23
1978,Ireland,24
1978,Singapore,25
1978,Sint Maarten (Dutch part),25
1978,Austria,26
1978,Cuba,27
1978,Euro area,28
1978,Bulgaria,29
1978,Italy,29
1978,Slovenia,30
1978,Germany,31
1978,Uruguay,33
1978,Barbados,34
1978,Costa Rica,35
1978,Gibraltar,36
1978,Qatar,37
1978,Romania,38
1978,Cyprus,40
1978,Poland,41
1978,OECD members,42
1978,Hungary,43
1978,European Union,44
1978,Montenegro,45
1978,Portugal,46
1978,Grenada,47
1978,High income,48
1978,Aruba,49
1978,Netherlands,50
1978,Spain,51
1978,Lithuania,52
1978,Malta,53
1978,Bahrain,54
1978,Luxembourg,55
1978,Kuwait,56
1978,Croatia,57
1978,Latvia,58
1978,Serbia,58
1978,Antigua and Barbuda,59
1978,St. Martin (French part),60
1978,Georgia,61
1978,Panama,62
1978,Trinidad and Tobago,63
1978,North Macedonia,64
1978,Europe & Central Asia (IDA & IBRD countries),65
1978,Curacao,66
1978,Dominica,66
1978,"Bahamas, The",67
1978,Central Europe and the Baltics,68
1978,Guam,69
1978,Europe & Central Asia,70
1978,Chile,72
1978,Argentina,73
1978,Brunei Darussalam,74
1978,St. Vincent and the Grenadines,75
1978,Estonia,76
1978,British Virgin Islands,77
1978,St. Kitts and Nevis,79
1978,Jamaica,80
1978,Belarus,81
1978,Suriname,82
1978,Turks and Caicos Islands,83
1978,Albania,84
1978,St. Lucia,86
1978,"Korea, Dem. People's Rep.",87
1978,Europe & Central Asia (excluding high income),88
1978,Sri Lanka,89
1978,New Caledonia,90
1978,Ukraine,91
1978,Tonga,92
1978,Kosovo,92
1978,Jordan,93
1978,Isle of Man,94
1978,United Arab Emirates,95
1978,Virgin Islands (U.S.),95
1978,Malaysia,96
1978,Moldova,99
1978,East Asia & Pacific,100
1978,"Micronesia, Fed. Sts.",101
1978,Mauritius,101
1978,Mexico,101
1978,Belize,102
1978,French Polynesia,103
1978,Samoa,104
1978,Thailand,105
1978,Tajikistan,106
1978,Colombia,107
1978,Greenland,108
1978,Iraq,109
1978,Caribbean small states,110
1978,Libya,111
1978,Paraguay,112
1978,Armenia,113
1978,Zimbabwe,114
1978,Botswana,115
1978,Brazil,116
1978,World,117
1978,Late-demographic dividend,118
1978,Fiji,119
1978,Kazakhstan,120
1978,China,121
1978,Tuvalu,122
1978,Upper middle income,123
1978,Uzbekistan,124
1978,Tunisia,125
1978,East Asia & Pacific (excluding high income),126
1978,East Asia & Pacific (IDA & IBRD countries),127
1978,Latin America & Caribbean,128
1978,Turkmenistan,129
1978,Latin America & Caribbean (excluding high income),131
1978,Latin America & the Caribbean (IDA & IBRD countries),132
1978,Ecuador,133
1978,Cabo Verde,134
1978,Eswatini,135
1978,Small states,136
1978,Vanuatu,137
1978,Dominican Republic,138
1978,Pacific island small states,139
1978,Guyana,140
1978,Philippines,141
1978,Sudan,142
1978,IDA blend,142
1978,Nauru,143
1978,IBRD only,144
1978,Honduras,145
1978,Kyrgyz Republic,146
1978,Solomon Islands,147
1978,Zambia,148
1978,Lebanon,149
1978,IDA & IBRD total,150
1978,Sao Tome and Principe,151
1978,Gabon,152
1978,India,154
1978,Saudi Arabia,155
1978,Marshall Islands,156
1978,Arab World,157
1978,Lesotho,158
1978,Azerbaijan,158
1978,Lower middle income,159
1978,IDA total,160
1978,Kiribati,161
1978,Fragile and conflict affected situations,162
1978,Namibia,163
1978,Guatemala,164
1978,Kenya,165
1978,Indonesia,166
1978,Other small states,167
1978,South Africa,168
1978,Peru,169
1978,Low & middle income,170
1978,Middle income,171
1978,Mauritania,173
1978,Guinea-Bissau,174
1978,"Yemen, Rep.",175
1978,El Salvador,176
1978,Nicaragua,177
1978,IDA only,178
1978,Bhutan,179
1978,Guinea,180
1978,Early-demographic dividend,181
1978,South Asia,182
1978,Ghana,182
1978,Haiti,183
1978,Heavily indebted poor countries (HIPC),184
1978,Nigeria,184
1978,Bolivia,185
1978,Cameroon,185
1978,Middle East & North Africa,186
1978,Central African Republic,187
1978,Djibouti,187
1978,Comoros,187
1978,Oman,188
1978,"Congo, Rep.",189
1978,Middle East & North Africa (IDA & IBRD countries),190
1978,Sub-Saharan Africa,191
1978,Sub-Saharan Africa (excluding high income),193
1978,Bangladesh,194
1978,Sub-Saharan Africa (IDA & IBRD countries),195
1978,Mongolia,196
1978,Papua New Guinea,197
1978,Myanmar,198
1978,Pakistan,199
1978,Middle East & North Africa (excluding high income),199
1978,Morocco,200
1978,Togo,201
1978,South Asia (IDA & IBRD),202
1978,Maldives,203
1978,Madagascar,204
1978,Least developed countries: UN classification,205
1978,Uganda,206
1978,Lao PDR,207
1978,Liberia,208
1978,Timor-Leste,209
1978,"Gambia, The",210
1978,Ethiopia,211
1978,Low income,212
1978,Burundi,213
1978,Burkina Faso,214
1978,Senegal,215
1978,"Congo, Dem. Rep.",215
1978,Malawi,216
1978,Pre-demographic dividend,216
1978,Nepal,217
1978,Chad,217
1978,Sierra Leone,218
1978,Somalia,219
1978,Eritrea,219
1978,Mali,220
1978,Equatorial Guinea,221
1978,South Sudan,222
1978,Cambodia,223
1978,Rwanda,224
1978,Niger,225
1978,Tanzania,226
1978,Mozambique,227
1978,Benin,228
1978,Algeria,229
1978,Angola,230
1978,Africa Eastern and Southern,231
1978,Africa Western and Central,232
1978,Afghanistan,233
