Year,Country,Ease_of_Living_Rank
1978,Sweden,1
1978,Faroe Islands,2
1978,Denmark,3
1978,Slovenia,4
1978,Switzerland,6
1978,Puerto Rico,7
1978,Australia,8
1978,Austria,9
1978,United States,10
1978,Qatar,11
1978,Norway,12
1978,Bermuda,12
1978,Iceland,13
1978,Belgium,14
1978,Netherlands,15
1978,Japan,16
1978,Kuwait,17
1978,Greece,18
1978,North America,19
1978,Canada,20
1978,Cuba,21
1978,OECD members,22
1978,Germany,23
1978,Euro area,26
1978,Israel,27
1978,Argentina,28
1978,Croatia,30
1978,Romania,31
1978,France,32
1978,Post-demographic dividend,33
1978,New Zealand,34
1978,Suriname,35
1978,United Arab Emirates,36
1978,Finland,36
1978,Sint Maarten (Dutch part),36
1978,Antigua and Barbuda,37
1978,United Kingdom,38
1978,Poland,39
1978,Montenegro,40
1978,Europe & Central Asia (IDA & IBRD countries),41
1978,Latvia,42
1978,Barbados,43
1978,Gibraltar,44
1978,Italy,45
1978,European Union,46
1978,Malta,47
1978,Lithuania,48
1978,High income,49
1978,Dominica,50
1978,Europe & Central Asia,51
1978,Channel Islands,52
1978,Aruba,53
1978,Jamaica,54
1978,Estonia,55
1978,Grenada,57
1978,Cyprus,58
1978,Bulgaria,59
1978,Bahrain,60
1978,Brunei Darussalam,61
1978,Singapore,62
1978,Hungary,63
1978,"Korea, Dem. People's Rep.",64
1978,Serbia,64
1978,Belarus,65
1978,St. Vincent and the Grenadines,65
1978,Tajikistan,66
1978,Kosovo,67
1978,Luxembourg,68
1978,St. Martin (French part),69
1978,Ireland,70
1978,Portugal,71
1978,Costa Rica,72
1978,Uruguay,73
1978,British Virgin Islands,74
1978,North Macedonia,75
1978,Guam,76
1978,Spain,77
1978,Georgia,77
1978,"Bahamas, The",78
1978,St. Kitts and Nevis,79
1978,Trinidad and Tobago,80
1978,Belize,81
1978,Panama,82
1978,Central Europe and the Baltics,84
1978,Curacao,85
1978,Europe & Central Asia (excluding high income),86
1978,Turks and Caicos Islands,87
1978,Albania,88
1978,St. Lucia,90
1978,New Caledonia,91
1978,Samoa,92
1978,French Polynesia,93
1978,Ukraine,94
1978,Isle of Man,95
1978,Late-demographic dividend,96
1978,Chile,97
1978,Sri Lanka,97
1978,Caribbean small states,99
1978,Libya,100
1978,Jordan,101
1978,Virgin Islands (U.S.),102
1978,Greenland,103
1978,Iraq,104
1978,East Asia & Pacific,105
1978,Tonga,106
1978,Moldova,107
1978,Mauritius,108
1978,"Micronesia, Fed. Sts.",109
1978,Thailand,110
1978,Malaysia,111
1978,Small states,112
1978,Dominican Republic,114
1978,Upper middle income,115
1978,Latin America & Caribbean,116
1978,Sudan,117
1978,Paraguay,118
1978,Solomon Islands,119
1978,Fiji,120
1978,Eswatini,121
1978,Botswana,122
1978,Kyrgyz Republic,123
1978,Colombia,124
1978,Latin America & Caribbean (excluding high income),125
1978,Latin America & the Caribbean (IDA & IBRD countries),126
1978,Mexico,127
1978,Armenia,127
1978,World,128
1978,China,129
1978,Philippines,130
1978,Zimbabwe,131
1978,Ecuador,133
1978,Cabo Verde,134
1978,Kazakhstan,135
1978,Tunisia,136
1978,Brazil,137
1978,Sao Tome and Principe,138
1978,Sub-Saharan Africa,139
1978,Sub-Saharan Africa (excluding high income),140
1978,Sub-Saharan Africa (IDA & IBRD countries),141
1978,Tuvalu,142
1978,Djibouti,143
1978,Guyana,144
1978,Uzbekistan,145
1978,Honduras,146
1978,Early-demographic dividend,147
1978,East Asia & Pacific (excluding high income),148
1978,Oman,149
1978,Lesotho,150
1978,Lower middle income,151
1978,Low & middle income,152
1978,Arab World,153
1978,East Asia & Pacific (IDA & IBRD countries),154
1978,Ghana,155
1978,Turkmenistan,156
1978,IDA total,157
1978,Lao PDR,158
1978,Saudi Arabia,159
1978,IDA blend,160
1978,IDA only,161
1978,Vanuatu,161
1978,Zambia,162
1978,IBRD only,163
1978,Lebanon,164
1978,Marshall Islands,165
1978,Indonesia,166
1978,Pacific island small states,167
1978,Cameroon,167
1978,Nauru,168
1978,IDA & IBRD total,169
1978,India,170
1978,Central African Republic,171
1978,Fragile and conflict affected situations,172
1978,Peru,173
1978,Heavily indebted poor countries (HIPC),174
1978,Haiti,174
1978,Pakistan,175
1978,Bolivia,175
1978,Bangladesh,176
1978,Least developed countries: UN classification,177
1978,South Africa,178
1978,Kiribati,179
1978,Bhutan,180
1978,Kenya,181
1978,Gabon,182
1978,Guatemala,183
1978,Liberia,184
1978,Ethiopia,185
1978,Azerbaijan,186
1978,Guinea-Bissau,187
1978,Eritrea,188
1978,Low income,188
1978,Nicaragua,189
1978,Guinea,189
1978,Algeria,190
1978,Nigeria,192
1978,Senegal,193
1978,Morocco,194
1978,Benin,195
1978,"Yemen, Rep.",196
1978,Middle income,197
1978,South Asia,198
1978,Namibia,199
1978,Other small states,200
