Year,Country,Economic_Rank
1978,United Arab Emirates,1
1978,Tajikistan,3
1978,Sweden,4
1978,Sub-Saharan Africa (IDA & IBRD countries),5
1978,Sub-Saharan Africa (excluding high income),5
1978,Sub-Saharan Africa,5
1978,Sudan,5
1978,Suriname,5
1978,Denmark,6
1978,Slovenia,7
1978,Solomon Islands,8
1978,Small states,8
1978,Lao PDR,9
1978,Late-demographic dividend,9
1978,Kosovo,9
1978,"Korea, Dem. People's Rep.",9
1978,Kyrgyz Republic,9
1978,Qatar,10
1978,Netherlands,11
1978,Kuwait,12
1978,Puerto Rico,13
1978,Switzerland,14
1978,Austria,15
1978,Dominican Republic,16
1978,Djibouti,16
1978,Dominica,16
1978,Early-demographic dividend,17
1978,Norway,18
1978,Japan,19
1978,United States,20
1978,Croatia,21
1978,OECD members,22
1978,Oman,22
1978,Cuba,23
1978,Estonia,24
1978,Bermuda,25
1978,Belize,26
1978,Benin,26
1978,Upper middle income,28
1978,Europe & Central Asia (IDA & IBRD countries),29
1978,Europe & Central Asia,29
1978,Latin America & the Caribbean (IDA & IBRD countries),30
1978,Latvia,30
1978,Latin America & Caribbean,30
1978,Latin America & Caribbean (excluding high income),30
1978,Least developed countries: UN classification,30
1978,Eritrea,31
1978,Ethiopia,31
1978,Eswatini,31
1978,Euro area,31
1978,Jamaica,32
1978,Lithuania,33
1978,Low & middle income,34
1978,Libya,34
1978,Lesotho,36
1978,Liberia,37
1978,Lebanon,38
1978,Low income,39
1978,Lower middle income,39
1978,Ghana,40
1978,Saudi Arabia,41
1978,Belgium,42
1978,Sao Tome and Principe,43
1978,Senegal,44
1978,Australia,45
1978,Argentina,46
1978,Germany,47
1978,Iceland,48
1978,Arab World,49
1978,IDA only,50
1978,IDA total,51
1978,Montenegro,52
1978,Antigua and Barbuda,53
1978,Bangladesh,54
1978,Samoa,56
1978,Rwanda,56
1978,Finland,58
1978,Bahrain,59
1978,Cameroon,60
1978,Cambodia,60
1978,Central African Republic,61
1978,Caribbean small states,61
1978,Poland,62
1978,Europe & Central Asia (excluding high income),63
1978,Canada,64
1978,Guyana,65
1978,Haiti,65
1978,High income,66
1978,Honduras,66
1978,European Union,67
1978,Fiji,67
1978,Faroe Islands,67
1978,Fragile and conflict affected situations,67
1978,Heavily indebted poor countries (HIPC),68
1978,French Polynesia,69
1978,France,71
1978,Malta,72
1978,Bhutan,73
1978,Bolivia,74
1978,Botswana,76
1978,North America,77
1978,Serbia,78
1978,Aruba,80
1978,Brazil,81
1978,British Virgin Islands,82
1978,"Bahamas, The",83
1978,North Macedonia,84
1978,Bulgaria,85
1978,Cabo Verde,86
1978,Burundi,86
1978,Brunei Darussalam,87
1978,Burkina Faso,87
1978,Barbados,88
1978,Romania,89
1978,Iraq,90
1978,Azerbaijan,91
1978,Kenya,92
1978,Kiribati,92
1978,Kazakhstan,93
1978,Italy,94
1978,Gibraltar,95
1978,Guatemala,95
1978,Greenland,95
1978,Guam,95
1978,Grenada,95
1978,Mali,96
1978,Marshall Islands,96
1978,Belarus,97
1978,Armenia,98
1978,Guinea,99
1978,Guinea-Bissau,99
1978,New Caledonia,100
1978,Sierra Leone,101
1978,Sint Maarten (Dutch part),101
1978,Israel,102
1978,United Kingdom,102
1978,Greece,104
1978,Niger,105
1978,Nigeria,106
1978,Mongolia,107
1978,New Zealand,108
1978,Nicaragua,109
1978,Spain,110
1978,St. Vincent and the Grenadines,111
1978,South Africa,112
1978,St. Lucia,114
1978,Sri Lanka,114
1978,St. Martin (French part),114
1978,St. Kitts and Nevis,114
1978,Peru,115
1978,Isle of Man,116
1978,Virgin Islands (U.S.),117
1978,"Yemen, Rep.",117
1978,Zambia,117
1978,World,117
1978,Zimbabwe,117
1978,Ukraine,118
1978,Singapore,119
1978,Uganda,120
1978,Tuvalu,120
1978,IDA blend,121
1978,IBRD only,122
1978,IDA & IBRD total,122
1978,Paraguay,123
1978,Jordan,124
1978,Moldova,125
1978,Middle income,126
1978,Middle East & North Africa (excluding high income),127
1978,Somalia,128
1978,South Asia,128
1978,Hungary,129
1978,Curacao,130
1978,China,131
1978,Papua New Guinea,132
1978,Cyprus,133
1978,Madagascar,134
1978,Luxembourg,134
1978,India,135
1978,Maldives,136
1978,Malawi,136
1978,Ireland,137
1978,Panama,138
1978,Myanmar,139
1978,Mozambique,139
1978,Nauru,140
1978,Morocco,141
1978,Namibia,142
1978,Tonga,143
1978,South Sudan,144
1978,South Asia (IDA & IBRD),145
1978,Trinidad and Tobago,146
1978,Tunisia,147
1978,Other small states,148
1978,Malaysia,149
1978,"Gambia, The",150
1978,Nepal,151
1978,East Asia & Pacific (IDA & IBRD countries),152
1978,East Asia & Pacific (excluding high income),152
1978,East Asia & Pacific,152
1978,Indonesia,153
1978,Tanzania,154
1978,Gabon,155
1978,Thailand,156
1978,"Congo, Rep.",157
1978,Costa Rica,158
1978,Pre-demographic dividend,159
1978,Post-demographic dividend,159
1978,Philippines,160
1978,Timor-Leste,161
1978,Togo,161
1978,Afghanistan,162
1978,Africa Eastern and Southern,162
1978,Angola,162
1978,Albania,162
1978,Africa Western and Central,162
1978,Ecuador,163
1978,Pacific island small states,164
1978,Portugal,165
1978,Vanuatu,167
1978,Uzbekistan,167
1978,Equatorial Guinea,168
1978,Central Europe and the Baltics,169
1978,Mauritius,170
1978,Mauritania,170
1978,El Salvador,171
1978,"Micronesia, Fed. Sts.",172
1978,Chad,173
1978,Channel Islands,173
1978,Middle East & North Africa (IDA & IBRD countries),174
1978,Middle East & North Africa,175
1978,Uruguay,176
1978,Georgia,177
1978,Pakistan,178
1978,Turks and Caicos Islands,179
1978,Turkmenistan,179
1978,"Congo, Dem. Rep.",180
1978,Comoros,180
1978,Chile,182
1978,Colombia,184
1978,Algeria,185
1978,Mexico,186
