Year,Country,Ease_of_Living_Rank
1990,Switzerland,1
1990,Cayman Islands,2
1990,United States,3
1990,Liechtenstein,4
1990,Denmark,5
1990,Germany,6
1990,Norway,7
1990,Australia,8
1990,Netherlands,9
1990,Canada,10
1990,Japan,11
1990,Finland,12
1990,Austria,13
1990,Sweden,14
1990,Iceland,15
1990,Israel,16
1990,New Zealand,17
1990,European Union,19
1990,Belgium,21
1990,Faroe Islands,22
1990,France,23
1990,United Kingdom,24
1990,Italy,25
1990,Channel Islands,26
1990,Qatar,28
1990,Euro area,29
1990,St. Martin (French part),30
1990,Spain,31
1990,Gibraltar,32
1990,Bermuda,33
1990,Luxembourg,35
1990,French Polynesia,36
1990,Puerto Rico,37
1990,Post-demographic dividend,38
1990,United Arab Emirates,39
1990,Ireland,41
1990,Oman,43
1990,Bahrain,44
1990,North America,45
1990,Europe & Central Asia (excluding high income),46
1990,Greece,47
1990,Latvia,48
1990,Estonia,49
1990,Cyprus,50
1990,Singapore,51
1990,Isle of Man,52
1990,Kuwait,53
1990,Malta,54
1990,High income,55
1990,Curacao,56
1990,Lithuania,57
1990,OECD members,58
1990,Jamaica,59
1990,Europe & Central Asia,60
1990,Sri Lanka,61
1990,New Caledonia,61
1990,Portugal,62
1990,Sint Maarten (Dutch part),63
1990,Argentina,64
1990,Montenegro,65
1990,Europe & Central Asia (IDA & IBRD countries),66
1990,Guam,67
1990,Fiji,68
1990,St. Vincent and the Grenadines,69
1990,Kyrgyz Republic,70
1990,Croatia,71
1990,Slovenia,72
1990,Ukraine,73
1990,St. Kitts and Nevis,75
1990,Kosovo,76
1990,Grenada,77
1990,Barbados,78
1990,Hungary,79
1990,British Virgin Islands,79
1990,Greenland,80
1990,Latin America & the Caribbean (IDA & IBRD countries),80
1990,Saudi Arabia,81
1990,Serbia,82
1990,Cuba,84
1990,Aruba,85
1990,Belarus,86
1990,Latin America & Caribbean (excluding high income),86
1990,Upper middle income,87
1990,Suriname,88
1990,Uzbekistan,88
1990,St. Lucia,89
1990,Late-demographic dividend,89
1990,Poland,90
1990,Palau,92
1990,Georgia,93
1990,Libya,95
1990,Central Europe and the Baltics,96
1990,Dominica,97
1990,Dominican Republic,98
1990,Brunei Darussalam,99
1990,"Bahamas, The",100
1990,Uruguay,101
1990,Tajikistan,102
1990,Bulgaria,103
1990,Panama,104
1990,Belize,105
1990,Latin America & Caribbean,106
1990,Antigua and Barbuda,107
1990,Nauru,107
1990,Virgin Islands (U.S.),107
1990,Turkmenistan,108
1990,Monaco,109
1990,North Macedonia,111
1990,Caribbean small states,112
1990,San Marino,112
1990,Brazil,113
1990,Malaysia,114
1990,Tonga,115
1990,Seychelles,116
1990,East Asia & Pacific (IDA & IBRD countries),116
1990,Kazakhstan,117
1990,East Asia & Pacific,118
1990,Azerbaijan,119
1990,"Korea, Dem. People's Rep.",120
1990,Romania,121
1990,Trinidad and Tobago,122
1990,Mauritius,123
1990,Peru,124
1990,Chile,125
1990,Costa Rica,126
1990,Armenia,128
1990,American Samoa,129
1990,Other small states,129
1990,Mexico,130
1990,East Asia & Pacific (excluding high income),132
1990,Albania,133
1990,Moldova,134
1990,Small states,135
1990,Gabon,136
1990,South Africa,137
1990,Early-demographic dividend,138
1990,Ecuador,139
1990,Turks and Caicos Islands,140
1990,IBRD only,141
1990,Paraguay,142
1990,Philippines,143
1990,"Micronesia, Fed. Sts.",144
1990,Middle income,144
1990,Botswana,145
1990,Middle East & North Africa (IDA & IBRD countries),147
1990,Eswatini,148
1990,Honduras,149
1990,Mongolia,150
1990,West Bank and Gaza,151
1990,Middle East & North Africa,151
1990,World,152
1990,Namibia,154
1990,Thailand,155
1990,Algeria,156
1990,Jordan,157
1990,Tuvalu,158
1990,Guyana,159
1990,Colombia,160
1990,Fragile and conflict affected situations,161
1990,Cameroon,162
1990,Ghana,163
1990,Tunisia,164
1990,Bolivia,166
1990,Nicaragua,167
1990,Indonesia,168
1990,Djibouti,169
1990,Solomon Islands,170
1990,IDA & IBRD total,173
1990,Marshall Islands,174
1990,IDA total,175
1990,Low & middle income,176
1990,Guatemala,177
1990,Sao Tome and Principe,178
1990,IDA only,179
1990,Lebanon,180
1990,Sub-Saharan Africa (excluding high income),182
1990,Sub-Saharan Africa,182
1990,Sub-Saharan Africa (IDA & IBRD countries),182
1990,Iraq,183
1990,Lao PDR,184
1990,Cabo Verde,185
1990,Arab World,186
1990,Lower middle income,186
1990,Cambodia,187
1990,Haiti,188
1990,Samoa,189
1990,Heavily indebted poor countries (HIPC),190
1990,Pacific island small states,191
1990,El Salvador,191
1990,China,193
1990,Middle East & North Africa (excluding high income),193
1990,Morocco,194
1990,Lesotho,195
1990,Eritrea,196
1990,Central African Republic,197
1990,Sudan,198
1990,Benin,199
1990,Least developed countries: UN classification,200
1990,Maldives,201
1990,Bangladesh,202
1990,South Asia (IDA & IBRD),202
1990,Zimbabwe,203
1990,South Asia,204
1990,Low income,205
1990,Kenya,207
1990,Vanuatu,207
1990,Senegal,208
1990,IDA blend,209
1990,Andorra,210
1990,"Gambia, The",211
1990,Kiribati,212
1990,Madagascar,213
1990,India,214
1990,Pre-demographic dividend,215
1990,Pakistan,216
1990,Nepal,217
1990,Papua New Guinea,218
1990,Bhutan,219
1990,Togo,220
1990,"Congo, Rep.",221
1990,Sierra Leone,222
1990,Guinea-Bissau,223
1990,Zambia,224
1990,Mauritania,225
1990,"Yemen, Rep.",226
1990,Nigeria,227
1990,Comoros,228
1990,Ethiopia,229
1990,Tanzania,230
1990,Guinea,231
1990,Liberia,232
1990,Timor-Leste,232
1990,Burkina Faso,233
1990,Uganda,234
1990,Malawi,235
1990,"Congo, Dem. Rep.",236
1990,Mali,237
1990,Myanmar,238
1990,Somalia,239
1990,Equatorial Guinea,240
1990,Burundi,241
1990,South Sudan,242
1990,Africa Eastern and Southern,242
1990,Rwanda,243
1990,Africa Western and Central,244
1990,Chad,245
1990,Angola,246
1990,Afghanistan,247
1990,Mozambique,248
1990,Niger,249
