Year,Country,Sustainability_Rank
1990,Switzerland,1
1990,Israel,2
1990,France,3
1990,Australia,5
1990,Finland,6
1990,Qatar,7
1990,Spain,8
1990,Luxembourg,9
1990,St. Martin (French part),10
1990,North America,11
1990,New Zealand,12
1990,Post-demographic dividend,13
1990,Euro area,14
1990,Bermuda,15
1990,Puerto Rico,16
1990,Netherlands,17
1990,Faroe Islands,18
1990,Liechtenstein,19
1990,Canada,21
1990,Germany,23
1990,United Kingdom,24
1990,Gibraltar,25
1990,Ireland,26
1990,Cayman Islands,27
1990,European Union,28
1990,Monaco,29
1990,San Marino,29
1990,American Samoa,29
1990,Andorra,29
1990,Channel Islands,30
1990,French Polynesia,31
1990,Latvia,33
1990,Sweden,34
1990,Italy,35
1990,Estonia,36
1990,Greece,37
1990,North Macedonia,38
1990,Azerbaijan,39
1990,Japan,40
1990,Palau,41
1990,Norway,43
1990,Serbia,44
1990,Denmark,45
1990,Iceland,47
1990,Portugal,48
1990,High income,49
1990,United States,50
1990,Isle of Man,51
1990,Bulgaria,52
1990,Europe & Central Asia (IDA & IBRD countries),53
1990,Bahrain,54
1990,Aruba,55
1990,Guam,56
1990,Cyprus,57
1990,Kazakhstan,58
1990,Croatia,59
1990,Hungary,60
1990,Austria,61
1990,Malta,62
1990,Montenegro,63
1990,Armenia,64
1990,Central Europe and the Baltics,65
1990,Lithuania,66
1990,Europe & Central Asia,67
1990,Curacao,69
1990,United Arab Emirates,70
1990,Kyrgyz Republic,71
1990,Belarus,72
1990,Cuba,73
1990,Barbados,74
1990,"Bahamas, The",75
1990,Malaysia,76
1990,Uzbekistan,77
1990,Nauru,78
1990,Poland,79
1990,Turkmenistan,80
1990,Brunei Darussalam,80
1990,Slovenia,81
1990,Argentina,82
1990,Oman,83
1990,Tonga,84
1990,Chile,85
1990,Europe & Central Asia (excluding high income),86
1990,Singapore,88
1990,Virgin Islands (U.S.),89
1990,Ukraine,90
1990,Georgia,91
1990,British Virgin Islands,92
1990,Kosovo,93
1990,Fiji,94
1990,Romania,95
1990,Sint Maarten (Dutch part),96
1990,Costa Rica,97
1990,New Caledonia,98
1990,Grenada,99
1990,Sri Lanka,99
1990,Trinidad and Tobago,100
1990,Tajikistan,101
1990,Antigua and Barbuda,102
1990,East Asia & Pacific (excluding high income),103
1990,St. Kitts and Nevis,105
1990,Mauritius,106
1990,Kuwait,107
1990,Jamaica,108
1990,Uruguay,109
1990,St. Vincent and the Grenadines,110
1990,Latin America & the Caribbean (IDA & IBRD countries),111
1990,Saudi Arabia,112
1990,East Asia & Pacific,113
1990,Late-demographic dividend,114
1990,OECD members,115
1990,Albania,116
1990,Latin America & Caribbean,117
1990,Brazil,118
1990,Greenland,119
1990,Latin America & Caribbean (excluding high income),120
1990,Panama,121
1990,Mexico,122
1990,St. Lucia,123
1990,Peru,124
1990,East Asia & Pacific (IDA & IBRD countries),125
1990,South Africa,126
1990,Belgium,127
1990,Seychelles,128
1990,Ecuador,129
1990,Moldova,130
1990,Libya,131
1990,Other small states,132
1990,Mongolia,133
1990,Botswana,134
1990,World,135
1990,Caribbean small states,136
1990,Belize,137
1990,Namibia,139
1990,Dominica,140
1990,Middle East & North Africa (IDA & IBRD countries),141
1990,Tuvalu,142
1990,Dominican Republic,143
1990,Small states,144
1990,Algeria,145
1990,Middle income,146
1990,"Micronesia, Fed. Sts.",147
1990,"Korea, Dem. People's Rep.",148
1990,Philippines,149
1990,Paraguay,151
1990,IBRD only,152
1990,Suriname,153
1990,Turks and Caicos Islands,154
1990,Tunisia,155
1990,Nicaragua,156
1990,Jordan,157
1990,Upper middle income,159
1990,Gabon,160
1990,Bolivia,161
1990,Thailand,162
1990,Colombia,163
1990,West Bank and Gaza,164
1990,Middle East & North Africa,165
1990,IDA & IBRD total,166
1990,Eswatini,167
1990,El Salvador,168
1990,Kenya,169
1990,Honduras,170
1990,Early-demographic dividend,171
1990,Iraq,172
1990,Cabo Verde,174
1990,Solomon Islands,174
1990,Lesotho,175
1990,South Asia (IDA & IBRD),176
1990,Ghana,176
1990,Pacific island small states,177
1990,Lower middle income,178
1990,Indonesia,179
1990,Arab World,180
1990,Vanuatu,181
1990,Lebanon,182
1990,South Asia,183
1990,Zambia,184
1990,Zimbabwe,185
1990,Guyana,186
1990,Togo,187
1990,Cameroon,188
1990,Middle East & North Africa (excluding high income),189
1990,Samoa,189
1990,China,190
1990,Marshall Islands,191
1990,Kiribati,192
1990,Morocco,193
1990,Sao Tome and Principe,194
1990,Guatemala,195
1990,Low & middle income,196
1990,"Congo, Rep.",197
1990,Pakistan,198
1990,Djibouti,199
1990,Angola,200
1990,Mauritania,200
1990,"Yemen, Rep.",200
1990,Nigeria,200
1990,Comoros,200
1990,Ethiopia,200
1990,Tanzania,200
1990,Guinea,200
1990,Liberia,200
1990,Timor-Leste,200
1990,Burkina Faso,200
1990,Afghanistan,200
1990,Uganda,200
1990,Malawi,200
1990,"Congo, Dem. Rep.",200
1990,Mali,200
1990,Myanmar,200
1990,Somalia,200
1990,Equatorial Guinea,200
1990,Burundi,200
1990,South Sudan,200
1990,Africa Eastern and Southern,200
1990,Rwanda,200
1990,Africa Western and Central,200
1990,Chad,200
1990,Mozambique,200
1990,Guinea-Bissau,200
1990,Niger,200
1990,Heavily indebted poor countries (HIPC),200
1990,Cambodia,200
1990,Central African Republic,200
1990,Sudan,200
1990,Benin,200
1990,Least developed countries: UN classification,200
1990,Bangladesh,200
1990,Sub-Saharan Africa (IDA & IBRD countries),200
1990,Sub-Saharan Africa,200
1990,Sub-Saharan Africa (excluding high income),200
1990,Sierra Leone,200
1990,Low income,200
1990,Madagascar,200
1990,Pre-demographic dividend,200
1990,Papua New Guinea,200
1990,Senegal,200
1990,Lao PDR,201
1990,Eritrea,202
1990,IDA blend,203
1990,Maldives,203
1990,"Gambia, The",204
1990,IDA total,205
1990,Fragile and conflict affected situations,206
1990,Bhutan,208
1990,Haiti,209
1990,India,210
1990,IDA only,211
1990,Nepal,212
