Year,Country,Institutional_Rank
1990,Liechtenstein,1
1990,Cayman Islands,2
1990,United States,3
1990,Germany,4
1990,Denmark,5
1990,Norway,6
1990,Channel Islands,7
1990,Netherlands,8
1990,Switzerland,9
1990,Canada,10
1990,Austria,11
1990,Iceland,12
1990,Belgium,13
1990,Sweden,14
1990,Japan,15
1990,Australia,16
1990,European Union,17
1990,Finland,18
1990,New Zealand,19
1990,Luxembourg,20
1990,Argentina,21
1990,Euro area,22
1990,Portugal,23
1990,Gibraltar,24
1990,Israel,25
1990,Italy,26
1990,Post-demographic dividend,28
1990,Qatar,29
1990,East Asia & Pacific (IDA & IBRD countries),31
1990,Grenada,32
1990,Sri Lanka,32
1990,Faroe Islands,33
1990,Nicaragua,34
1990,Bahrain,35
1990,Latin America & the Caribbean (IDA & IBRD countries),36
1990,France,37
1990,East Asia & Pacific,38
1990,Latin America & Caribbean (excluding high income),39
1990,North America,40
1990,Kuwait,41
1990,Uzbekistan,42
1990,Indonesia,43
1990,Latvia,44
1990,Ukraine,45
1990,Nepal,46
1990,Tajikistan,47
1990,Estonia,48
1990,Curacao,49
1990,Cyprus,50
1990,United Kingdom,51
1990,Hungary,52
1990,St. Martin (French part),53
1990,British Virgin Islands,54
1990,Lithuania,55
1990,Morocco,56
1990,Europe & Central Asia,58
1990,French Polynesia,59
1990,Puerto Rico,60
1990,Montenegro,61
1990,Greece,62
1990,Brazil,63
1990,Tonga,64
1990,Aruba,65
1990,Other small states,66
1990,Isle of Man,67
1990,Bermuda,68
1990,Serbia,69
1990,Seychelles,70
1990,Singapore,71
1990,Barbados,72
1990,Greenland,73
1990,Sint Maarten (Dutch part),74
1990,Suriname,75
1990,Turks and Caicos Islands,76
1990,"Bahamas, The",77
1990,Central Europe and the Baltics,78
1990,Europe & Central Asia (excluding high income),79
1990,Guam,80
1990,Monaco,81
1990,American Samoa,81
1990,San Marino,81
1990,Andorra,81
1990,Oman,82
1990,High income,84
1990,Mauritius,85
1990,Malta,86
1990,Spain,87
1990,Palau,88
1990,Ireland,89
1990,East Asia & Pacific (excluding high income),90
1990,Croatia,91
1990,Kyrgyz Republic,92
1990,Europe & Central Asia (IDA & IBRD countries),93
1990,Peru,94
1990,Turkmenistan,97
1990,Cuba,98
1990,Thailand,99
1990,Gabon,100
1990,Brunei Darussalam,101
1990,Upper middle income,102
1990,United Arab Emirates,103
1990,Saudi Arabia,104
1990,Nauru,105
1990,Virgin Islands (U.S.),106
1990,Kosovo,107
1990,New Caledonia,108
1990,St. Vincent and the Grenadines,109
1990,Poland,110
1990,Belarus,111
1990,Uruguay,112
1990,Philippines,113
1990,Antigua and Barbuda,114
1990,"Korea, Dem. People's Rep.",115
1990,Middle income,116
1990,"Micronesia, Fed. Sts.",117
1990,Paraguay,118
1990,West Bank and Gaza,119
1990,Pakistan,120
1990,OECD members,122
1990,Panama,123
1990,Kazakhstan,124
1990,Libya,125
1990,India,126
1990,Slovenia,127
1990,Belize,128
1990,IBRD only,129
1990,Georgia,130
1990,Caribbean small states,131
1990,Mongolia,132
1990,Moldova,133
1990,Fiji,135
1990,Middle East & North Africa,136
1990,St. Kitts and Nevis,137
1990,Azerbaijan,138
1990,Bolivia,139
1990,Bulgaria,140
1990,Namibia,141
1990,China,142
1990,Dominica,143
1990,Trinidad and Tobago,144
1990,Middle East & North Africa (IDA & IBRD countries),145
1990,World,146
1990,Small states,147
1990,Algeria,148
1990,Botswana,149
1990,South Africa,150
1990,Dominican Republic,151
1990,North Macedonia,152
1990,Malaysia,153
1990,Late-demographic dividend,155
1990,Jamaica,156
1990,Tunisia,158
1990,Albania,159
1990,Mexico,160
1990,Armenia,161
1990,Colombia,162
1990,IDA total,164
1990,Burundi,165
1990,Guinea-Bissau,165
1990,Sierra Leone,165
1990,Papua New Guinea,165
1990,Africa Western and Central,165
1990,Sudan,165
1990,Pre-demographic dividend,165
1990,Madagascar,165
1990,Mauritania,165
1990,Senegal,165
1990,Low income,165
1990,Bangladesh,165
1990,Least developed countries: UN classification,165
1990,Angola,165
1990,Benin,165
1990,Chad,165
1990,"Yemen, Rep.",165
1990,Tanzania,165
1990,Comoros,165
1990,South Sudan,165
1990,Africa Eastern and Southern,165
1990,Afghanistan,165
1990,Somalia,165
1990,Myanmar,165
1990,Mali,165
1990,"Congo, Dem. Rep.",165
1990,Nigeria,165
1990,Malawi,165
1990,Rwanda,165
1990,Burkina Faso,165
1990,Timor-Leste,165
1990,Liberia,165
1990,Guinea,165
1990,Equatorial Guinea,165
1990,Ethiopia,165
1990,Uganda,165
1990,Central African Republic,165
1990,Niger,165
1990,Sub-Saharan Africa,165
1990,Sub-Saharan Africa (IDA & IBRD countries),165
1990,Mozambique,165
1990,Cambodia,165
1990,Heavily indebted poor countries (HIPC),165
1990,Sub-Saharan Africa (excluding high income),165
1990,IDA & IBRD total,166
1990,Ecuador,167
1990,Lao PDR,169
1990,Kiribati,170
1990,Maldives,171
1990,IDA blend,171
1990,Djibouti,172
1990,Jordan,173
1990,Fragile and conflict affected situations,174
1990,Lebanon,175
