GDP_Growth_Rate,GDP_Per_Capita
22.32043828,351.870854
2.097757581,110.34695
-5.649649519,3005.784399
17.12026767,162.506051
2.918713242,4135.821498
6.377406519,4044.420682
1.82896697,931.1267372
10.37503184,265.7403582
3.092068234,178.4061667
6.358470187,196.8238117
6.207796961,344.3325998
1.596841747,3464.455156
8.86265711,352.5338404
8.289922,215.3002986
3.891123438,320.2438084
3.48272874,107.5783521
5.508305287,1888.62756
12.2177344,214.4787957
12.70271113,416.7253857
6.108679758,2870.15751
8.930580656,1494.387984
3.019043913,2441.674489
0.016209375,158.7043215
7.70145871,257.4849816
0.869641654,150.0323861
5.157229737,111.9683182
4.544357067,334.4412024
7.458143075,2576.353444
7.30733553,2476.219881
12.06440904,755.5953108
0.399050645,2100.74807
-4.655446916,139.7572736
10.05273481,279.3087463
6.663192709,220.7624134
3.846629857,185.3671328
2.177071169,67.16291998
5.276455575,167.4550101
17.53175527,402.6781162
6.502484035,706.3131871
8.104266356,206.1270565
6.136954863,58.46546333
-0.402343021,271.338747
0.433701018,5130.399802
3.055778922,139.1771437
6.140181424,2927.072939
2.575992127,69.27090364
2.759900073,2618.626686
8.646975079,186.3996769
8.397917946,1852.354673
9.11384196,934.0821561
6.001425247,56.43719034
5.907181552,118.1973193
52.5920942,880.636281
8.562045515,297.0429711
13.942003,925.7978643
8.62049324,156.406377
2.977295093,313.0400183
2.7,723.577193
6.473673926,4736.217154
-1.796852875,338.7112796
13.44169049,115.2622192
5.907181552,118.1973193
3.233508973,502.6206744
-46.43303514,215.2334442
8.395368134,246.0731085
0.216606498,5234.296666
7.711914381,1018.108984
5.248661431,948.5917938
22.56515084,362.1441468
5.473910819,268.3500786
9.118633965,396.3473072
5.114968585,2380.978458
2.746828712,70.58552337
3.98582711,3082.927989
-1.496841826,108.4947186
-5.479483027,127.9954527
1.607142856,1827.689107
3.437500001,3866.300366
7.059999999,118.654144
3.479707817,186.6419299
2.872512446,755.0313523
8.583859012,766.1069507
3.132699738,3192.133616
-11.33171917,359.8217989
6.773573611,119.0107021
5.781024209,226.7482527
3.772924963,2496.499911
4.649473687,1362.165524
6.526476163,110.8015746
7.640254172,213.4524653
2.356921358,2716.190092
2.301575418,359.0255562
3.504717431,2649.801514
5.365818408,836.2564341
-3.910967458,343.4263313
