Year,Country,Quality_of_Life_Rank
1998,Norway,1
1998,Sweden,2
1998,United States,3
1998,Australia,4
1998,Netherlands,5
1998,Switzerland,7
1998,Germany,8
1998,Canada,8
1998,Belgium,9
1998,Denmark,10
1998,New Zealand,11
1998,Finland,12
1998,Japan,13
1998,Austria,14
1998,Iceland,15
1998,United Kingdom,16
1998,France,17
1998,Israel,19
1998,Ireland,20
1998,Italy,21
1998,Spain,22
1998,Singapore,23
1998,Greece,25
1998,Qatar,26
1998,Slovenia,27
1998,Cyprus,28
1998,Kuwait,30
1998,Portugal,31
1998,Bahrain,32
1998,United Arab Emirates,33
1998,Poland,34
1998,Malta,35
1998,Estonia,36
1998,Argentina,37
1998,Hungary,38
1998,Chile,39
1998,Lithuania,41
1998,Uruguay,42
1998,Croatia,43
1998,Lebanon,44
1998,Latvia,45
1998,Saudi Arabia,46
1998,Bulgaria,48
1998,Panama,49
1998,Costa Rica,50
1998,Malaysia,51
1998,Georgia,52
1998,Romania,53
1998,Belarus,54
1998,Montenegro,55
1998,Ukraine,55
1998,Mexico,56
1998,Serbia,57
1998,Ecuador,58
1998,Kazakhstan,60
1998,Brazil,61
1998,Jordan,62
1998,Colombia,63
1998,Peru,64
1998,North Macedonia,65
1998,Armenia,66
1998,South Africa,68
1998,Thailand,69
1998,Tunisia,70
1998,Algeria,71
1998,Philippines,72
1998,Moldova,73
1998,Azerbaijan,75
1998,Indonesia,77
1998,Mongolia,78
1998,China,80
1998,Nicaragua,81
1998,Morocco,82
1998,India,83
1998,Nepal,84
1998,Pakistan,85
