Year,Country,Sustainability_Rank
1998,Qatar,1
1998,United Arab Emirates,2
1998,Kuwait,3
1998,Bahrain,4
1998,United States,5
1998,Australia,6
1998,Canada,7
1998,Belgium,8
1998,Saudi Arabia,9
1998,Netherlands,11
1998,Germany,12
1998,Ireland,13
1998,Denmark,15
1998,Singapore,16
1998,United Kingdom,17
1998,Kazakhstan,18
1998,Estonia,19
1998,Japan,20
1998,Israel,24
1998,Poland,25
1998,Greece,27
1998,Cyprus,28
1998,Italy,29
1998,Malta,30
1998,Slovenia,31
1998,Ukraine,31
1998,Finland,32
1998,Bulgaria,33
1998,Belarus,34
1998,Serbia,35
1998,Spain,36
1998,Hungary,37
1998,France,38
1998,Malaysia,40
1998,Austria,41
1998,South Africa,42
1998,Switzerland,43
1998,Lebanon,44
1998,Azerbaijan,45
1998,Mongolia,45
1998,Jordan,46
1998,Algeria,48
1998,Moldova,49
1998,North Macedonia,50
1998,New Zealand,51
1998,Argentina,52
1998,Lithuania,53
1998,Romania,54
1998,Mexico,55
1998,Portugal,56
1998,Sweden,57
1998,Tunisia,59
1998,Armenia,59
1998,Croatia,61
1998,Ecuador,62
1998,Thailand,62
1998,Norway,63
1998,Chile,64
1998,Morocco,65
1998,China,67
1998,Iceland,68
1998,Latvia,69
1998,Colombia,70
1998,Panama,71
1998,Montenegro,72
1998,Costa Rica,73
1998,Uruguay,74
1998,Philippines,75
1998,Peru,76
1998,Brazil,77
1998,Georgia,78
1998,Indonesia,79
1998,India,80
1998,Pakistan,81
1998,Nicaragua,83
1998,Nepal,84
