Year,Country,Ease_of_Living_Rank
1998,United States,1
1998,Denmark,2
1998,Switzerland,3
1998,Norway,4
1998,Netherlands,5
1998,Germany,6
1998,Japan,7
1998,Finland,8
1998,Australia,9
1998,United Kingdom,10
1998,Sweden,11
1998,Belgium,12
1998,Canada,13
1998,Austria,14
1998,Iceland,15
1998,Qatar,16
1998,Ireland,17
1998,United Arab Emirates,19
1998,France,20
1998,New Zealand,21
1998,Singapore,22
1998,Spain,23
1998,Israel,24
1998,Italy,25
1998,Kuwait,26
1998,Bahrain,27
1998,Greece,29
1998,Slovenia,30
1998,Cyprus,31
1998,Malta,32
1998,Portugal,33
1998,Poland,36
1998,Hungary,37
1998,Chile,38
1998,Estonia,39
1998,Saudi Arabia,41
1998,Argentina,42
1998,Lithuania,43
1998,Uruguay,44
1998,Malaysia,45
1998,Latvia,46
1998,Panama,47
1998,Costa Rica,48
1998,Mexico,49
1998,Bulgaria,50
1998,South Africa,51
1998,Croatia,52
1998,Lebanon,53
1998,Thailand,55
1998,Romania,56
1998,Jordan,57
1998,Montenegro,59
1998,Brazil,60
1998,Ecuador,61
1998,North Macedonia,62
1998,Tunisia,64
1998,Belarus,65
1998,Moldova,66
1998,Ukraine,67
1998,Kazakhstan,69
1998,Peru,70
1998,Serbia,71
1998,Colombia,72
1998,Mongolia,73
1998,Philippines,74
1998,Armenia,76
1998,Georgia,77
1998,Algeria,78
1998,China,79
1998,Azerbaijan,81
1998,Morocco,82
1998,Indonesia,83
1998,India,85
1998,Nicaragua,86
1998,Nepal,87
1998,Pakistan,88
