Year,Country,Sustainability_Rank
2016,Qatar,1
2016,Kuwait,2
2016,United Arab Emirates,3
2016,Bahrain,4
2016,Saudi Arabia,5
2016,Australia,6
2016,United States,7
2016,Canada,9
2016,Kazakhstan,10
2016,Netherlands,12
2016,Japan,13
2016,Singapore,14
2016,Israel,17
2016,Estonia,18
2016,Malaysia,20
2016,Ireland,21
2016,South Africa,23
2016,Belgium,24
2016,Germany,25
2016,Poland,26
2016,Mongolia,27
2016,China,28
2016,Belarus,29
2016,United Kingdom,30
2016,Algeria,31
2016,Lebanon,32
2016,Cyprus,33
2016,Ukraine,34
2016,Azerbaijan,36
2016,Greece,37
2016,Slovenia,38
2016,Serbia,39
2016,Argentina,40
2016,Bulgaria,41
2016,Italy,44
2016,Mexico,44
2016,France,45
2016,Spain,46
2016,Jordan,47
2016,Hungary,48
2016,Malta,51
2016,Austria,52
2016,New Zealand,53
2016,Finland,54
2016,Switzerland,55
2016,Tunisia,56
2016,Chile,57
2016,Ecuador,58
2016,North Macedonia,59
2016,Thailand,60
2016,Morocco,61
2016,Denmark,62
2016,Armenia,63
2016,Romania,64
2016,Portugal,65
2016,Panama,66
2016,Moldova,67
2016,Croatia,68
2016,Lithuania,69
2016,Georgia,71
2016,Norway,72
2016,Peru,73
2016,Indonesia,74
2016,Latvia,75
2016,Colombia,76
2016,Philippines,77
2016,India,78
2016,Montenegro,79
2016,Costa Rica,80
2016,Sweden,81
2016,Brazil,82
2016,Pakistan,83
2016,Nicaragua,84
2016,Uruguay,85
2016,Iceland,86
2016,Nepal,87
