Year,Country,Economic_Rank
2016,Switzerland,1
2016,Norway,2
2016,Iceland,3
2016,Singapore,5
2016,Kuwait,6
2016,Japan,7
2016,Denmark,8
2016,Australia,9
2016,United States,10
2016,United Kingdom,11
2016,Ireland,13
2016,New Zealand,14
2016,Qatar,15
2016,Sweden,16
2016,Finland,17
2016,France,18
2016,Belgium,19
2016,Israel,20
2016,United Arab Emirates,21
2016,Netherlands,22
2016,Canada,23
2016,China,24
2016,Austria,25
2016,Italy,26
2016,Germany,27
2016,India,28
2016,Argentina,30
2016,Malta,31
2016,Lebanon,32
2016,Costa Rica,33
2016,Cyprus,34
2016,Spain,35
2016,Panama,36
2016,Nicaragua,37
2016,Uruguay,38
2016,Bahrain,39
2016,Greece,40
2016,Slovenia,41
2016,Saudi Arabia,42
2016,Jordan,43
2016,Portugal,44
2016,Estonia,45
2016,Croatia,46
2016,Latvia,48
2016,Lithuania,50
2016,Ecuador,50
2016,Chile,51
2016,Thailand,53
2016,Malaysia,55
2016,Hungary,56
2016,Poland,58
2016,Peru,60
2016,Indonesia,61
2016,Belarus,62
2016,Montenegro,63
2016,Brazil,64
2016,Mexico,65
2016,South Africa,66
2016,Bulgaria,67
2016,Morocco,69
2016,Philippines,70
2016,Romania,71
2016,Armenia,73
2016,Serbia,74
2016,Mongolia,75
2016,Tunisia,76
2016,Algeria,78
2016,North Macedonia,79
2016,Colombia,80
2016,Azerbaijan,81
2016,Georgia,82
2016,Kazakhstan,83
2016,Ukraine,84
2016,Pakistan,85
2016,Nepal,86
2016,Moldova,87
