Year,Country,Ease_of_Living_Rank
2016,Switzerland,1
2016,Norway,2
2016,Singapore,3
2016,Australia,5
2016,United States,6
2016,Denmark,6
2016,Japan,7
2016,New Zealand,8
2016,Iceland,9
2016,Netherlands,10
2016,Canada,11
2016,United Kingdom,12
2016,Ireland,13
2016,Finland,14
2016,Qatar,15
2016,Sweden,16
2016,Belgium,17
2016,Germany,18
2016,United Arab Emirates,20
2016,Israel,21
2016,Austria,22
2016,France,23
2016,Kuwait,24
2016,Malta,26
2016,Estonia,27
2016,Italy,28
2016,Spain,29
2016,Slovenia,30
2016,Bahrain,31
2016,Cyprus,32
2016,Saudi Arabia,34
2016,Portugal,35
2016,Lithuania,36
2016,Chile,36
2016,Poland,37
2016,Greece,39
2016,Argentina,40
2016,Latvia,41
2016,Costa Rica,42
2016,Uruguay,43
2016,China,44
2016,Croatia,45
2016,Hungary,46
2016,Malaysia,47
2016,Panama,48
2016,India,50
2016,Bulgaria,51
2016,Romania,52
2016,Jordan,54
2016,Lebanon,55
2016,Montenegro,56
2016,Thailand,57
2016,Georgia,58
2016,Serbia,59
2016,Belarus,60
2016,South Africa,62
2016,Kazakhstan,63
2016,Mexico,64
2016,Ecuador,65
2016,Peru,67
2016,Mongolia,68
2016,North Macedonia,69
2016,Armenia,70
2016,Brazil,71
2016,Tunisia,72
2016,Colombia,73
2016,Indonesia,75
2016,Ukraine,76
2016,Azerbaijan,77
2016,Algeria,79
2016,Philippines,80
2016,Morocco,81
2016,Nicaragua,82
2016,Moldova,83
2016,Nepal,84
2016,Pakistan,85
