Year,Country,Institutional_Rank
2016,New Zealand,1
2016,Finland,2
2016,Norway,3
2016,Switzerland,4
2016,Singapore,4
2016,Sweden,5
2016,Denmark,6
2016,Netherlands,7
2016,Canada,8
2016,Australia,9
2016,Germany,11
2016,United Kingdom,12
2016,Austria,13
2016,Iceland,14
2016,Ireland,15
2016,Japan,16
2016,United States,17
2016,Belgium,18
2016,France,19
2016,Estonia,20
2016,Israel,21
2016,Portugal,23
2016,Chile,24
2016,Lithuania,25
2016,Slovenia,26
2016,Malta,27
2016,United Arab Emirates,27
2016,Spain,29
2016,Cyprus,31
2016,Latvia,32
2016,Uruguay,33
2016,Poland,34
2016,Qatar,35
2016,Costa Rica,37
2016,Georgia,38
2016,Italy,39
2016,Malaysia,40
2016,Hungary,41
2016,Croatia,42
2016,Romania,43
2016,Bahrain,44
2016,Jordan,45
2016,Saudi Arabia,46
2016,Greece,47
2016,South Africa,48
2016,Bulgaria,49
2016,Panama,50
2016,Montenegro,51
2016,Serbia,52
2016,Thailand,53
2016,Argentina,54
2016,India,55
2016,North Macedonia,56
2016,Kuwait,57
2016,Colombia,57
2016,Mongolia,58
2016,Tunisia,59
2016,China,61
2016,Indonesia,62
2016,Brazil,64
2016,Peru,65
2016,Morocco,66
2016,Philippines,67
2016,Armenia,68
2016,Mexico,70
2016,Kazakhstan,71
2016,Azerbaijan,72
2016,Moldova,73
2016,Ecuador,74
2016,Belarus,75
2016,Nicaragua,78
2016,Ukraine,80
2016,Lebanon,81
2016,Nepal,82
2016,Algeria,83
2016,Pakistan,84
