Year,Country,Institutional_Rank
1985,Iceland,1
1985,Norway,2
1985,Mongolia,3
1985,Post-demographic dividend,4
1985,Netherlands,5
1985,Pakistan,6
1985,Jordan,7
1985,Bahrain,8
1985,Malaysia,9
1985,Armenia,10
1985,Albania,11
1985,Caribbean small states,12
1985,Grenada,13
1985,Lithuania,14
1985,Belize,15
1985,Cyprus,16
1985,East Asia & Pacific (excluding high income),17
1985,East Asia & Pacific,18
1985,Latvia,19
1985,Romania,20
1985,Brazil,21
1985,Kuwait,22
1985,Nepal,23
1985,Morocco,24
1985,British Virgin Islands,25
1985,Belarus,26
1985,India,27
1985,Belgium,28
1985,Channel Islands,29
1985,France,30
1985,Luxembourg,31
1985,Austria,32
1985,European Union,33
1985,Qatar,34
1985,Ukraine,35
1985,New Zealand,37
1985,Bermuda,38
1985,Panama,39
1985,Gibraltar,40
1985,East Asia & Pacific (IDA & IBRD countries),42
1985,New Caledonia,42
1985,Australia,43
1985,Sweden,44
1985,Cuba,45
1985,Antigua and Barbuda,46
1985,Isle of Man,47
1985,Switzerland,48
1985,Kazakhstan,49
1985,United Kingdom,50
1985,Malta,51
1985,Canada,52
1985,Paraguay,53
1985,Singapore,54
1985,Italy,55
1985,United States,56
1985,Suriname,57
1985,Europe & Central Asia (excluding high income),58
1985,Turks and Caicos Islands,59
1985,Montenegro,60
1985,Japan,61
1985,North America,62
1985,Libya,63
1985,Puerto Rico,64
1985,Aruba,66
1985,High income,67
1985,Barbados,68
1985,St. Lucia,69
1985,Slovenia,70
1985,"Bahamas, The",71
1985,Estonia,72
1985,Germany,73
1985,Greenland,74
1985,Uzbekistan,75
1985,Argentina,76
1985,Brunei Darussalam,78
1985,Turkmenistan,79
1985,Israel,80
1985,Sint Maarten (Dutch part),81
1985,Europe & Central Asia (IDA & IBRD countries),82
1985,Kosovo,83
1985,North Macedonia,84
1985,Europe & Central Asia,85
1985,Georgia,86
1985,Poland,87
1985,Pacific island small states,88
1985,Denmark,89
1985,Moldova,91
1985,Latin America & the Caribbean (IDA & IBRD countries),92
1985,Spain,93
1985,Latin America & Caribbean (excluding high income),95
1985,Latin America & Caribbean,96
1985,Mauritius,97
1985,Croatia,98
1985,Euro area,99
1985,OECD members,99
1985,Costa Rica,100
1985,St. Martin (French part),101
1985,IBRD only,102
1985,Curacao,103
1985,Mexico,104
1985,Tajikistan,105
1985,Sri Lanka,106
1985,Tonga,107
1985,Chile,108
1985,Tunisia,109
1985,Trinidad and Tobago,110
1985,Algeria,111
1985,Fiji,112
1985,Oman,113
1985,Late-demographic dividend,113
1985,St. Vincent and the Grenadines,114
1985,Ireland,115
1985,French Polynesia,116
1985,Ecuador,118
1985,Small states,119
1985,"Korea, Dem. People's Rep.",120
1985,Cabo Verde,122
1985,Bulgaria,123
1985,Guam,124
1985,Dominica,125
1985,Virgin Islands (U.S.),126
1985,Vanuatu,127
1985,St. Kitts and Nevis,128
1985,Upper middle income,128
1985,Botswana,128
1985,Dominican Republic,129
1985,"Micronesia, Fed. Sts.",130
1985,Serbia,131
1985,China,132
1985,Jamaica,133
1985,Other small states,134
1985,South Africa,135
1985,Hungary,136
1985,Azerbaijan,137
1985,Greece,138
1985,Uruguay,139
1985,Colombia,140
1985,Philippines,141
1985,World,142
1985,Maldives,143
1985,Early-demographic dividend,143
1985,Lesotho,144
1985,Central Europe and the Baltics,145
1985,Mozambique,147
1985,Sierra Leone,147
1985,Low income,147
1985,Ethiopia,147
1985,Africa Eastern and Southern,147
1985,Benin,147
1985,Sudan,147
1985,Sub-Saharan Africa,147
1985,Sub-Saharan Africa (excluding high income),147
1985,Liberia,147
1985,Mali,147
1985,South Sudan,147
1985,Malawi,147
1985,"Gambia, The",147
1985,"Congo, Dem. Rep.",147
1985,Comoros,147
1985,Guinea,147
1985,Tanzania,147
1985,Timor-Leste,147
1985,Sub-Saharan Africa (IDA & IBRD countries),147
1985,Uganda,147
1985,Somalia,147
1985,Niger,147
1985,Pre-demographic dividend,147
1985,Chad,147
1985,Angola,147
1985,Rwanda,147
1985,Senegal,147
1985,Afghanistan,147
1985,Africa Western and Central,147
1985,Gabon,148
1985,Iraq,150
1985,Arab World,150
1985,Burkina Faso,151
1985,Cameroon,152
1985,Kiribati,153
1985,IDA blend,154
1985,Nicaragua,155
1985,Zambia,156
1985,Bolivia,157
1985,Lao PDR,157
1985,Samoa,158
1985,Ghana,159
1985,Haiti,160
1985,Central African Republic,161
1985,Nigeria,161
1985,Burundi,161
1985,Mauritania,161
1985,South Asia (IDA & IBRD),161
1985,Lower middle income,162
1985,Cambodia,163
1985,Kenya,163
1985,Bangladesh,164
1985,Eritrea,164
1985,Namibia,164
1985,Fragile and conflict affected situations,164
1985,Equatorial Guinea,165
1985,Papua New Guinea,166
1985,Heavily indebted poor countries (HIPC),166
1985,Djibouti,167
1985,Sao Tome and Principe,168
1985,IDA only,169
1985,IDA total,169
1985,Myanmar,169
1985,Bhutan,170
1985,Madagascar,170
1985,Least developed countries: UN classification,171
1985,Guinea-Bissau,172
1985,Honduras,173
1985,Seychelles,173
1985,"Yemen, Rep.",174
1985,"Congo, Rep.",175
1985,Middle East & North Africa (excluding high income),176
1985,Nauru,177
1985,Low & middle income,178
1985,Peru,179
1985,Middle income,180
1985,Thailand,181
1985,Portugal,182
1985,Middle East & North Africa,183
1985,United Arab Emirates,184
1985,IDA & IBRD total,185
1985,Guyana,185
1985,Middle East & North Africa (IDA & IBRD countries),186
1985,Marshall Islands,186
1985,El Salvador,187
1985,Eswatini,188
1985,Zimbabwe,189
1985,Solomon Islands,190
1985,Togo,191
1985,Guatemala,192
1985,South Asia,193
1985,Tuvalu,194
1985,Kyrgyz Republic,195
1985,Finland,197
1985,Indonesia,199
1985,Lebanon,200
1985,Saudi Arabia,201
