Year,Country,Sustainability_Rank
1985,Canada,1
1985,Switzerland,2
1985,Norway,3
1985,Australia,4
1985,Sweden,5
1985,Qatar,6
1985,United States,7
1985,Finland,8
1985,Post-demographic dividend,9
1985,Singapore,10
1985,Georgia,11
1985,Belgium,12
1985,Israel,13
1985,Slovenia,14
1985,Puerto Rico,15
1985,Kuwait,16
1985,Hungary,17
1985,British Virgin Islands,18
1985,Ukraine,19
1985,Channel Islands,20
1985,New Zealand,22
1985,Montenegro,23
1985,United Kingdom,24
1985,Bermuda,25
1985,Barbados,26
1985,Spain,27
1985,High income,28
1985,European Union,29
1985,Malaysia,30
1985,OECD members,31
1985,Euro area,31
1985,Jordan,32
1985,Uruguay,33
1985,Iceland,34
1985,Belarus,35
1985,Romania,36
1985,Latvia,37
1985,Portugal,38
1985,Poland,39
1985,Austria,41
1985,Japan,42
1985,Ireland,43
1985,Europe & Central Asia (excluding high income),44
1985,Estonia,45
1985,Thailand,46
1985,Denmark,48
1985,Argentina,49
1985,Cuba,50
1985,Kosovo,51
1985,Bulgaria,52
1985,Germany,53
1985,North Macedonia,54
1985,Croatia,56
1985,Armenia,57
1985,Lithuania,58
1985,Uzbekistan,59
1985,Brunei Darussalam,60
1985,Luxembourg,61
1985,Grenada,62
1985,Belize,63
1985,East Asia & Pacific (IDA & IBRD countries),65
1985,New Caledonia,65
1985,North America,66
1985,Sri Lanka,67
1985,Chile,68
1985,East Asia & Pacific (excluding high income),69
1985,Brazil,70
1985,Azerbaijan,71
1985,Aruba,72
1985,Serbia,73
1985,Antigua and Barbuda,74
1985,Bahrain,75
1985,Small states,76
1985,France,77
1985,Netherlands,78
1985,Sint Maarten (Dutch part),79
1985,China,80
1985,Europe & Central Asia (IDA & IBRD countries),81
1985,Moldova,82
1985,Europe & Central Asia,83
1985,East Asia & Pacific,84
1985,Trinidad and Tobago,85
1985,Gibraltar,86
1985,Caribbean small states,87
1985,St. Vincent and the Grenadines,88
1985,Costa Rica,89
1985,Guam,90
1985,Albania,91
1985,Greece,92
1985,Central Europe and the Baltics,93
1985,Virgin Islands (U.S.),95
1985,Curacao,96
1985,"Bahamas, The",97
1985,Suriname,98
1985,Jamaica,99
1985,St. Martin (French part),100
1985,Kazakhstan,101
