Year,Country,Economic_Rank
1985,United Arab Emirates,1
1985,Finland,2
1985,Sweden,3
1985,Denmark,4
1985,Oman,5
1985,OECD members,5
1985,Norway,6
1985,Suriname,7
1985,Sudan,7
1985,Sub-Saharan Africa,7
1985,Sub-Saharan Africa (excluding high income),7
1985,Sub-Saharan Africa (IDA & IBRD countries),7
1985,Dominica,8
1985,Dominican Republic,8
1985,Djibouti,8
1985,Early-demographic dividend,8
1985,Iceland,9
1985,Japan,10
1985,European Union,11
1985,Fragile and conflict affected situations,11
1985,Fiji,11
1985,Europe & Central Asia (excluding high income),12
1985,IDA total,13
1985,IDA only,13
1985,Jamaica,14
1985,Qatar,15
1985,Caribbean small states,16
1985,Cambodia,16
1985,Cameroon,16
1985,Central African Republic,16
1985,Canada,17
1985,Puerto Rico,18
1985,Switzerland,19
1985,Upper middle income,20
1985,United States,21
1985,Australia,22
1985,Benin,23
1985,Belize,23
1985,Bermuda,23
1985,Kosovo,24
1985,Lao PDR,24
1985,"Korea, Dem. People's Rep.",24
1985,Kyrgyz Republic,24
1985,Late-demographic dividend,24
1985,Belgium,25
1985,French Polynesia,26
1985,France,27
1985,Saudi Arabia,28
1985,Kuwait,29
1985,Small states,30
1985,Solomon Islands,30
1985,Croatia,31
1985,United Kingdom,32
1985,Senegal,33
1985,Sao Tome and Principe,34
1985,Euro area,35
1985,Europe & Central Asia (IDA & IBRD countries),35
1985,Eswatini,35
1985,Europe & Central Asia,35
1985,Eritrea,35
1985,Ethiopia,35
1985,Bangladesh,36
1985,Cuba,37
1985,Slovenia,38
1985,Estonia,39
1985,Singapore,40
1985,Germany,42
1985,Latvia,43
1985,Latin America & Caribbean,43
1985,Latin America & Caribbean (excluding high income),43
1985,Least developed countries: UN classification,43
1985,Latin America & the Caribbean (IDA & IBRD countries),43
1985,Sint Maarten (Dutch part),44
1985,Sierra Leone,44
1985,Ghana,45
1985,Lithuania,46
1985,Libya,46
1985,Lower middle income,46
1985,Low income,46
1985,Low & middle income,46
1985,Lebanon,48
1985,Liberia,49
1985,Lesotho,49
1985,Netherlands,50
1985,Malta,51
1985,Bahrain,52
1985,Mali,53
1985,Marshall Islands,53
1985,Austria,54
1985,Panama,55
1985,Papua New Guinea,56
1985,Montenegro,58
1985,Malaysia,60
1985,Rwanda,61
1985,Samoa,61
1985,Italy,62
1985,Iraq,63
1985,New Caledonia,65
1985,New Zealand,66
1985,Maldives,68
1985,Luxembourg,68
1985,Malawi,68
1985,Madagascar,68
1985,Isle of Man,69
1985,Poland,70
1985,Ireland,71
