Year,Country,Quality_of_Life_Rank
1985,Spain,1
1985,Iceland,2
1985,Netherlands,3
1985,Norway,4
1985,Greece,5
1985,Post-demographic dividend,6
1985,Italy,7
1985,Belgium,8
1985,France,9
1985,Finland,10
1985,Canada,11
1985,Australia,11
1985,Switzerland,12
1985,Sweden,13
1985,Germany,14
1985,Austria,15
1985,Bermuda,16
1985,European Union,17
1985,Channel Islands,18
1985,Kuwait,18
1985,New Zealand,19
1985,British Virgin Islands,20
1985,Costa Rica,21
1985,Puerto Rico,21
1985,United States,22
1985,United Kingdom,23
1985,OECD members,24
1985,Euro area,24
1985,High income,25
1985,Denmark,27
1985,Portugal,27
1985,Gibraltar,28
1985,Japan,29
1985,Ukraine,30
1985,Latvia,31
1985,Israel,31
1985,Lithuania,32
1985,Cuba,34
1985,Slovenia,36
1985,Barbados,36
1985,Aruba,38
1985,Montenegro,39
1985,Singapore,40
1985,Malta,41
1985,Bulgaria,42
1985,Sint Maarten (Dutch part),43
1985,Poland,44
1985,Qatar,44
1985,Ireland,45
1985,Argentina,46
1985,Cyprus,47
1985,Georgia,48
1985,Luxembourg,49
1985,Bahrain,50
1985,Belarus,51
1985,North America,52
1985,Estonia,53
1985,Uruguay,54
1985,Uzbekistan,55
1985,Romania,57
1985,Moldova,58
1985,Hungary,59
1985,North Macedonia,60
1985,Brunei Darussalam,61
1985,Antigua and Barbuda,62
1985,Panama,63
1985,Virgin Islands (U.S.),64
1985,Turkmenistan,65
1985,"Bahamas, The",66
1985,Croatia,67
1985,Kazakhstan,68
1985,Kosovo,69
1985,Curacao,70
1985,St. Martin (French part),71
1985,French Polynesia,72
1985,St. Vincent and the Grenadines,74
1985,Serbia,74
1985,Trinidad and Tobago,76
1985,Azerbaijan,77
1985,Chile,78
1985,Guam,79
1985,Dominica,80
1985,Europe & Central Asia,81
1985,Europe & Central Asia (excluding high income),82
1985,United Arab Emirates,83
1985,St. Lucia,84
1985,Sri Lanka,85
1985,Central Europe and the Baltics,86
1985,Jamaica,87
1985,Ecuador,88
1985,East Asia & Pacific (IDA & IBRD countries),89
1985,New Caledonia,89
1985,Small states,90
1985,Europe & Central Asia (IDA & IBRD countries),91
1985,Malaysia,92
1985,Albania,93
1985,China,94
1985,Caribbean small states,95
1985,Grenada,96
1985,Armenia,97
1985,East Asia & Pacific (excluding high income),98
1985,Brazil,99
1985,East Asia & Pacific,99
1985,Jordan,100
1985,Belize,100
1985,Thailand,101
1985,Colombia,102
1985,Suriname,103
1985,Isle of Man,104
1985,Libya,105
1985,Paraguay,106
1985,Turks and Caicos Islands,107
1985,Tunisia,109
1985,Tonga,109
1985,Late-demographic dividend,110
1985,Oman,110
1985,Latin America & the Caribbean (IDA & IBRD countries),111
1985,Pacific island small states,112
1985,Latin America & Caribbean (excluding high income),113
1985,Latin America & Caribbean,114
1985,"Micronesia, Fed. Sts.",115
1985,Vanuatu,116
1985,Algeria,117
1985,Botswana,118
1985,St. Kitts and Nevis,119
1985,Upper middle income,120
1985,Mexico,121
1985,Mauritius,122
1985,Tajikistan,123
1985,Other small states,124
1985,Fiji,125
1985,Dominican Republic,126
1985,Greenland,127
1985,"Korea, Dem. People's Rep.",128
1985,World,129
1985,IBRD only,130
1985,Cabo Verde,131
1985,Saudi Arabia,132
1985,Samoa,133
1985,Philippines,134
1985,Seychelles,135
1985,Honduras,136
1985,Zimbabwe,137
1985,Tuvalu,138
1985,Eswatini,139
1985,Solomon Islands,140
1985,South Africa,142
1985,South Asia,143
1985,Kyrgyz Republic,144
1985,Guyana,145
1985,IDA & IBRD total,146
1985,Guatemala,148
1985,Togo,149
1985,Middle East & North Africa,150
1985,Middle East & North Africa (IDA & IBRD countries),151
1985,Marshall Islands,151
1985,Middle income,152
1985,Peru,153
1985,El Salvador,154
1985,Middle East & North Africa (excluding high income),155
1985,Low & middle income,156
1985,Nauru,157
1985,Lebanon,157
1985,Indonesia,158
1985,"Congo, Rep.",159
1985,"Yemen, Rep.",160
1985,Bolivia,161
1985,Lao PDR,162
1985,Zambia,163
1985,Arab World,164
1985,Iraq,165
1985,Gabon,166
1985,Cameroon,167
1985,Kiribati,168
1985,Maldives,169
1985,Early-demographic dividend,170
1985,IDA blend,171
1985,Haiti,172
1985,Ghana,173
1985,Lower middle income,174
1985,Cambodia,175
1985,Kenya,176
1985,Fragile and conflict affected situations,177
1985,Namibia,178
1985,Bangladesh,179
1985,Eritrea,179
1985,Sao Tome and Principe,180
1985,Myanmar,181
1985,IDA total,182
1985,IDA only,182
1985,Morocco,183
1985,Least developed countries: UN classification,184
1985,India,185
1985,Guinea-Bissau,186
1985,Bhutan,187
1985,Madagascar,188
1985,Djibouti,189
1985,Papua New Guinea,190
1985,Heavily indebted poor countries (HIPC),191
1985,Equatorial Guinea,192
1985,Mauritania,193
1985,Central African Republic,193
1985,Burundi,194
1985,Nigeria,195
1985,South Asia (IDA & IBRD),196
1985,Burkina Faso,197
1985,Lesotho,198
1985,"Congo, Dem. Rep.",199
1985,Senegal,200
1985,Comoros,201
1985,Pakistan,203
1985,Mongolia,204
1985,"Gambia, The",205
1985,Nicaragua,206
1985,Tanzania,207
1985,Rwanda,208
1985,Timor-Leste,209
1985,Liberia,210
1985,Malawi,211
1985,Chad,212
1985,Benin,213
1985,Uganda,214
1985,Low income,215
1985,Sub-Saharan Africa (IDA & IBRD countries),216
1985,Somalia,216
1985,Pre-demographic dividend,217
1985,Mali,218
1985,Nepal,219
1985,Sub-Saharan Africa (excluding high income),220
1985,Sub-Saharan Africa,220
1985,Niger,221
1985,Sierra Leone,222
1985,Ethiopia,223
1985,South Sudan,224
1985,Sudan,225
1985,Guinea,226
1985,Mozambique,227
1985,Angola,228
1985,Africa Eastern and Southern,229
1985,Africa Western and Central,230
1985,Afghanistan,231
