Year,Country,Sustainability_Rank
1995,Qatar,1
1995,United Arab Emirates,2
1995,Bahrain,3
1995,Kuwait,4
1995,United States,5
1995,Australia,6
1995,Canada,7
1995,Belgium,9
1995,Saudi Arabia,10
1995,Kazakhstan,11
1995,Singapore,12
1995,Netherlands,14
1995,Germany,15
1995,Denmark,16
1995,Ireland,17
1995,United Kingdom,18
1995,Japan,19
1995,Estonia,21
1995,Poland,23
1995,Ukraine,25
1995,Israel,26
1995,Italy,28
1995,Greece,29
1995,Malta,30
1995,Cyprus,31
1995,Bulgaria,32
1995,Finland,33
1995,Slovenia,34
1995,Belarus,35
1995,Hungary,36
1995,Spain,37
1995,France,39
1995,Azerbaijan,40
1995,Mongolia,41
1995,Romania,42
1995,Moldova,43
1995,Malaysia,44
1995,Switzerland,45
1995,Austria,45
1995,South Africa,46
1995,Jordan,47
1995,Algeria,48
1995,Lebanon,49
1995,Lithuania,51
1995,Serbia,52
1995,Argentina,53
1995,New Zealand,54
1995,North Macedonia,55
1995,Mexico,56
1995,Portugal,57
1995,Sweden,58
1995,Armenia,60
1995,Tunisia,61
1995,Thailand,63
1995,Ecuador,64
1995,Croatia,65
1995,Morocco,66
1995,Latvia,67
1995,Iceland,68
1995,Norway,69
1995,China,70
1995,Chile,71
1995,Colombia,72
1995,Panama,73
1995,Peru,74
1995,Montenegro,76
1995,Costa Rica,77
1995,Uruguay,78
1995,Georgia,79
1995,Philippines,80
1995,Brazil,81
1995,India,82
1995,Indonesia,83
1995,Pakistan,84
1995,Nicaragua,86
1995,Nepal,87
