Year,Country,Economic_Rank
1995,Norway,1
1995,Denmark,2
1995,Japan,3
1995,Switzerland,4
1995,United Arab Emirates,5
1995,United States,6
1995,Singapore,6
1995,Germany,7
1995,Austria,8
1995,Netherlands,9
1995,Belgium,10
1995,Sweden,11
1995,France,12
1995,Spain,13
1995,Iceland,14
1995,Finland,15
1995,Italy,16
1995,United Kingdom,17
1995,Canada,18
1995,Ireland,19
1995,Australia,20
1995,Portugal,21
1995,New Zealand,22
1995,Kuwait,23
1995,Israel,24
1995,Greece,25
1995,Qatar,26
1995,Malta,27
1995,Bahrain,28
1995,Cyprus,29
1995,Argentina,30
1995,Uruguay,33
1995,Belarus,34
1995,Slovenia,35
1995,Panama,36
1995,Kazakhstan,38
1995,Montenegro,39
1995,Saudi Arabia,40
1995,Malaysia,42
1995,Croatia,43
1995,Ukraine,45
1995,Thailand,46
1995,Azerbaijan,47
1995,Serbia,48
1995,Lithuania,49
1995,Brazil,50
1995,Chile,51
1995,Hungary,52
1995,Mexico,53
1995,Bulgaria,54
1995,South Africa,55
1995,North Macedonia,56
1995,Peru,57
1995,Costa Rica,58
1995,Poland,58
1995,Latvia,59
1995,Tunisia,59
1995,Ecuador,60
1995,Estonia,61
1995,Morocco,62
1995,Lebanon,63
1995,Mongolia,65
1995,Jordan,66
1995,Philippines,66
1995,Nepal,68
1995,Pakistan,69
1995,Colombia,70
1995,Indonesia,71
1995,Armenia,73
1995,Georgia,74
1995,Nicaragua,75
1995,China,76
1995,Algeria,79
1995,India,81
1995,Moldova,82
1995,Romania,83
