Year,Country,Quality_of_Life_Rank
1971,Sweden,1
1971,Switzerland,2
1971,Denmark,3
1971,Canada,3
1971,Sint Maarten (Dutch part),4
1971,Israel,5
1971,Ireland,6
1971,Lithuania,7
1971,Puerto Rico,8
1971,United Kingdom,9
1971,Post-demographic dividend,10
1971,Iceland,10
1971,New Zealand,12
1971,Belarus,13
1971,Bulgaria,14
1971,North America,15
1971,Poland,16
1971,United States,17
1971,Belgium,18
1971,Hungary,19
1971,European Union,19
1971,Greece,20
1971,Japan,21
1971,Channel Islands,22
1971,Netherlands,23
1971,Austria,24
1971,Slovenia,25
1971,Italy,26
1971,Uruguay,27
1971,Norway,28
1971,OECD members,29
1971,Finland,30
1971,France,31
1971,High income,32
1971,Montenegro,33
1971,Spain,34
1971,Georgia,35
1971,Germany,36
1971,Euro area,37
1971,Trinidad and Tobago,38
1971,Grenada,39
1971,St. Martin (French part),40
1971,Europe & Central Asia (IDA & IBRD countries),41
1971,Gibraltar,42
1971,Latvia,43
1971,Barbados,44
1971,Portugal,45
1971,Australia,46
1971,Luxembourg,47
1971,Singapore,48
1971,Estonia,49
1971,Central Europe and the Baltics,50
1971,Cyprus,51
1971,Croatia,52
1971,Malta,53
1971,Cuba,54
1971,Aruba,55
1971,Antigua and Barbuda,56
1971,Bermuda,57
1971,Qatar,58
1971,Curacao,59
1971,"Bahamas, The",60
1971,Europe & Central Asia,61
1971,St. Vincent and the Grenadines,63
1971,Jamaica,64
1971,Ukraine,65
1971,Kosovo,66
1971,St. Lucia,67
1971,Brunei Darussalam,67
1971,Kuwait,68
1971,Romania,69
1971,Armenia,70
1971,North Macedonia,71
1971,Tonga,72
1971,British Virgin Islands,73
1971,Sri Lanka,75
1971,Lebanon,76
1971,Bahrain,77
1971,Albania,77
1971,Serbia,78
1971,Thailand,79
1971,Isle of Man,80
1971,Argentina,81
1971,Costa Rica,82
1971,Malaysia,82
1971,Moldova,83
1971,St. Kitts and Nevis,84
1971,Europe & Central Asia (excluding high income),85
1971,Caribbean small states,86
1971,Tajikistan,88
1971,Dominica,89
1971,Samoa,90
1971,Guam,92
1971,South Africa,92
1971,Chile,93
1971,French Polynesia,94
1971,Virgin Islands (U.S.),95
1971,Uzbekistan,96
1971,Turkmenistan,97
1971,Belize,99
1971,United Arab Emirates,100
1971,New Caledonia,102
1971,Tunisia,103
1971,Upper middle income,104
1971,China,105
1971,Colombia,106
1971,Tuvalu,108
1971,Panama,109
1971,Turks and Caicos Islands,110
1971,Fiji,111
1971,World,112
1971,Zimbabwe,113
1971,Vanuatu,115
1971,Paraguay,116
1971,"Korea, Dem. People's Rep.",117
1971,"Micronesia, Fed. Sts.",118
1971,Jordan,119
1971,Latin America & the Caribbean (IDA & IBRD countries),120
1971,Latin America & Caribbean (excluding high income),121
1971,Philippines,122
1971,Mexico,123
1971,Kyrgyz Republic,124
1971,Gabon,125
1971,Marshall Islands,126
1971,Latin America & Caribbean,126
1971,East Asia & Pacific (IDA & IBRD countries),127
1971,Late-demographic dividend,128
1971,Kiribati,129
1971,Mongolia,130
1971,Kazakhstan,131
1971,Mauritius,132
1971,Guyana,133
1971,Middle East & North Africa (IDA & IBRD countries),134
1971,East Asia & Pacific,135
1971,IBRD only,135
1971,Dominican Republic,136
1971,Iraq,137
1971,Middle East & North Africa (excluding high income),138
1971,Zambia,139
1971,IDA & IBRD total,140
1971,Ecuador,141
1971,Brazil,142
1971,Honduras,143
1971,Nicaragua,144
1971,Indonesia,145
1971,East Asia & Pacific (excluding high income),146
1971,Kenya,147
1971,Small states,148
1971,Suriname,149
1971,Cabo Verde,150
1971,Botswana,151
1971,Low & middle income,151
1971,Eswatini,152
1971,Nauru,153
1971,Azerbaijan,154
1971,Middle income,155
1971,El Salvador,156
1971,"Congo, Rep.",157
1971,Ghana,158
1971,Mauritania,158
1971,Guatemala,158
1971,Guinea,159
1971,Cameroon,161
1971,IDA only,162
1971,Lesotho,163
1971,Fragile and conflict affected situations,163
1971,India,163
1971,Guinea-Bissau,164
1971,Bolivia,165
1971,Uganda,167
1971,Sao Tome and Principe,168
1971,Other small states,168
1971,Libya,169
1971,Pacific island small states,170
1971,IDA blend,172
1971,Central African Republic,172
1971,Solomon Islands,173
1971,Papua New Guinea,174
1971,Djibouti,174
1971,IDA total,175
1971,Saudi Arabia,176
1971,Early-demographic dividend,177
1971,Namibia,178
1971,Bhutan,179
1971,Heavily indebted poor countries (HIPC),180
1971,Middle East & North Africa,181
1971,Comoros,182
1971,Haiti,183
1971,Bangladesh,184
1971,Peru,185
1971,Sudan,186
1971,"Yemen, Rep.",187
1971,Tanzania,188
1971,Madagascar,189
1971,Timor-Leste,190
1971,Lower middle income,191
1971,Sub-Saharan Africa,192
1971,Lao PDR,193
1971,Maldives,194
1971,Sub-Saharan Africa (IDA & IBRD countries),195
1971,Myanmar,196
1971,Low income,197
1971,"Gambia, The",198
1971,Least developed countries: UN classification,198
1971,Nigeria,199
1971,Equatorial Guinea,199
1971,Burundi,200
1971,Eritrea,201
1971,Liberia,201
1971,Pakistan,202
1971,Chad,203
1971,Malawi,204
1971,Sierra Leone,204
1971,Somalia,205
1971,"Congo, Dem. Rep.",205
1971,Rwanda,205
1971,Senegal,206
1971,South Asia,207
1971,Ethiopia,208
1971,Pre-demographic dividend,208
1971,South Sudan,209
1971,Oman,209
1971,Morocco,209
1971,Sub-Saharan Africa (excluding high income),210
1971,Burkina Faso,211
1971,Cambodia,211
1971,Benin,211
1971,Mozambique,212
1971,South Asia (IDA & IBRD),213
1971,Mali,214
1971,Niger,215
1971,Nepal,216
1971,Togo,217
1971,Arab World,218
1971,Angola,219
1971,Algeria,220
1971,Africa Eastern and Southern,221
1971,Africa Western and Central,222
1971,Afghanistan,223
