Year,Country,Economic_Rank
1971,Tajikistan,2
1971,Slovenia,3
1971,Solomon Islands,3
1971,Small states,3
1971,Cyprus,4
1971,Curacao,5
1971,Cuba,6
1971,Croatia,7
1971,Estonia,8
1971,Europe & Central Asia (IDA & IBRD countries),9
1971,Europe & Central Asia,9
1971,Euro area,9
1971,Eswatini,10
1971,Eritrea,10
1971,Ethiopia,10
1971,Latvia,12
1971,Latin America & the Caribbean (IDA & IBRD countries),13
1971,Latin America & Caribbean (excluding high income),13
1971,Least developed countries: UN classification,13
1971,Latin America & Caribbean,14
1971,Poland,15
1971,Lithuania,16
1971,Low & middle income,17
1971,Lower middle income,17
1971,Libya,17
1971,Low income,17
1971,Lesotho,19
1971,Lebanon,19
1971,Liberia,19
1971,United States,20
1971,United Arab Emirates,21
1971,Belgium,22
1971,Montenegro,23
1971,Upper middle income,24
1971,"Korea, Dem. People's Rep.",26
1971,Kyrgyz Republic,26
1971,Late-demographic dividend,26
1971,Kosovo,26
1971,Lao PDR,26
1971,Bermuda,27
1971,Canada,28
1971,Belize,29
1971,Benin,29
1971,Rwanda,30
1971,Samoa,30
1971,Kuwait,31
1971,Antigua and Barbuda,32
1971,Arab World,32
1971,Argentina,33
1971,Italy,34
1971,Caribbean small states,35
1971,Cameroon,35
1971,Central African Republic,35
1971,Cambodia,35
1971,Qatar,36
1971,Puerto Rico,37
1971,Bhutan,38
1971,Bolivia,39
1971,Botswana,39
1971,Austria,41
1971,Serbia,42
1971,Burundi,43
1971,Cabo Verde,43
1971,Burkina Faso,44
1971,Brunei Darussalam,45
1971,British Virgin Islands,46
1971,North Macedonia,47
1971,Bulgaria,48
1971,Brazil,49
1971,North America,50
1971,Nepal,51
1971,Romania,52
1971,Azerbaijan,53
1971,"Bahamas, The",54
1971,Kazakhstan,55
1971,Kenya,56
1971,Kiribati,56
1971,Algeria,57
1971,Barbados,58
1971,Belarus,59
1971,Armenia,60
1971,Jordan,61
1971,Iceland,62
1971,Aruba,63
1971,Pakistan,64
1971,Nauru,66
1971,Namibia,67
1971,Bangladesh,68
1971,Switzerland,69
1971,Angola,70
1971,Africa Western and Central,70
1971,Africa Eastern and Southern,70
1971,Afghanistan,70
1971,Albania,70
1971,Mongolia,71
1971,IDA only,72
1971,IDA total,73
1971,"Yemen, Rep.",74
