Year,Country,Quality_of_Life_Rank
2009,Norway,1
2009,Switzerland,2
2009,Germany,3
2009,Australia,5
2009,New Zealand,6
2009,Netherlands,7
2009,Belgium,8
2009,Denmark,9
2009,Canada,10
2009,United States,11
2009,Finland,11
2009,United Kingdom,12
2009,Sweden,13
2009,Iceland,14
2009,Austria,16
2009,Japan,17
2009,Ireland,18
2009,Singapore,19
2009,Israel,20
2009,Slovenia,21
2009,Italy,22
2009,France,24
2009,Greece,25
2009,Cyprus,27
2009,Spain,28
2009,Estonia,29
2009,Malta,30
2009,Lithuania,31
2009,Qatar,32
2009,Poland,33
2009,United Arab Emirates,34
2009,Argentina,35
2009,Latvia,36
2009,Portugal,37
2009,Hungary,38
2009,Croatia,39
2009,Kuwait,40
2009,Chile,40
2009,Romania,41
2009,Bahrain,42
2009,Saudi Arabia,43
2009,Montenegro,44
2009,Belarus,46
2009,Bulgaria,46
2009,Uruguay,47
2009,Costa Rica,48
2009,Panama,49
2009,Lebanon,50
2009,Serbia,50
2009,Malaysia,51
2009,Kazakhstan,52
2009,Ukraine,53
2009,Georgia,54
2009,Mexico,55
2009,Armenia,56
2009,North Macedonia,58
2009,Ecuador,59
2009,Jordan,60
2009,Thailand,61
2009,Moldova,63
2009,Azerbaijan,64
2009,Colombia,65
2009,Brazil,67
2009,Tunisia,68
2009,Algeria,69
2009,Peru,70
2009,Mongolia,71
2009,China,72
2009,Philippines,74
2009,South Africa,75
2009,Indonesia,78
2009,Nicaragua,79
2009,Morocco,80
2009,India,81
2009,Nepal,82
2009,Pakistan,83
