Year,Country,Institutional_Rank
2009,Denmark,1
2009,Finland,2
2009,Sweden,3
2009,New Zealand,4
2009,Switzerland,5
2009,Singapore,6
2009,Norway,7
2009,Netherlands,8
2009,Canada,9
2009,Australia,10
2009,Austria,11
2009,Iceland,12
2009,Ireland,14
2009,Germany,15
2009,United Kingdom,16
2009,United States,17
2009,Belgium,18
2009,France,19
2009,Japan,20
2009,Malta,21
2009,Chile,22
2009,Cyprus,23
2009,Estonia,24
2009,Portugal,25
2009,Slovenia,26
2009,Spain,27
2009,Qatar,28
2009,Israel,30
2009,Uruguay,33
2009,Hungary,34
2009,Lithuania,36
2009,Poland,37
2009,Latvia,38
2009,United Arab Emirates,39
2009,Costa Rica,40
2009,Greece,41
2009,Italy,42
2009,Bahrain,43
2009,Malaysia,44
2009,Kuwait,45
2009,Croatia,46
2009,South Africa,47
2009,Jordan,48
2009,Bulgaria,50
2009,Tunisia,51
2009,Panama,52
2009,Georgia,53
2009,Montenegro,54
2009,Romania,55
2009,Brazil,56
2009,Saudi Arabia,57
2009,North Macedonia,58
2009,Thailand,59
2009,India,60
2009,Mexico,61
2009,Serbia,62
2009,Armenia,64
2009,Morocco,65
2009,Colombia,66
2009,Peru,67
2009,China,67
2009,Mongolia,69
2009,Philippines,70
2009,Moldova,71
2009,Argentina,73
2009,Indonesia,74
2009,Lebanon,75
2009,Kazakhstan,76
2009,Nicaragua,77
2009,Algeria,80
2009,Ukraine,81
2009,Azerbaijan,82
2009,Nepal,83
2009,Pakistan,84
2009,Ecuador,85
2009,Belarus,86
