Year,Country,Economic_Rank
2009,Switzerland,1
2009,Norway,2
2009,Singapore,3
2009,Denmark,5
2009,Ireland,6
2009,United States,7
2009,Finland,8
2009,Belgium,9
2009,Sweden,10
2009,United Kingdom,11
2009,Netherlands,12
2009,Australia,13
2009,France,14
2009,Spain,15
2009,Canada,16
2009,Austria,17
2009,Japan,18
2009,Qatar,19
2009,Germany,20
2009,United Arab Emirates,21
2009,Italy,22
2009,Cyprus,23
2009,Iceland,24
2009,Israel,25
2009,Greece,27
2009,Slovenia,28
2009,New Zealand,29
2009,Kuwait,30
2009,Latvia,31
2009,Estonia,32
2009,Portugal,33
2009,Malta,34
2009,Poland,35
2009,Lithuania,37
2009,Saudi Arabia,38
2009,Bahrain,39
2009,Argentina,40
2009,Panama,41
2009,Hungary,42
2009,Romania,43
2009,Croatia,44
2009,Brazil,45
2009,Morocco,47
2009,Chile,48
2009,Lebanon,50
2009,Mexico,51
2009,South Africa,53
2009,North Macedonia,54
2009,Malaysia,55
2009,Thailand,56
2009,China,57
2009,Montenegro,58
2009,Uruguay,60
2009,Jordan,61
2009,Serbia,62
2009,Bulgaria,63
2009,Moldova,65
2009,Peru,66
2009,Colombia,67
2009,Costa Rica,68
2009,Indonesia,70
2009,Tunisia,71
2009,Ukraine,72
2009,Georgia,73
2009,Kazakhstan,74
2009,Azerbaijan,75
2009,Philippines,77
2009,Armenia,78
2009,Ecuador,79
2009,Nicaragua,80
2009,Algeria,81
2009,Belarus,82
2009,Pakistan,83
2009,Mongolia,84
2009,Nepal,86
2009,India,88
