Year,Country,Sustainability_Rank
2008,Qatar,1
2008,Kuwait,2
2008,United Arab Emirates,3
2008,Bahrain,4
2008,United States,5
2008,Australia,6
2008,Kazakhstan,7
2008,Saudi Arabia,8
2008,Canada,9
2008,Estonia,13
2008,Ireland,14
2008,Belgium,15
2008,Netherlands,16
2008,Japan,17
2008,Singapore,18
2008,United Kingdom,19
2008,Israel,21
2008,Greece,22
2008,Germany,23
2008,Malaysia,25
2008,Cyprus,26
2008,South Africa,27
2008,Malta,28
2008,Poland,29
2008,Ukraine,31
2008,Italy,33
2008,Slovenia,33
2008,Belarus,34
2008,Bulgaria,35
2008,Spain,36
2008,Denmark,37
2008,Mongolia,38
2008,Serbia,39
2008,Finland,40
2008,France,41
2008,Hungary,42
2008,Algeria,43
2008,China,44
2008,Azerbaijan,45
2008,Lebanon,46
2008,Austria,47
2008,New Zealand,48
2008,Argentina,51
2008,Jordan,52
2008,Switzerland,53
2008,Mexico,54
2008,Moldova,55
2008,North Macedonia,56
2008,Romania,59
2008,Lithuania,60
2008,Croatia,61
2008,Armenia,62
2008,Portugal,63
2008,Tunisia,64
2008,Ecuador,65
2008,Thailand,66
2008,Morocco,67
2008,Chile,68
2008,Panama,69
2008,Latvia,70
2008,Montenegro,71
2008,Norway,72
2008,Sweden,73
2008,Colombia,74
2008,Peru,75
2008,Georgia,76
2008,Uruguay,78
2008,India,79
2008,Indonesia,80
2008,Philippines,81
2008,Costa Rica,82
2008,Brazil,83
2008,Iceland,84
2008,Pakistan,85
2008,Nicaragua,86
2008,Nepal,87
