Year,Country,Economic_Rank
2008,Switzerland,1
2008,Norway,2
2008,France,3
2008,Germany,4
2008,Canada,5
2008,Sweden,6
2008,Netherlands,7
2008,United States,8
2008,United Kingdom,9
2008,Australia,10
2008,Austria,11
2008,Japan,12
2008,Italy,13
2008,Denmark,14
2008,Ireland,15
2008,Cyprus,16
2008,Belgium,17
2008,Qatar,18
2008,Singapore,19
2008,Spain,20
2008,Finland,21
2008,Iceland,23
2008,United Arab Emirates,24
2008,Kuwait,25
2008,Israel,26
2008,Portugal,27
2008,New Zealand,28
2008,Greece,29
2008,Slovenia,31
2008,Croatia,32
2008,Malta,33
2008,Hungary,34
2008,Bahrain,35
2008,Poland,36
2008,Latvia,38
2008,Saudi Arabia,40
2008,Brazil,41
2008,Lithuania,42
2008,Chile,43
2008,Estonia,44
2008,Kazakhstan,46
2008,Mexico,47
2008,Tunisia,49
2008,Malaysia,51
2008,Romania,53
2008,Azerbaijan,54
2008,South Africa,54
2008,Morocco,55
2008,Uruguay,56
2008,Lebanon,57
2008,Argentina,57
2008,Peru,58
2008,Ecuador,60
2008,China,61
2008,Colombia,62
2008,North Macedonia,63
2008,Algeria,64
2008,Philippines,65
2008,Belarus,66
2008,Montenegro,67
2008,Thailand,67
2008,Georgia,68
2008,Moldova,69
2008,Jordan,70
2008,Panama,71
2008,Bulgaria,72
2008,Serbia,73
2008,Ukraine,74
2008,Costa Rica,75
2008,Mongolia,76
2008,Nepal,77
2008,Armenia,79
2008,Pakistan,80
2008,India,82
2008,Indonesia,83
2008,Nicaragua,85
