Year,Country,Economic_Rank
1979,United Arab Emirates,1
1979,Kuwait,2
1979,Sweden,3
1979,Suriname,5
1979,Sudan,5
1979,Sub-Saharan Africa (excluding high income),5
1979,Sub-Saharan Africa (IDA & IBRD countries),5
1979,Sub-Saharan Africa,5
1979,Late-demographic dividend,6
1979,Kyrgyz Republic,6
1979,Kosovo,6
1979,Lao PDR,6
1979,"Korea, Dem. People's Rep.",6
1979,Tajikistan,7
1979,Belgium,8
1979,Denmark,9
1979,Djibouti,10
1979,Dominican Republic,10
1979,Dominica,10
1979,Early-demographic dividend,11
1979,Netherlands,12
1979,Solomon Islands,13
1979,Small states,13
1979,Slovenia,14
1979,Saudi Arabia,15
1979,Bermuda,16
1979,Norway,17
1979,Germany,18
1979,Belize,19
1979,Benin,19
1979,Puerto Rico,20
1979,Switzerland,21
1979,Bahrain,22
1979,Qatar,23
1979,OECD members,24
1979,Oman,24
1979,Senegal,25
1979,Sao Tome and Principe,25
1979,Ghana,26
1979,United States,27
1979,Iceland,28
1979,Bangladesh,29
1979,Upper middle income,30
1979,Croatia,31
1979,Austria,32
1979,Cuba,33
1979,Estonia,34
1979,IDA total,35
1979,IDA only,35
1979,Japan,36
1979,Latin America & Caribbean,37
1979,Latin America & the Caribbean (IDA & IBRD countries),37
1979,Latin America & Caribbean (excluding high income),37
1979,Least developed countries: UN classification,37
1979,France,39
1979,Latvia,40
1979,Europe & Central Asia (IDA & IBRD countries),41
1979,Europe & Central Asia,41
1979,Jamaica,42
1979,Eswatini,43
1979,Eritrea,43
1979,Euro area,43
1979,Ethiopia,43
1979,Low income,44
1979,Lower middle income,44
1979,Libya,44
1979,Low & middle income,44
1979,Liberia,45
1979,Lesotho,45
1979,Lithuania,46
1979,Lebanon,48
1979,French Polynesia,49
1979,Poland,50
1979,Montenegro,51
1979,Fiji,52
1979,European Union,52
1979,Fragile and conflict affected situations,52
1979,Europe & Central Asia (excluding high income),53
1979,Singapore,54
1979,Cambodia,55
1979,Cameroon,55
1979,Caribbean small states,56
1979,Central African Republic,56
1979,Rwanda,57
1979,Samoa,57
1979,Greece,59
1979,Finland,60
1979,Antigua and Barbuda,61
1979,Arab World,61
1979,High income,62
1979,Haiti,62
1979,Guyana,62
1979,Heavily indebted poor countries (HIPC),62
1979,Honduras,62
1979,Nicaragua,63
1979,Guinea-Bissau,64
1979,Grenada,64
1979,Greenland,64
1979,Gibraltar,64
1979,Guam,64
1979,Guinea,64
1979,Guatemala,64
1979,Sint Maarten (Dutch part),65
1979,Canada,66
1979,Sierra Leone,67
1979,Argentina,69
1979,Australia,70
1979,Spain,72
1979,Iraq,73
1979,Bhutan,74
1979,British Virgin Islands,75
1979,Bolivia,77
1979,Botswana,77
1979,Serbia,78
1979,"Bahamas, The",79
1979,St. Vincent and the Grenadines,80
1979,Barbados,81
1979,North America,82
1979,North Macedonia,83
1979,St. Lucia,84
1979,St. Kitts and Nevis,84
1979,Sri Lanka,84
1979,St. Martin (French part),84
1979,Bulgaria,85
1979,Niger,86
1979,Nigeria,86
1979,Brazil,87
1979,Israel,88
1979,United Kingdom,89
1979,Romania,90
1979,Azerbaijan,91
1979,Kazakhstan,92
1979,New Caledonia,93
1979,Kenya,94
1979,Kiribati,94
1979,Aruba,95
1979,Belarus,96
1979,Armenia,97
1979,Cabo Verde,99
1979,Burundi,99
1979,Burkina Faso,100
1979,Brunei Darussalam,100
1979,Isle of Man,101
1979,Ireland,103
1979,New Zealand,104
1979,Italy,105
1979,Hungary,106
1979,Ecuador,107
1979,Mongolia,108
1979,IDA blend,109
1979,IDA & IBRD total,110
1979,IBRD only,110
1979,Virgin Islands (U.S.),112
1979,Zambia,112
1979,World,112
1979,Zimbabwe,112
1979,"Yemen, Rep.",112
1979,Marshall Islands,113
1979,Mali,113
1979,Ukraine,114
1979,Uganda,114
1979,Tuvalu,114
1979,Algeria,115
1979,Malta,116
1979,East Asia & Pacific (IDA & IBRD countries),117
1979,East Asia & Pacific (excluding high income),117
1979,East Asia & Pacific,117
1979,Panama,118
1979,South Sudan,120
1979,Nepal,121
1979,South Asia (IDA & IBRD),122
1979,Costa Rica,123
1979,Moldova,125
1979,Middle income,126
1979,Papua New Guinea,127
1979,Middle East & North Africa (excluding high income),128
1979,Paraguay,129
1979,Peru,130
1979,Nauru,131
1979,India,132
1979,Africa Eastern and Southern,133
1979,Angola,133
1979,Afghanistan,133
1979,Albania,133
1979,Africa Western and Central,133
1979,China,134
1979,Myanmar,135
1979,Mozambique,135
1979,Namibia,136
1979,Morocco,137
1979,"Congo, Rep.",138
1979,Chile,139
1979,South Asia,140
1979,Somalia,140
1979,Turks and Caicos Islands,141
1979,Turkmenistan,141
1979,Central Europe and the Baltics,142
1979,Jordan,143
1979,Chad,144
1979,Channel Islands,144
1979,Pre-demographic dividend,145
1979,Post-demographic dividend,145
1979,Uzbekistan,146
1979,Vanuatu,146
1979,Mauritius,148
1979,Mauritania,148
1979,Middle East & North Africa,149
1979,"Micronesia, Fed. Sts.",149
1979,Middle East & North Africa (IDA & IBRD countries),149
1979,Mexico,150
1979,Equatorial Guinea,151
1979,El Salvador,151
1979,Thailand,152
1979,Madagascar,153
1979,Luxembourg,153
1979,Tanzania,154
1979,Other small states,155
1979,Togo,156
1979,Timor-Leste,156
1979,Portugal,157
1979,Maldives,158
1979,Malawi,158
1979,Pakistan,159
1979,Uruguay,159
1979,Trinidad and Tobago,160
1979,Tonga,161
1979,South Africa,162
1979,Pacific island small states,163
1979,Tunisia,164
1979,"Gambia, The",165
1979,Curacao,166
1979,Gabon,167
1979,Malaysia,168
1979,Philippines,169
1979,Georgia,170
1979,Cyprus,170
1979,Indonesia,171
1979,"Congo, Dem. Rep.",172
1979,Comoros,173
1979,Colombia,174
