Year,Country,Quality_of_Life_Rank
1979,Netherlands,1
1979,Sweden,2
1979,Greece,3
1979,Denmark,4
1979,Israel,5
1979,North America,6
1979,Australia,7
1979,Iceland,9
1979,Bermuda,10
1979,Belgium,11
1979,France,12
1979,Post-demographic dividend,14
1979,Canada,15
1979,Puerto Rico,16
1979,United States,17
1979,United Kingdom,18
1979,Norway,19
1979,Switzerland,20
1979,Japan,21
1979,New Zealand,22
1979,Euro area,23
1979,Austria,24
1979,Ireland,25
1979,Luxembourg,26
1979,Sint Maarten (Dutch part),27
1979,Singapore,28
1979,Spain,29
1979,Channel Islands,30
1979,Bulgaria,31
1979,Portugal,32
1979,Malta,33
1979,Barbados,34
1979,Cuba,35
1979,Finland,36
1979,Italy,37
1979,European Union,38
1979,Uruguay,39
1979,Hungary,40
1979,OECD members,41
1979,Gibraltar,42
1979,Germany,43
1979,Aruba,43
1979,Poland,45
1979,Kuwait,46
1979,Georgia,47
1979,High income,48
1979,Cyprus,48
1979,Montenegro,49
1979,Qatar,50
1979,Slovenia,51
1979,Lithuania,52
1979,Antigua and Barbuda,53
1979,Romania,54
1979,Costa Rica,55
1979,Panama,56
1979,St. Martin (French part),57
1979,Latvia,58
1979,Croatia,59
1979,Bahrain,60
1979,Curacao,61
1979,Europe & Central Asia,62
1979,Trinidad and Tobago,63
1979,North Macedonia,64
1979,Europe & Central Asia (IDA & IBRD countries),65
1979,Dominica,66
1979,Central Europe and the Baltics,67
1979,"Bahamas, The",68
1979,Kosovo,69
1979,Guam,71
1979,Estonia,72
1979,St. Kitts and Nevis,73
1979,Tajikistan,74
1979,Brunei Darussalam,76
1979,Chile,77
1979,Thailand,78
1979,British Virgin Islands,79
1979,Belarus,80
1979,Malaysia,81
1979,Colombia,82
1979,Caribbean small states,83
1979,Mauritius,84
1979,Tonga,85
1979,Grenada,86
1979,Turks and Caicos Islands,87
1979,St. Vincent and the Grenadines,88
1979,Albania,89
1979,Argentina,90
1979,Serbia,91
1979,New Caledonia,92
1979,Tunisia,93
1979,Sri Lanka,95
1979,"Korea, Dem. People's Rep.",96
1979,Armenia,97
1979,Jordan,97
1979,United Arab Emirates,98
1979,Ukraine,98
1979,Virgin Islands (U.S.),99
1979,Isle of Man,100
1979,Libya,101
1979,St. Lucia,101
1979,"Micronesia, Fed. Sts.",102
1979,French Polynesia,103
1979,Belize,104
1979,Greenland,105
1979,Mexico,106
1979,Moldova,107
1979,Europe & Central Asia (excluding high income),108
1979,China,109
1979,Fiji,110
1979,Brazil,111
1979,East Asia & Pacific (excluding high income),112
1979,East Asia & Pacific,113
1979,Jamaica,114
1979,East Asia & Pacific (IDA & IBRD countries),115
1979,Zimbabwe,116
1979,Botswana,117
1979,Cabo Verde,118
1979,Ecuador,119
1979,Late-demographic dividend,121
1979,Paraguay,122
1979,Latin America & the Caribbean (IDA & IBRD countries),123
1979,Iraq,124
1979,Upper middle income,125
1979,Latin America & Caribbean,126
1979,Samoa,127
1979,Uzbekistan,129
1979,World,130
1979,Solomon Islands,131
1979,Vanuatu,132
1979,Suriname,133
1979,IBRD only,134
1979,Latin America & Caribbean (excluding high income),135
1979,Turkmenistan,136
1979,Tuvalu,137
1979,Dominican Republic,138
1979,Lebanon,139
1979,Kazakhstan,140
1979,Saudi Arabia,141
1979,Zambia,142
1979,Pacific island small states,143
1979,Philippines,145
1979,Guyana,145
1979,IDA blend,146
1979,Eswatini,147
1979,Sudan,148
1979,Nauru,149
1979,Kyrgyz Republic,150
1979,Small states,151
1979,India,152
1979,IDA & IBRD total,153
1979,Honduras,154
1979,Early-demographic dividend,155
1979,Marshall Islands,156
1979,Oman,157
1979,Gabon,158
1979,Azerbaijan,159
1979,Other small states,160
1979,Middle income,160
1979,"Congo, Rep.",161
1979,Kenya,161
1979,Bolivia,162
1979,"Yemen, Rep.",163
1979,Lower middle income,164
1979,Sao Tome and Principe,165
1979,Namibia,166
1979,Low & middle income,167
1979,Maldives,168
1979,Djibouti,169
1979,South Africa,170
1979,Ghana,172
1979,Peru,173
1979,Fragile and conflict affected situations,174
1979,IDA total,175
1979,Lesotho,176
1979,IDA only,177
1979,Cameroon,178
1979,Guinea,179
1979,Kiribati,180
1979,Guinea-Bissau,181
1979,El Salvador,182
1979,Guatemala,183
1979,Middle East & North Africa,184
1979,South Asia,185
1979,Ethiopia,186
1979,Heavily indebted poor countries (HIPC),187
1979,Bhutan,188
1979,Algeria,189
1979,Indonesia,190
1979,Comoros,191
1979,Mauritania,192
1979,Myanmar,193
1979,Arab World,194
1979,Middle East & North Africa (IDA & IBRD countries),195
1979,Haiti,196
1979,Central African Republic,197
1979,South Asia (IDA & IBRD),198
1979,Bangladesh,199
1979,Middle East & North Africa (excluding high income),200
1979,Sub-Saharan Africa (excluding high income),201
1979,Mongolia,202
1979,Morocco,203
1979,Papua New Guinea,204
1979,Pakistan,205
1979,Tanzania,206
1979,Madagascar,207
1979,"Congo, Dem. Rep.",208
1979,Malawi,209
1979,Nicaragua,210
1979,Lao PDR,211
1979,Liberia,212
1979,Timor-Leste,213
1979,Low income,214
1979,Nigeria,215
1979,Uganda,216
1979,"Gambia, The",216
1979,Senegal,217
1979,Least developed countries: UN classification,218
1979,Sub-Saharan Africa (IDA & IBRD countries),218
1979,Chad,219
1979,Cambodia,219
1979,Eritrea,219
1979,Nepal,220
1979,Somalia,220
1979,Pre-demographic dividend,221
1979,Sub-Saharan Africa,221
1979,Burundi,222
1979,Rwanda,222
1979,Burkina Faso,223
1979,South Sudan,224
1979,Mali,224
1979,Equatorial Guinea,225
1979,Togo,226
1979,Niger,227
1979,Sierra Leone,228
1979,Mozambique,229
1979,Benin,230
1979,Angola,231
1979,Africa Eastern and Southern,232
1979,Africa Western and Central,233
1979,Afghanistan,234
