Year,Country,Sustainability_Rank
1979,Netherlands,1
1979,Sweden,2
1979,Qatar,3
1979,France,4
1979,Germany,5
1979,Iceland,6
1979,United States,7
1979,Japan,8
1979,Uruguay,9
1979,Portugal,10
1979,Australia,11
1979,United Kingdom,12
1979,Cyprus,13
1979,Israel,14
1979,Austria,15
1979,Post-demographic dividend,16
1979,Bermuda,17
1979,Norway,18
1979,North America,19
1979,Channel Islands,20
1979,Georgia,21
1979,Spain,22
1979,Puerto Rico,23
1979,Kuwait,24
1979,Bulgaria,26
1979,Luxembourg,27
1979,Denmark,28
1979,Europe & Central Asia (IDA & IBRD countries),29
1979,Canada,31
1979,Switzerland,32
1979,High income,33
1979,OECD members,34
1979,Aruba,35
1979,Brunei Darussalam,36
1979,Belgium,37
1979,Gibraltar,38
1979,North Macedonia,39
1979,Slovenia,40
1979,Central Europe and the Baltics,41
1979,European Union,42
1979,New Zealand,44
1979,Euro area,45
1979,Croatia,46
1979,Guam,48
1979,Belarus,50
1979,Sint Maarten (Dutch part),51
1979,Cuba,53
1979,St. Kitts and Nevis,54
1979,Hungary,55
1979,Chile,56
1979,Barbados,57
1979,British Virgin Islands,58
1979,Finland,59
1979,Trinidad and Tobago,60
1979,Italy,61
1979,St. Martin (French part),62
1979,Antigua and Barbuda,63
1979,Europe & Central Asia,64
1979,Thailand,65
1979,Panama,66
1979,Mauritius,67
1979,Estonia,68
1979,Argentina,69
1979,Caribbean small states,70
1979,Tajikistan,71
1979,Greece,72
1979,Malta,73
1979,Costa Rica,74
1979,Dominica,75
1979,Curacao,76
1979,"Bahamas, The",77
1979,Armenia,78
1979,Grenada,80
1979,Bahrain,81
1979,Serbia,82
1979,Latvia,84
1979,Romania,85
1979,Singapore,86
1979,Ireland,87
1979,Montenegro,88
1979,Malaysia,89
1979,Poland,91
1979,Fiji,92
1979,Zimbabwe,93
1979,Lithuania,94
1979,Tonga,95
1979,Kosovo,96
1979,United Arab Emirates,97
1979,Botswana,98
1979,East Asia & Pacific (IDA & IBRD countries),99
1979,Ecuador,100
1979,Ukraine,101
1979,Turks and Caicos Islands,102
1979,St. Vincent and the Grenadines,103
1979,Cabo Verde,104
1979,Albania,105
1979,Europe & Central Asia (excluding high income),106
1979,"Micronesia, Fed. Sts.",107
1979,French Polynesia,108
1979,Sri Lanka,109
1979,Jamaica,110
1979,Belize,111
1979,East Asia & Pacific,112
1979,"Korea, Dem. People's Rep.",113
1979,East Asia & Pacific (excluding high income),114
1979,St. Lucia,115
1979,Libya,115
1979,Moldova,116
1979,Brazil,117
1979,Isle of Man,118
1979,Greenland,119
1979,Saudi Arabia,120
1979,Colombia,121
1979,Tunisia,122
1979,Late-demographic dividend,123
1979,New Caledonia,124
1979,Philippines,125
1979,Virgin Islands (U.S.),126
1979,Jordan,127
1979,Latin America & the Caribbean (IDA & IBRD countries),128
1979,Paraguay,129
1979,Mexico,130
1979,Iraq,131
1979,Latin America & Caribbean,132
1979,IDA blend,133
1979,Guyana,134
1979,Upper middle income,135
1979,Lebanon,136
1979,China,137
1979,Pacific island small states,139
1979,Zambia,140
1979,Solomon Islands,141
1979,Small states,142
1979,World,143
1979,Uzbekistan,144
1979,Nauru,145
1979,Kyrgyz Republic,146
1979,Sudan,147
1979,Eswatini,148
1979,Kazakhstan,149
1979,Algeria,150
1979,Latin America & Caribbean (excluding high income),151
1979,Dominican Republic,152
1979,Turkmenistan,153
1979,Comoros,154
1979,Azerbaijan,155
1979,Samoa,156
1979,Honduras,158
1979,IDA & IBRD total,159
1979,Vanuatu,160
1979,IBRD only,161
1979,Suriname,162
1979,Nicaragua,163
1979,Bhutan,164
1979,Marshall Islands,165
1979,Early-demographic dividend,166
1979,Oman,167
1979,Morocco,168
1979,Tuvalu,169
1979,Mongolia,170
1979,Mauritania,171
1979,Myanmar,171
1979,Nigeria,172
1979,Sierra Leone,172
1979,Togo,172
1979,Middle East & North Africa (IDA & IBRD countries),172
1979,Middle East & North Africa (excluding high income),172
1979,Rwanda,172
1979,Cambodia,172
1979,Papua New Guinea,172
1979,South Asia (IDA & IBRD),172
1979,Uganda,172
1979,Burkina Faso,172
1979,Equatorial Guinea,172
1979,Angola,172
1979,Mozambique,172
1979,"Gambia, The",172
1979,Africa Eastern and Southern,172
1979,Pre-demographic dividend,172
1979,Chad,172
1979,Burundi,172
1979,Eritrea,172
1979,Malawi,172
1979,South Sudan,172
1979,Madagascar,172
1979,Mali,172
1979,"Congo, Dem. Rep.",172
1979,Tanzania,172
1979,Niger,172
1979,Timor-Leste,172
1979,Somalia,172
1979,Central African Republic,172
1979,Least developed countries: UN classification,172
1979,Sub-Saharan Africa (excluding high income),172
1979,Lao PDR,172
1979,Bangladesh,172
1979,Sub-Saharan Africa (IDA & IBRD countries),172
1979,Sub-Saharan Africa,172
1979,Senegal,172
1979,Africa Western and Central,172
1979,Haiti,172
1979,Benin,172
1979,Afghanistan,172
1979,Liberia,172
1979,Low income,172
1979,Ethiopia,173
1979,Arab World,174
1979,Heavily indebted poor countries (HIPC),175
1979,Nepal,176
1979,India,177
1979,El Salvador,178
1979,Guinea,179
1979,Kiribati,179
1979,Cameroon,179
1979,Guinea-Bissau,180
1979,Lower middle income,182
1979,Guatemala,183
1979,Middle East & North Africa,183
1979,Middle income,184
1979,Other small states,184
1979,Kenya,185
1979,"Congo, Rep.",185
1979,South Asia,186
1979,Bolivia,187
1979,Peru,188
1979,"Yemen, Rep.",189
1979,Gabon,190
1979,IDA only,191
1979,Lesotho,191
1979,Ghana,192
1979,Fragile and conflict affected situations,193
1979,Indonesia,194
1979,IDA total,195
1979,Djibouti,196
1979,Low & middle income,197
1979,Maldives,197
1979,Sao Tome and Principe,197
1979,Namibia,197
1979,South Africa,198
1979,Pakistan,199
