Year,Country,Institutional_Rank
1979,Indonesia,1
1979,Spain,2
1979,New Zealand,3
1979,Belarus,4
1979,Netherlands,5
1979,Iceland,6
1979,Ireland,7
1979,Brunei Darussalam,8
1979,United Kingdom,9
1979,British Virgin Islands,11
1979,Switzerland,12
1979,North America,13
1979,Kuwait,14
1979,France,15
1979,South Africa,16
1979,Pakistan,17
1979,Sweden,18
1979,Poland,19
1979,Canada,20
1979,Argentina,21
1979,Japan,22
1979,Greece,23
1979,Barbados,24
1979,Norway,25
1979,Hungary,26
1979,Denmark,27
1979,Singapore,28
1979,Israel,29
1979,Serbia,30
1979,United States,31
1979,Montenegro,32
1979,Qatar,33
1979,Cuba,34
1979,Italy,35
1979,Puerto Rico,36
1979,Mauritius,37
1979,Germany,40
1979,Bermuda,41
1979,Philippines,42
1979,Grenada,43
1979,Caribbean small states,44
1979,Slovenia,45
1979,Europe & Central Asia (IDA & IBRD countries),46
1979,Albania,47
1979,Channel Islands,48
1979,European Union,49
1979,Zimbabwe,50
1979,Tonga,51
1979,Luxembourg,52
1979,St. Vincent and the Grenadines,53
1979,Turks and Caicos Islands,54
1979,Sint Maarten (Dutch part),55
1979,Euro area,56
1979,Gibraltar,57
1979,OECD members,58
1979,Dominica,59
1979,Aruba,60
1979,Armenia,61
1979,East Asia & Pacific (IDA & IBRD countries),62
1979,Botswana,63
1979,Post-demographic dividend,64
1979,Kosovo,65
1979,Antigua and Barbuda,66
1979,Austria,68
1979,Malta,69
1979,Costa Rica,70
1979,High income,71
1979,Morocco,73
1979,Central Europe and the Baltics,74
1979,Belgium,75
1979,Uruguay,76
1979,New Caledonia,77
1979,Fiji,78
1979,Australia,79
1979,St. Martin (French part),80
1979,Sri Lanka,81
1979,St. Kitts and Nevis,83
1979,St. Lucia,84
1979,Libya,84
1979,Tajikistan,85
1979,Bahrain,86
1979,"Korea, Dem. People's Rep.",88
1979,Guam,89
1979,Mexico,90
1979,Estonia,91
1979,Chile,93
1979,Romania,94
1979,Nepal,95
1979,"Micronesia, Fed. Sts.",96
1979,Latvia,97
1979,Panama,98
1979,Cabo Verde,99
1979,Trinidad and Tobago,100
1979,Jamaica,101
1979,Curacao,102
1979,Thailand,104
1979,Cyprus,105
1979,Finland,106
1979,Europe & Central Asia,107
1979,Peru,108
1979,Greenland,109
1979,East Asia & Pacific,110
1979,Paraguay,111
1979,Lithuania,112
1979,East Asia & Pacific (excluding high income),113
1979,Malaysia,114
1979,Isle of Man,115
1979,Ukraine,116
1979,Virgin Islands (U.S.),117
1979,"Bahamas, The",118
1979,China,119
1979,Moldova,120
1979,Jordan,121
1979,Belize,122
1979,India,123
1979,French Polynesia,124
1979,Europe & Central Asia (excluding high income),126
1979,Tunisia,127
1979,Colombia,128
1979,Georgia,129
1979,Algeria,130
1979,Brazil,131
1979,Croatia,133
1979,Middle income,134
1979,Other small states,134
1979,Rwanda,135
1979,Cambodia,135
1979,South Asia (IDA & IBRD),135
1979,Low income,135
1979,Least developed countries: UN classification,135
1979,Middle East & North Africa (excluding high income),135
1979,Liberia,135
1979,Haiti,135
1979,Central African Republic,135
1979,Benin,135
1979,Senegal,135
1979,Eritrea,135
1979,Middle East & North Africa (IDA & IBRD countries),135
1979,Mali,135
1979,Sierra Leone,135
1979,Togo,135
1979,"Congo, Dem. Rep.",135
1979,Equatorial Guinea,135
1979,Angola,135
1979,Africa Eastern and Southern,135
1979,Mozambique,135
1979,"Gambia, The",135
