Year,Country,Ease_of_Living_Rank
2002,United States,1
2002,Netherlands,2
2002,Denmark,3
2002,Switzerland,4
2002,Qatar,5
2002,Finland,6
2002,Norway,7
2002,Germany,8
2002,Australia,9
2002,Canada,10
2002,Belgium,11
2002,United Kingdom,12
2002,Ireland,13
2002,Sweden,14
2002,United Arab Emirates,15
2002,Iceland,16
2002,Japan,17
2002,Austria,18
2002,Singapore,19
2002,New Zealand,20
2002,France,22
2002,Israel,23
2002,Spain,24
2002,Bahrain,25
2002,Italy,26
2002,Kuwait,27
2002,Slovenia,29
2002,Greece,31
2002,Malta,32
2002,Cyprus,34
2002,Portugal,35
2002,Estonia,36
2002,Poland,37
2002,Hungary,38
2002,Chile,39
2002,Lithuania,41
2002,Saudi Arabia,42
2002,Malaysia,43
2002,Uruguay,44
2002,Latvia,45
2002,Croatia,46
2002,Bulgaria,47
2002,Panama,48
2002,Montenegro,49
2002,Argentina,50
2002,Mexico,51
2002,Costa Rica,52
2002,Thailand,53
2002,Lebanon,54
2002,South Africa,55
2002,Jordan,57
2002,Romania,58
2002,Tunisia,59
2002,Ukraine,61
2002,Brazil,63
2002,North Macedonia,64
2002,Mongolia,65
2002,Peru,66
2002,Serbia,67
2002,Armenia,68
2002,Kazakhstan,69
2002,Ecuador,70
2002,Algeria,71
2002,Belarus,74
2002,Colombia,75
2002,Philippines,76
2002,Moldova,77
2002,China,78
2002,Azerbaijan,79
2002,Georgia,81
2002,Morocco,82
2002,Indonesia,84
2002,Nicaragua,85
2002,India,86
2002,Pakistan,87
2002,Nepal,88
