Year,Country,Institutional_Rank
2002,Finland,1
2002,Denmark,2
2002,Switzerland,3
2002,Sweden,4
2002,Iceland,5
2002,Netherlands,6
2002,New Zealand,7
2002,Austria,8
2002,Norway,8
2002,Canada,9
2002,United Kingdom,10
2002,Singapore,11
2002,Australia,12
2002,Germany,13
2002,United States,14
2002,Ireland,15
2002,Belgium,16
2002,Spain,17
2002,Chile,19
2002,Portugal,20
2002,France,21
2002,Malta,22
2002,Cyprus,23
2002,Japan,24
2002,Israel,25
2002,Hungary,26
2002,Slovenia,27
2002,Estonia,28
2002,United Arab Emirates,30
2002,Italy,32
2002,Greece,33
2002,Uruguay,34
2002,Poland,35
2002,Bahrain,36
2002,Lithuania,38
2002,Costa Rica,39
2002,Malaysia,40
2002,Qatar,41
2002,Kuwait,42
2002,Latvia,44
2002,South Africa,45
2002,Thailand,46
2002,Croatia,47
2002,Bulgaria,48
2002,Mongolia,49
2002,Montenegro,50
2002,Tunisia,51
2002,Panama,52
2002,Brazil,53
2002,Jordan,54
2002,Mexico,55
2002,Saudi Arabia,56
2002,Morocco,57
2002,Romania,59
2002,India,60
2002,Philippines,61
2002,Lebanon,62
2002,Armenia,63
2002,Peru,64
2002,China,65
2002,Colombia,66
2002,Argentina,67
2002,North Macedonia,68
2002,Nepal,69
2002,Nicaragua,70
2002,Moldova,72
2002,Serbia,76
2002,Algeria,78
2002,Ecuador,79
2002,Ukraine,80
2002,Indonesia,81
2002,Pakistan,82
2002,Georgia,83
2002,Azerbaijan,84
2002,Kazakhstan,85
2002,Belarus,86
