Year,Country,Sustainability_Rank
2002,Qatar,1
2002,United Arab Emirates,2
2002,Kuwait,3
2002,Bahrain,4
2002,United States,5
2002,Australia,6
2002,Canada,7
2002,Saudi Arabia,8
2002,Ireland,9
2002,Belgium,11
2002,Netherlands,13
2002,Singapore,14
2002,Germany,16
2002,Japan,17
2002,United Kingdom,18
2002,Kazakhstan,19
2002,Israel,20
2002,Greece,22
2002,Estonia,24
2002,Denmark,25
2002,Cyprus,26
2002,Italy,27
2002,Finland,28
2002,Poland,29
2002,Ukraine,30
2002,Spain,32
2002,Malta,33
2002,Malaysia,35
2002,Slovenia,36
2002,South Africa,37
2002,Hungary,38
2002,France,39
2002,Austria,40
2002,Belarus,41
2002,Bulgaria,42
2002,Serbia,43
2002,New Zealand,44
2002,Portugal,45
2002,Jordan,46
2002,Lebanon,47
2002,Azerbaijan,48
2002,Switzerland,49
2002,Mongolia,50
2002,Algeria,51
2002,Romania,53
2002,Mexico,54
2002,North Macedonia,55
2002,Moldova,56
2002,Argentina,57
2002,Croatia,59
2002,Lithuania,60
2002,Sweden,63
2002,Tunisia,64
2002,Thailand,65
2002,Armenia,66
2002,Ecuador,67
2002,Morocco,68
2002,China,69
2002,Norway,70
2002,Latvia,71
2002,Chile,71
2002,Panama,72
2002,Montenegro,73
2002,Colombia,74
2002,Iceland,75
2002,Costa Rica,76
2002,Philippines,77
2002,Brazil,78
2002,Peru,79
2002,Uruguay,80
2002,Indonesia,81
2002,India,82
2002,Pakistan,84
2002,Georgia,85
2002,Nicaragua,86
2002,Nepal,87
