Year,Country,Economic_Rank
1993,Switzerland,1
1993,Japan,2
1993,Denmark,3
1993,United Arab Emirates,4
1993,United States,5
1993,Norway,6
1993,France,7
1993,Sweden,8
1993,Germany,9
1993,Belgium,10
1993,Finland,11
1993,Spain,12
1993,Austria,13
1993,Italy,14
1993,Ireland,15
1993,Iceland,16
1993,Netherlands,17
1993,Canada,18
1993,Australia,19
1993,Kuwait,20
1993,United Kingdom,21
1993,Qatar,22
1993,New Zealand,23
1993,Israel,24
1993,Bahrain,25
1993,Malta,26
1993,Croatia,28
1993,Latvia,29
1993,Saudi Arabia,30
1993,Singapore,31
1993,Greece,32
1993,Cyprus,33
1993,Lithuania,34
1993,Panama,35
1993,Slovenia,37
1993,Portugal,38
1993,Montenegro,39
1993,Malaysia,41
1993,Chile,42
1993,Azerbaijan,43
1993,Thailand,44
1993,Georgia,44
1993,Argentina,45
1993,Ukraine,46
1993,Hungary,47
1993,Poland,48
1993,Belarus,50
1993,Uruguay,51
1993,Mexico,53
1993,Algeria,54
1993,Kazakhstan,55
1993,North Macedonia,56
1993,Costa Rica,58
1993,Armenia,59
1993,Brazil,60
1993,South Africa,60
1993,Jordan,61
1993,Estonia,61
1993,Serbia,63
1993,Mongolia,64
1993,Lebanon,65
1993,Moldova,66
1993,Pakistan,67
1993,Philippines,68
1993,Tunisia,69
1993,Romania,70
1993,China,71
1993,Indonesia,72
1993,Nepal,73
1993,Bulgaria,74
1993,Ecuador,76
1993,Colombia,77
1993,Morocco,78
1993,Nicaragua,79
1993,India,82
1993,Peru,84
