Year,Country,Institutional_Rank
1993,Switzerland,1
1993,Austria,2
1993,New Zealand,3
1993,France,4
1993,Denmark,5
1993,United States,6
1993,Australia,7
1993,United Kingdom,8
1993,Israel,9
1993,Finland,10
1993,Germany,11
1993,Iceland,12
1993,Hungary,13
1993,Norway,14
1993,Lithuania,15
1993,Uruguay,18
1993,Portugal,19
1993,Italy,20
1993,Sweden,21
1993,Slovenia,22
1993,Netherlands,23
1993,Japan,25
1993,Mongolia,26
1993,India,27
1993,Singapore,28
1993,Jordan,29
1993,Canada,30
1993,Nicaragua,31
1993,Greece,32
1993,Cyprus,33
1993,Belgium,34
1993,Bahrain,35
1993,Panama,36
1993,Bulgaria,38
1993,Poland,39
1993,Costa Rica,40
1993,Ireland,41
1993,Romania,42
1993,Brazil,44
1993,Argentina,45
1993,Qatar,46
1993,Lebanon,47
1993,Mexico,48
1993,Chile,49
1993,Kuwait,50
1993,Malta,50
1993,Moldova,51
1993,China,52
1993,Malaysia,53
1993,United Arab Emirates,54
1993,Morocco,55
1993,Azerbaijan,56
1993,Nepal,57
1993,Belarus,58
1993,Thailand,59
1993,Tunisia,60
1993,Spain,61
1993,Latvia,62
1993,North Macedonia,63
1993,Montenegro,65
1993,Philippines,66
1993,Saudi Arabia,67
1993,Ecuador,69
1993,Indonesia,70
1993,Pakistan,71
1993,Colombia,72
1993,Croatia,73
1993,Estonia,74
1993,Armenia,77
1993,Peru,78
1993,Kazakhstan,80
1993,South Africa,81
1993,Algeria,82
1993,Ukraine,83
1993,Serbia,84
1993,Georgia,86
