Year,Country,Sustainability_Rank
1993,Qatar,1
1993,United Arab Emirates,2
1993,Bahrain,3
1993,Kuwait,4
1993,United States,5
1993,Australia,6
1993,Kazakhstan,7
1993,Saudi Arabia,10
1993,Estonia,11
1993,Canada,12
1993,Singapore,13
1993,Belgium,14
1993,Germany,15
1993,Netherlands,16
1993,Denmark,17
1993,Ukraine,18
1993,United Kingdom,19
1993,Ireland,20
1993,Japan,21
1993,Poland,22
1993,Malta,26
1993,Belarus,28
1993,Cyprus,29
1993,Israel,30
1993,Bulgaria,31
1993,Italy,32
1993,Greece,32
1993,Azerbaijan,33
1993,Finland,34
1993,Moldova,35
1993,Hungary,36
1993,Mongolia,37
1993,Slovenia,38
1993,France,39
1993,Spain,40
1993,Romania,41
1993,Switzerland,43
1993,Lithuania,44
1993,Malaysia,45
1993,Austria,46
1993,South Africa,47
1993,Algeria,47
1993,Jordan,47
1993,Serbia,48
1993,Lebanon,49
1993,North Macedonia,50
1993,New Zealand,51
1993,Argentina,52
1993,Mexico,53
1993,Sweden,55
1993,Portugal,56
1993,Latvia,57
1993,Tunisia,59
1993,Armenia,60
1993,Georgia,61
1993,Croatia,63
1993,Ecuador,64
1993,Iceland,65
1993,Morocco,66
1993,Thailand,67
1993,Norway,68
1993,China,69
1993,Colombia,70
1993,Chile,71
1993,Montenegro,72
1993,Costa Rica,73
1993,Panama,74
1993,Peru,75
1993,Uruguay,76
1993,Brazil,77
1993,Philippines,78
1993,India,79
1993,Pakistan,80
1993,Indonesia,81
1993,Nicaragua,83
1993,Nepal,84
