Year,Country,Quality_of_Life_Rank
1977,Sweden,1
1977,Greece,2
1977,Denmark,3
1977,North America,4
1977,Iceland,5
1977,Australia,6
1977,Belgium,7
1977,Canada,7
1977,Israel,8
1977,United States,9
1977,United Kingdom,10
1977,Post-demographic dividend,11
1977,Puerto Rico,12
1977,Norway,13
1977,Switzerland,14
1977,Japan,15
1977,France,16
1977,Sint Maarten (Dutch part),17
1977,Euro area,18
1977,Singapore,19
1977,Ireland,20
1977,Channel Islands,21
1977,Bulgaria,22
1977,Austria,23
1977,Germany,24
1977,Finland,25
1977,Spain,27
1977,Hungary,28
1977,Italy,28
1977,Cuba,29
1977,Poland,32
1977,New Zealand,33
1977,European Union,33
1977,OECD members,34
1977,Portugal,35
1977,Romania,36
1977,Montenegro,37
1977,Netherlands,38
1977,Barbados,39
1977,Lithuania,40
1977,Bermuda,41
1977,Grenada,42
1977,Aruba,43
1977,Uruguay,44
1977,Georgia,45
1977,Slovenia,46
1977,Bahrain,47
1977,Serbia,48
1977,Gibraltar,49
1977,Costa Rica,50
1977,High income,50
1977,Croatia,51
1977,Malta,52
1977,Kuwait,53
1977,St. Martin (French part),54
1977,Luxembourg,55
1977,Cyprus,56
1977,Latvia,57
1977,Trinidad and Tobago,58
1977,Central Europe and the Baltics,59
1977,Antigua and Barbuda,60
1977,Europe & Central Asia (IDA & IBRD countries),61
1977,Qatar,63
1977,Curacao,64
1977,North Macedonia,65
1977,"Bahamas, The",66
1977,Europe & Central Asia,67
1977,Guam,68
1977,Dominica,70
1977,St. Vincent and the Grenadines,70
1977,Brunei Darussalam,70
1977,British Virgin Islands,71
1977,Belarus,71
1977,Estonia,71
1977,Chile,72
1977,Turks and Caicos Islands,74
1977,St. Kitts and Nevis,75
1977,Argentina,76
1977,Jamaica,77
1977,Colombia,78
1977,Tajikistan,79
1977,Albania,81
1977,Tonga,82
1977,Kosovo,82
1977,Caribbean small states,83
1977,Ukraine,84
1977,Malaysia,84
1977,New Caledonia,84
1977,St. Lucia,85
1977,Jordan,86
1977,Armenia,87
1977,United Arab Emirates,88
1977,Sri Lanka,89
1977,Virgin Islands (U.S.),91
1977,Mauritius,92
1977,Paraguay,93
1977,French Polynesia,94
1977,Isle of Man,96
1977,Moldova,97
1977,Europe & Central Asia (excluding high income),98
1977,Suriname,99
1977,Belize,100
1977,East Asia & Pacific,101
1977,China,102
1977,Tunisia,103
1977,World,104
1977,Panama,105
1977,Mexico,106
1977,Iraq,109
1977,Samoa,110
1977,"Korea, Dem. People's Rep.",111
1977,Kazakhstan,112
1977,Late-demographic dividend,113
1977,Tuvalu,114
1977,Upper middle income,115
1977,Uzbekistan,115
1977,"Micronesia, Fed. Sts.",116
1977,Libya,117
1977,Turkmenistan,118
1977,Thailand,119
1977,Latin America & Caribbean (excluding high income),120
1977,Latin America & the Caribbean (IDA & IBRD countries),121
1977,Fiji,122
1977,Ecuador,123
1977,Latin America & Caribbean,124
1977,Botswana,125
1977,East Asia & Pacific (excluding high income),126
1977,East Asia & Pacific (IDA & IBRD countries),127
1977,Dominican Republic,128
1977,Zambia,129
1977,Zimbabwe,130
1977,Cabo Verde,131
1977,Philippines,132
1977,Vanuatu,133
1977,Brazil,134
1977,Guyana,135
1977,Sudan,136
1977,Solomon Islands,137
1977,Nauru,138
1977,Pacific island small states,139
1977,IDA blend,140
1977,Kyrgyz Republic,141
1977,IDA & IBRD total,142
1977,Honduras,143
1977,Small states,144
1977,Lebanon,145
1977,Eswatini,146
1977,Kiribati,147
1977,IBRD only,148
1977,Marshall Islands,149
1977,Morocco,150
1977,"Yemen, Rep.",151
1977,South Africa,152
1977,Haiti,153
1977,Djibouti,155
1977,Fragile and conflict affected situations,156
1977,Lower middle income,156
1977,Lesotho,156
1977,Azerbaijan,157
1977,Maldives,158
1977,Bolivia,159
1977,Saudi Arabia,160
1977,Sao Tome and Principe,161
1977,Other small states,162
1977,Middle income,163
1977,Peru,164
1977,Guatemala,165
1977,India,166
1977,"Congo, Rep.",167
1977,Kenya,168
1977,IDA total,169
1977,IDA only,170
1977,"Gambia, The",171
1977,Guinea,171
1977,Guinea-Bissau,172
1977,Low & middle income,173
1977,Indonesia,173
1977,Gabon,174
1977,Nicaragua,175
1977,Ghana,177
1977,Early-demographic dividend,178
1977,Central African Republic,179
1977,Pakistan,180
1977,Comoros,181
1977,Bhutan,182
1977,Cameroon,183
1977,Namibia,184
1977,El Salvador,185
1977,Myanmar,186
1977,Arab World,187
1977,Oman,188
1977,Burkina Faso,189
1977,South Asia,190
1977,Middle East & North Africa (IDA & IBRD countries),191
1977,Cambodia,192
1977,Sub-Saharan Africa (IDA & IBRD countries),193
1977,Bangladesh,195
1977,Middle East & North Africa,196
1977,Middle East & North Africa (excluding high income),197
1977,Mongolia,198
1977,Papua New Guinea,199
1977,Mauritania,200
1977,South Asia (IDA & IBRD),201
1977,Madagascar,202
1977,Timor-Leste,203
1977,Tanzania,204
1977,Lao PDR,204
1977,Low income,205
1977,Least developed countries: UN classification,206
1977,Uganda,207
1977,"Congo, Dem. Rep.",208
1977,Burundi,208
1977,Liberia,208
1977,Nigeria,208
1977,Heavily indebted poor countries (HIPC),208
1977,Sub-Saharan Africa (excluding high income),209
1977,Chad,210
1977,Somalia,211
1977,Nepal,211
1977,Ethiopia,212
1977,Malawi,212
