Year,Country,Ease_of_Living_Rank
1977,Sweden,1
1977,Switzerland,2
1977,Belgium,3
1977,Puerto Rico,4
1977,Germany,5
1977,United States,6
1977,Denmark,7
1977,United Kingdom,8
1977,Slovenia,9
1977,Norway,10
1977,Canada,11
1977,Netherlands,12
1977,Euro area,13
1977,United Arab Emirates,14
1977,North America,15
1977,Cuba,16
1977,Israel,17
1977,Australia,18
1977,Japan,19
1977,Kuwait,19
1977,France,20
1977,Iceland,21
1977,Sint Maarten (Dutch part),23
1977,Poland,24
1977,Italy,25
1977,Croatia,26
1977,OECD members,27
1977,Singapore,28
1977,Latvia,29
1977,Post-demographic dividend,30
1977,Bermuda,31
1977,Montenegro,31
1977,Tajikistan,32
1977,Europe & Central Asia (IDA & IBRD countries),33
1977,Finland,34
1977,Bulgaria,34
1977,Europe & Central Asia,34
1977,Lithuania,35
1977,New Zealand,36
1977,Austria,37
1977,Channel Islands,37
1977,Dominica,38
1977,Belarus,39
1977,Romania,40
1977,European Union,42
1977,Estonia,43
1977,Argentina,44
1977,Bahrain,45
1977,Barbados,46
1977,British Virgin Islands,46
1977,High income,47
1977,Greece,49
1977,Portugal,50
1977,Brunei Darussalam,51
1977,Serbia,52
1977,Guam,53
1977,Kosovo,54
1977,Malta,55
1977,Qatar,55
1977,Gibraltar,56
1977,Antigua and Barbuda,56
1977,Aruba,57
1977,Spain,58
1977,Hungary,60
1977,Grenada,61
1977,Costa Rica,62
1977,St. Vincent and the Grenadines,63
1977,"Bahamas, The",64
1977,North Macedonia,65
1977,Suriname,66
1977,Jamaica,67
1977,Georgia,68
1977,Cyprus,69
1977,Uruguay,70
1977,Trinidad and Tobago,71
1977,St. Martin (French part),72
1977,Luxembourg,73
1977,St. Kitts and Nevis,74
1977,Curacao,75
1977,Armenia,76
1977,Central Europe and the Baltics,77
1977,Turks and Caicos Islands,78
1977,Ireland,79
1977,Belize,80
1977,New Caledonia,82
1977,Caribbean small states,83
1977,Albania,84
1977,Ukraine,85
1977,Colombia,86
1977,Malaysia,87
1977,St. Lucia,88
1977,Tonga,89
1977,"Korea, Dem. People's Rep.",90
1977,Chile,91
1977,French Polynesia,91
1977,Mexico,92
1977,Europe & Central Asia (excluding high income),93
1977,Virgin Islands (U.S.),94
1977,Paraguay,95
1977,Isle of Man,99
1977,Panama,101
1977,China,102
1977,Sri Lanka,103
1977,Moldova,104
1977,Mauritius,105
1977,Late-demographic dividend,106
1977,Tunisia,107
1977,East Asia & Pacific,108
1977,Samoa,109
1977,Libya,110
1977,Upper middle income,111
1977,Latin America & Caribbean (excluding high income),112
1977,Solomon Islands,113
1977,World,114
