Year,Country,Economic_Rank
1977,United Arab Emirates,1
1977,Tajikistan,3
1977,Switzerland,4
1977,Slovenia,5
1977,Solomon Islands,5
1977,Small states,5
1977,Late-demographic dividend,6
1977,Kosovo,7
1977,Lao PDR,7
1977,"Korea, Dem. People's Rep.",7
1977,Kyrgyz Republic,7
1977,Sub-Saharan Africa,8
1977,Sub-Saharan Africa (excluding high income),8
1977,Sudan,8
1977,Suriname,8
1977,Sub-Saharan Africa (IDA & IBRD countries),8
1977,Kuwait,9
1977,Sweden,10
1977,Puerto Rico,11
1977,Qatar,12
1977,Belgium,13
1977,Germany,14
1977,Netherlands,15
1977,Croatia,16
1977,Poland,17
1977,Bermuda,18
1977,Benin,19
1977,Belize,19
1977,Estonia,20
1977,Europe & Central Asia (IDA & IBRD countries),21
1977,Eswatini,21
1977,Euro area,21
1977,Ethiopia,21
1977,Eritrea,21
1977,Europe & Central Asia,21
1977,Cuba,22
1977,Latin America & Caribbean,24
1977,Latin America & the Caribbean (IDA & IBRD countries),25
1977,Latin America & Caribbean (excluding high income),25
1977,Latvia,26
1977,Least developed countries: UN classification,27
1977,Lithuania,28
1977,Libya,30
1977,Low & middle income,30
1977,Lesotho,31
1977,Liberia,32
1977,Lebanon,33
1977,Ghana,34
1977,Upper middle income,35
1977,Low income,36
1977,Lower middle income,36
1977,United States,37
1977,Montenegro,38
1977,Bahrain,39
1977,Djibouti,40
1977,Dominica,40
1977,Dominican Republic,40
1977,Bangladesh,41
1977,Senegal,42
1977,Sao Tome and Principe,42
1977,Early-demographic dividend,43
1977,Iceland,45
1977,Rwanda,47
1977,Samoa,47
1977,New Zealand,48
1977,Israel,49
1977,Antigua and Barbuda,50
1977,Arab World,50
1977,Saudi Arabia,51
1977,Denmark,52
1977,IDA only,53
1977,IDA total,54
1977,OECD members,55
1977,Oman,55
1977,Canada,56
1977,Sierra Leone,57
1977,Sint Maarten (Dutch part),57
1977,Cameroon,58
1977,Cambodia,58
1977,Singapore,59
1977,Argentina,60
1977,Central African Republic,61
1977,Caribbean small states,61
1977,Norway,62
1977,Bhutan,63
1977,Austria,64
1977,High income,65
1977,Honduras,65
1977,Haiti,66
1977,Heavily indebted poor countries (HIPC),66
1977,Guyana,66
1977,New Caledonia,67
1977,Bolivia,68
1977,Botswana,69
1977,Serbia,71
1977,"Bahamas, The",72
1977,Burundi,73
1977,Cabo Verde,73
1977,British Virgin Islands,74
1977,Brazil,75
1977,Burkina Faso,76
1977,Brunei Darussalam,77
1977,Barbados,78
1977,North Macedonia,79
1977,Bulgaria,80
1977,North America,81
1977,Romania,82
1977,Azerbaijan,83
1977,Kazakhstan,85
1977,Aruba,86
1977,Jamaica,87
1977,Italy,88
1977,Australia,89
1977,Belarus,90
1977,Armenia,91
1977,United Kingdom,92
1977,Kenya,93
1977,Kiribati,93
1977,France,94
1977,French Polynesia,95
1977,Japan,96
1977,Malta,97
1977,Panama,98
1977,Marshall Islands,99
1977,Mali,99
1977,Mongolia,100
1977,Europe & Central Asia (excluding high income),101
1977,European Union,102
1977,Fragile and conflict affected situations,102
1977,Fiji,102
1977,Uganda,103
1977,Tuvalu,103
1977,Peru,105
1977,Papua New Guinea,106
1977,Paraguay,107
1977,"Yemen, Rep.",108
1977,Virgin Islands (U.S.),108
1977,World,108
1977,Zambia,108
1977,Zimbabwe,108
1977,Gibraltar,109
1977,Guam,109
