Year,Country,Institutional_Rank
1977,Indonesia,1
1977,Norway,2
1977,United Kingdom,3
1977,France,4
1977,South Africa,5
1977,Belarus,7
1977,Japan,8
1977,India,9
1977,Sweden,10
1977,Guam,11
1977,British Virgin Islands,13
1977,Dominica,14
1977,Brunei Darussalam,14
1977,St. Vincent and the Grenadines,14
1977,Germany,15
1977,Canada,16
1977,Italy,17
1977,Denmark,18
1977,Algeria,20
1977,Morocco,21
1977,Puerto Rico,22
1977,United States,23
1977,Nicaragua,24
1977,Argentina,25
1977,Mexico,26
1977,Finland,27
1977,Slovenia,29
1977,Netherlands,30
1977,Channel Islands,31
1977,Philippines,33
1977,Australia,34
1977,Europe & Central Asia,35
1977,Switzerland,36
1977,Jamaica,37
1977,European Union,38
1977,Gibraltar,39
1977,Belgium,40
1977,St. Kitts and Nevis,41
1977,OECD members,42
1977,Albania,43
1977,Montenegro,44
1977,North America,45
1977,Romania,46
1977,Turks and Caicos Islands,47
1977,Tonga,48
1977,Kosovo,48
1977,High income,49
1977,Cuba,50
1977,Malta,51
1977,Euro area,52
1977,Post-demographic dividend,53
1977,New Zealand,54
1977,Europe & Central Asia (IDA & IBRD countries),55
1977,Tajikistan,56
1977,Estonia,57
1977,Sint Maarten (Dutch part),58
1977,"Bahamas, The",59
1977,Bahrain,60
1977,Armenia,61
1977,Singapore,62
1977,Israel,63
1977,Ecuador,64
1977,Kuwait,65
1977,Barbados,66
1977,Costa Rica,67
1977,Portugal,68
1977,Grenada,69
1977,St. Lucia,71
1977,North Macedonia,73
1977,Thailand,74
1977,Mauritius,75
1977,Croatia,76
1977,Nepal,78
1977,Iceland,79
1977,Antigua and Barbuda,80
1977,St. Martin (French part),82
1977,Serbia,83
1977,Caribbean small states,84
1977,Latvia,85
1977,Aruba,86
1977,French Polynesia,87
1977,Peru,88
1977,Uruguay,89
1977,New Caledonia,90
1977,Trinidad and Tobago,91
1977,East Asia & Pacific,92
1977,Austria,93
1977,Luxembourg,95
1977,Malaysia,96
1977,Bulgaria,98
1977,Ukraine,99
1977,Panama,100
1977,Cyprus,101
1977,Colombia,102
1977,Central Europe and the Baltics,103
1977,Georgia,104
1977,Poland,105
1977,Virgin Islands (U.S.),106
1977,Lithuania,107
1977,Europe & Central Asia (excluding high income),109
1977,Curacao,110
1977,Paraguay,111
1977,Sri Lanka,112
1977,Isle of Man,113
1977,Belize,114
1977,Suriname,115
1977,Moldova,116
1977,Bermuda,117
1977,Hungary,118
1977,China,119
1977,Spain,120
1977,Chile,121
1977,Pakistan,122
1977,Haiti,123
1977,"Yemen, Rep.",123
1977,Middle East & North Africa (excluding high income),124
1977,Papua New Guinea,124
1977,El Salvador,124
1977,Senegal,124
1977,Oman,124
1977,Africa Eastern and Southern,124
1977,Benin,124
1977,Liberia,124
1977,Eritrea,124
1977,Burkina Faso,124
1977,Ethiopia,124
1977,Low income,124
1977,Least developed countries: UN classification,124
1977,Cambodia,124
1977,Heavily indebted poor countries (HIPC),124
1977,Bangladesh,124
1977,Myanmar,124
1977,Rwanda,124
1977,Pre-demographic dividend,124
1977,Sierra Leone,124
1977,Angola,124
1977,Arab World,124
1977,Equatorial Guinea,124
1977,Mozambique,124
1977,Somalia,124
1977,Chad,124
1977,Togo,124
1977,"Congo, Dem. Rep.",124
1977,Tanzania,124
1977,Timor-Leste,124
1977,South Asia,124
1977,South Sudan,124
1977,Malawi,124
1977,Nigeria,124
1977,Mali,124
1977,Mauritania,124
1977,Uganda,124
1977,Madagascar,124
1977,South Asia (IDA & IBRD),124
1977,Middle East & North Africa,124
1977,Middle East & North Africa (IDA & IBRD countries),124
