Year,Country,Ease_of_Living_Rank
2013,Norway,1
2013,Switzerland,2
2013,Australia,3
2013,Denmark,4
2013,New Zealand,5
2013,Singapore,6
2013,Canada,7
2013,Japan,8
2013,Finland,9
2013,Sweden,10
2013,Ireland,11
2013,Netherlands,12
2013,Belgium,13
2013,Bahrain,14
2013,United Kingdom,15
2013,Qatar,16
2013,Iceland,17
2013,Germany,18
2013,Austria,19
2013,United States,20
2013,France,22
2013,Israel,23
2013,Cyprus,25
2013,United Arab Emirates,26
2013,Malta,27
2013,Italy,28
2013,Slovenia,30
2013,Estonia,31
2013,Spain,32
2013,Kuwait,33
2013,Greece,34
2013,Saudi Arabia,36
2013,Portugal,37
2013,Chile,38
2013,Armenia,39
2013,Poland,41
2013,Uruguay,42
2013,Lithuania,43
2013,Latvia,44
2013,Croatia,45
2013,Hungary,46
2013,Costa Rica,47
2013,Malaysia,48
2013,Argentina,49
2013,Kazakhstan,52
2013,Montenegro,53
2013,South Africa,54
2013,Romania,55
2013,Lebanon,56
2013,Panama,57
2013,Bulgaria,58
2013,Azerbaijan,59
2013,Jordan,60
2013,Mongolia,61
2013,Georgia,62
2013,Brazil,63
2013,China,64
2013,Serbia,65
2013,Mexico,66
2013,Thailand,67
2013,Colombia,70
2013,Belarus,71
2013,North Macedonia,72
2013,Tunisia,73
2013,Ukraine,74
2013,Peru,75
2013,Ecuador,76
2013,Moldova,77
2013,Algeria,78
2013,Philippines,79
2013,Morocco,80
2013,Indonesia,81
2013,Nicaragua,82
2013,India,85
2013,Nepal,87
2013,Pakistan,88
