Year,Country,Economic_Rank
2013,Norway,1
2013,Switzerland,2
2013,Australia,3
2013,Bahrain,4
2013,Denmark,5
2013,Japan,6
2013,Iceland,7
2013,New Zealand,8
2013,Sweden,9
2013,Ireland,10
2013,Singapore,11
2013,Finland,12
2013,Belgium,13
2013,Canada,14
2013,France,15
2013,United Kingdom,16
2013,Netherlands,17
2013,Armenia,18
2013,Austria,19
2013,Italy,20
2013,Qatar,21
2013,Cyprus,22
2013,Germany,23
2013,Israel,24
2013,United States,27
2013,Greece,28
2013,Kuwait,29
2013,Malta,30
2013,United Arab Emirates,31
2013,Spain,32
2013,Slovenia,33
2013,Uruguay,35
2013,Saudi Arabia,36
2013,Azerbaijan,37
2013,Portugal,38
2013,Lebanon,39
2013,Croatia,40
2013,Argentina,41
2013,Costa Rica,42
2013,Estonia,43
2013,Nicaragua,44
2013,Chile,46
2013,Mongolia,47
2013,Brazil,48
2013,China,50
2013,Latvia,51
2013,Jordan,53
2013,Kazakhstan,54
2013,Lithuania,55
2013,Montenegro,56
2013,South Africa,58
2013,Hungary,59
2013,Panama,61
2013,Colombia,62
2013,Malaysia,63
2013,Thailand,64
2013,Mexico,65
2013,Poland,66
2013,Georgia,67
2013,Bulgaria,68
2013,Romania,68
2013,Morocco,70
2013,Serbia,71
2013,Philippines,72
2013,Belarus,73
2013,Indonesia,74
2013,Tunisia,75
2013,Peru,76
2013,Ecuador,77
2013,Ukraine,78
2013,Moldova,79
2013,North Macedonia,82
2013,Algeria,84
2013,Nepal,85
2013,Pakistan,86
2013,India,87
