Year,Country,Institutional_Rank
2013,Finland,1
2013,Denmark,2
2013,Norway,3
2013,Sweden,4
2013,New Zealand,5
2013,Switzerland,6
2013,Singapore,7
2013,Netherlands,8
2013,Canada,9
2013,Australia,10
2013,Austria,11
2013,United Kingdom,13
2013,Germany,14
2013,Ireland,15
2013,Iceland,16
2013,Belgium,17
2013,Japan,18
2013,United States,19
2013,France,20
2013,Chile,21
2013,Malta,22
2013,Estonia,23
2013,Cyprus,24
2013,Portugal,25
2013,Spain,26
2013,Israel,27
2013,Qatar,28
2013,Slovenia,29
2013,United Arab Emirates,32
2013,Lithuania,33
2013,Poland,34
2013,Uruguay,36
2013,Latvia,37
2013,Hungary,38
2013,Costa Rica,39
2013,Malaysia,41
2013,Italy,42
2013,Croatia,43
2013,Greece,44
2013,Georgia,45
2013,Bahrain,46
2013,South Africa,47
2013,Romania,48
2013,Jordan,50
2013,Kuwait,51
2013,Montenegro,52
2013,Panama,53
2013,Bulgaria,54
2013,Saudi Arabia,55
2013,Brazil,56
2013,North Macedonia,57
2013,Thailand,58
2013,Tunisia,59
2013,Mexico,60
2013,Armenia,61
2013,Serbia,62
2013,Colombia,63
2013,Philippines,64
2013,India,66
2013,Morocco,67
2013,Peru,68
2013,Mongolia,69
2013,Moldova,70
2013,China,71
2013,Indonesia,72
2013,Argentina,74
2013,Lebanon,75
2013,Ecuador,76
2013,Nicaragua,77
2013,Algeria,78
2013,Azerbaijan,79
2013,Kazakhstan,80
2013,Nepal,83
2013,Ukraine,84
2013,Belarus,85
2013,Pakistan,86
