Year,Country,Sustainability_Rank
1984,Australia,1
1984,Canada,2
1984,Austria,3
1984,Bermuda,4
1984,Gibraltar,5
1984,Bahrain,6
1984,Sweden,7
1984,Belgium,8
1984,United Kingdom,9
1984,Channel Islands,10
1984,Qatar,11
1984,Israel,12
1984,France,13
1984,Iceland,14
1984,United States,15
1984,Singapore,16
1984,OECD members,17
1984,Hungary,19
1984,Kuwait,20
1984,European Union,21
1984,Spain,22
1984,Sint Maarten (Dutch part),23
1984,Ukraine,24
1984,Costa Rica,25
1984,Switzerland,26
1984,Uruguay,27
1984,Japan,28
1984,Euro area,29
1984,Argentina,30
1984,Puerto Rico,31
1984,Norway,32
1984,Croatia,33
1984,Aruba,34
1984,Finland,35
1984,Greece,36
1984,Netherlands,37
1984,Germany,38
1984,Poland,39
1984,Post-demographic dividend,40
1984,High income,41
1984,Bulgaria,42
1984,Kazakhstan,43
1984,Philippines,44
1984,Luxembourg,45
1984,Romania,46
1984,New Zealand,47
1984,Montenegro,48
1984,Denmark,49
1984,Armenia,51
1984,Georgia,53
1984,Slovenia,54
1984,British Virgin Islands,55
1984,Seychelles,56
1984,Cuba,57
1984,Italy,58
1984,Grenada,59
1984,Lithuania,60
1984,Portugal,64
1984,Barbados,65
1984,Dominica,66
1984,Suriname,67
1984,Moldova,68
1984,Europe & Central Asia,69
1984,Belarus,70
1984,China,71
1984,North Macedonia,72
1984,St. Kitts and Nevis,73
1984,Caribbean small states,73
1984,North America,74
1984,Malta,75
1984,Trinidad and Tobago,76
1984,Guam,77
1984,Brunei Darussalam,78
1984,Saudi Arabia,79
1984,Malaysia,80
1984,French Polynesia,81
1984,Kosovo,82
1984,Antigua and Barbuda,83
1984,Central Europe and the Baltics,84
1984,East Asia & Pacific,85
1984,Estonia,87
1984,St. Lucia,88
1984,Virgin Islands (U.S.),89
1984,St. Martin (French part),90
1984,East Asia & Pacific (excluding high income),91
1984,Europe & Central Asia (excluding high income),92
1984,Cyprus,93
1984,Ecuador,94
1984,Isle of Man,95
1984,"Bahamas, The",95
1984,Albania,96
1984,Serbia,98
1984,Latvia,99
1984,Europe & Central Asia (IDA & IBRD countries),100
1984,Jamaica,101
1984,Chile,102
1984,St. Vincent and the Grenadines,103
1984,Small states,104
1984,Jordan,105
1984,Ireland,106
1984,Brazil,107
1984,Sri Lanka,108
1984,South Asia (IDA & IBRD),111
1984,Curacao,112
1984,Greenland,113
1984,Oman,114
1984,Cabo Verde,115
1984,East Asia & Pacific (IDA & IBRD countries),116
1984,Latin America & Caribbean (excluding high income),116
1984,South Asia,117
1984,Tonga,118
1984,Vanuatu,119
1984,Dominican Republic,120
1984,Fiji,120
1984,Libya,121
1984,Other small states,122
1984,Late-demographic dividend,123
1984,World,124
1984,Solomon Islands,125
1984,Colombia,126
1984,Panama,127
1984,South Africa,128
1984,Mauritius,129
1984,Tajikistan,130
1984,Tunisia,131
1984,Belize,132
1984,Turks and Caicos Islands,134
1984,Paraguay,135
1984,Mexico,136
1984,Uzbekistan,137
1984,Upper middle income,138
1984,"Micronesia, Fed. Sts.",139
1984,Pacific island small states,139
1984,Botswana,140
1984,Samoa,141
1984,Latin America & the Caribbean (IDA & IBRD countries),142
1984,United Arab Emirates,143
1984,Latin America & Caribbean,144
1984,"Korea, Dem. People's Rep.",145
1984,Thailand,146
1984,New Caledonia,147
1984,Lebanon,148
1984,Kyrgyz Republic,149
1984,Guatemala,150
1984,IDA & IBRD total,151
1984,Tuvalu,152
1984,IBRD only,153
1984,Kenya,154
1984,Arab World,155
1984,Middle East & North Africa (IDA & IBRD countries),156
1984,Nauru,157
1984,Middle income,158
1984,Guyana,159
1984,Honduras,161
1984,Turkmenistan,162
1984,Middle East & North Africa (excluding high income),163
1984,Iraq,163
1984,Indonesia,164
1984,"Congo, Rep.",165
1984,Low & middle income,165
1984,Kiribati,166
1984,Eswatini,167
1984,Madagascar,168
1984,Lesotho,169
1984,Central African Republic,170
1984,Zambia,171
1984,Gabon,173
1984,Middle East & North Africa,174
1984,"Yemen, Rep.",175
1984,Marshall Islands,176
1984,Zimbabwe,177
1984,Azerbaijan,178
1984,Equatorial Guinea,179
1984,Djibouti,179
1984,Nicaragua,180
1984,Malawi,181
1984,Africa Eastern and Southern,181
1984,Mozambique,181
1984,Ghana,181
1984,Africa Western and Central,181
1984,Ethiopia,181
1984,Mali,181
1984,Rwanda,181
1984,Sierra Leone,181
1984,Uganda,181
1984,Pre-demographic dividend,181
1984,Niger,181
1984,Burkina Faso,181
1984,Low income,181
1984,Somalia,181
1984,Togo,181
1984,Tanzania,181
1984,Nigeria,181
1984,Guinea-Bissau,181
1984,Myanmar,181
1984,South Sudan,181
1984,Burundi,181
1984,Timor-Leste,181
1984,Mauritania,181
1984,Chad,181
1984,Sudan,181
1984,Least developed countries: UN classification,181
1984,Angola,181
1984,Cambodia,181
1984,Sub-Saharan Africa (excluding high income),181
1984,Liberia,181
1984,Sub-Saharan Africa,181
1984,Sub-Saharan Africa (IDA & IBRD countries),181
1984,Benin,181
1984,Afghanistan,181
1984,Papua New Guinea,181
1984,Senegal,181
1984,Haiti,182
1984,"Congo, Dem. Rep.",183
1984,Heavily indebted poor countries (HIPC),184
1984,Peru,185
1984,Comoros,186
1984,IDA only,187
1984,"Gambia, The",187
1984,El Salvador,188
1984,Bangladesh,189
1984,Cameroon,190
1984,IDA blend,190
1984,IDA total,191
1984,Fragile and conflict affected situations,191
1984,Lao PDR,192
1984,Guinea,192
1984,Bolivia,193
1984,Algeria,194
1984,Eritrea,196
1984,Lower middle income,197
1984,Early-demographic dividend,197
1984,Maldives,198
1984,Bhutan,199
1984,Namibia,200
1984,Sao Tome and Principe,200
1984,Mongolia,201
1984,Pakistan,202
1984,India,203
1984,Nepal,204
1984,Morocco,205
