Year,Country,Institutional_Rank
1984,Switzerland,1
1984,Japan,2
1984,Mongolia,3
1984,Germany,4
1984,Indonesia,5
1984,Israel,6
1984,Norway,7
1984,Gibraltar,8
1984,Peru,10
1984,Netherlands,11
1984,Armenia,12
1984,Brunei Darussalam,13
1984,East Asia & Pacific,15
1984,Algeria,16
1984,Austria,17
1984,Montenegro,18
1984,"Bahamas, The",19
1984,Isle of Man,19
1984,East Asia & Pacific (excluding high income),20
1984,Pakistan,21
1984,Puerto Rico,22
1984,India,23
1984,France,24
1984,Australia,26
1984,Euro area,27
1984,Finland,28
1984,Romania,29
1984,Caribbean small states,30
1984,St. Kitts and Nevis,30
1984,Iceland,31
1984,Channel Islands,32
1984,Morocco,33
1984,Bahrain,34
1984,Luxembourg,35
1984,Cuba,36
1984,Ukraine,37
1984,South Africa,38
1984,Italy,39
1984,Nepal,40
1984,Spain,41
1984,Barbados,42
1984,Belgium,44
1984,Lithuania,45
1984,Bermuda,46
1984,Oman,47
1984,Kuwait,48
1984,North Macedonia,49
1984,Small states,50
1984,Post-demographic dividend,51
1984,European Union,52
1984,Turks and Caicos Islands,53
1984,Paraguay,54
1984,Jamaica,55
1984,High income,56
1984,United States,57
1984,Ireland,58
1984,OECD members,59
1984,Philippines,60
1984,Qatar,61
1984,Singapore,62
1984,Canada,63
1984,Aruba,64
1984,Europe & Central Asia (excluding high income),65
1984,Slovenia,66
1984,Argentina,67
1984,Grenada,68
1984,Sint Maarten (Dutch part),69
1984,Panama,70
1984,Latvia,71
1984,Seychelles,72
1984,St. Martin (French part),73
1984,Cyprus,74
1984,Poland,75
1984,Malaysia,76
1984,Dominican Republic,77
1984,Fiji,77
1984,North America,78
1984,St. Vincent and the Grenadines,79
1984,British Virgin Islands,80
1984,Botswana,81
1984,Costa Rica,82
1984,Europe & Central Asia,83
1984,Albania,84
1984,Moldova,85
1984,United Kingdom,86
1984,Tunisia,87
1984,Latin America & the Caribbean (IDA & IBRD countries),88
1984,South Asia (IDA & IBRD),89
1984,Serbia,90
1984,Tajikistan,92
1984,Belize,93
1984,Kosovo,94
1984,Tonga,95
1984,Libya,96
1984,Brazil,98
1984,Sri Lanka,100
1984,Latin America & Caribbean,102
1984,Greenland,103
1984,Greece,104
1984,Denmark,105
1984,Uruguay,106
1984,Ecuador,107
1984,"Micronesia, Fed. Sts.",108
1984,Pacific island small states,108
1984,Estonia,109
1984,East Asia & Pacific (IDA & IBRD countries),110
1984,Latin America & Caribbean (excluding high income),110
1984,Trinidad and Tobago,111
1984,Antigua and Barbuda,112
1984,Mexico,113
1984,Jordan,114
1984,Thailand,115
1984,Europe & Central Asia (IDA & IBRD countries),116
1984,Late-demographic dividend,117
1984,Kazakhstan,118
1984,South Asia,119
1984,Vanuatu,120
1984,Cabo Verde,121
1984,Malta,122
1984,Croatia,123
1984,Curacao,124
1984,Guam,125
1984,Colombia,126
1984,"Korea, Dem. People's Rep.",127
1984,Suriname,128
1984,French Polynesia,130
1984,Dominica,131
1984,Uzbekistan,132
1984,Mauritius,133
1984,Upper middle income,134
1984,Virgin Islands (U.S.),135
1984,Solomon Islands,136
1984,Hungary,137
1984,Bulgaria,138
1984,Chile,139
1984,Saudi Arabia,140
1984,St. Lucia,141
1984,IDA total,142
1984,Fragile and conflict affected situations,142
1984,Central Europe and the Baltics,143
1984,Somalia,144
1984,Malawi,144
1984,Ghana,144
1984,Ethiopia,144
1984,Low income,144
1984,Liberia,144
1984,Senegal,144
1984,Papua New Guinea,144
1984,Mozambique,144
1984,Africa Eastern and Southern,144
1984,Benin,144
1984,Africa Western and Central,144
1984,Least developed countries: UN classification,144
1984,Sierra Leone,144
1984,Rwanda,144
1984,Chad,144
1984,Niger,144
1984,Sub-Saharan Africa (IDA & IBRD countries),144
1984,Nigeria,144
1984,Pre-demographic dividend,144
1984,Uganda,144
1984,Burkina Faso,144
1984,Mali,144
1984,Timor-Leste,144
1984,South Sudan,144
1984,Myanmar,144
1984,Guinea-Bissau,144
1984,Tanzania,144
1984,Togo,144
1984,Mauritania,144
1984,Burundi,144
1984,Sub-Saharan Africa,144
1984,Sub-Saharan Africa (excluding high income),144
1984,Afghanistan,144
1984,Sudan,144
1984,Angola,144
1984,Cambodia,144
1984,New Zealand,145
1984,Haiti,146
1984,Belarus,147
1984,Zambia,148
1984,Gabon,148
1984,Bolivia,149
1984,Cameroon,150
1984,IDA blend,150
1984,Iraq,151
1984,"Congo, Rep.",152
1984,Low & middle income,152
1984,Middle East & North Africa (excluding high income),153
1984,Other small states,154
1984,China,155
1984,Bhutan,156
1984,Sao Tome and Principe,157
1984,Namibia,157
1984,Nicaragua,159
1984,Samoa,160
1984,Heavily indebted poor countries (HIPC),161
1984,Maldives,162
1984,Early-demographic dividend,162
1984,Lower middle income,162
1984,Madagascar,163
1984,Central African Republic,164
1984,Kiribati,165
1984,"Congo, Dem. Rep.",166
1984,Djibouti,166
1984,Equatorial Guinea,166
1984,Eritrea,167
1984,Guinea,168
1984,Lao PDR,168
1984,Bangladesh,169
1984,El Salvador,170
1984,"Gambia, The",170
1984,IDA only,170
1984,Comoros,171
1984,Tuvalu,172
1984,Middle East & North Africa (IDA & IBRD countries),173
1984,Arab World,174
1984,World,175
1984,Lesotho,176
1984,Kenya,177
1984,Guatemala,178
1984,Kyrgyz Republic,179
1984,Portugal,180
1984,Nauru,181
1984,New Caledonia,182
1984,Middle income,183
1984,Turkmenistan,184
1984,Middle East & North Africa,185
1984,Marshall Islands,186
1984,Honduras,187
1984,Guyana,188
1984,"Yemen, Rep.",189
1984,Eswatini,190
1984,Zimbabwe,191
1984,United Arab Emirates,192
1984,IBRD only,193
1984,IDA & IBRD total,194
1984,Sweden,195
1984,Georgia,196
1984,Azerbaijan,200
1984,Lebanon,201
