Year,Country,Ease_of_Living_Rank
1984,Switzerland,1
1984,Japan,2
1984,Australia,3
1984,Canada,4
1984,Norway,5
1984,Belgium,6
1984,Austria,7
1984,Netherlands,8
1984,Bermuda,9
1984,Finland,10
1984,Gibraltar,11
1984,OECD members,12
1984,Puerto Rico,13
1984,Iceland,14
1984,United Kingdom,15
1984,Germany,16
1984,United States,17
1984,Sweden,18
1984,Kuwait,19
1984,Spain,20
1984,Israel,21
1984,Euro area,22
1984,Bahrain,23
1984,Denmark,24
1984,European Union,25
1984,Singapore,26
1984,Cuba,27
1984,Qatar,28
1984,France,29
1984,Montenegro,30
1984,Italy,32
1984,Slovenia,33
1984,Channel Islands,34
1984,Sint Maarten (Dutch part),35
1984,Lithuania,36
1984,Greece,37
1984,Kosovo,39
1984,Europe & Central Asia,40
1984,Caribbean small states,41
1984,Dominica,42
1984,Suriname,43
1984,Croatia,44
1984,Oman,45
1984,Ukraine,46
1984,Barbados,47
1984,United Arab Emirates,48
1984,Poland,49
1984,Europe & Central Asia (excluding high income),51
1984,Latvia,52
1984,Luxembourg,53
1984,Romania,54
1984,High income,55
1984,Malta,56
1984,Aruba,57
1984,Post-demographic dividend,58
1984,Seychelles,59
1984,Small states,60
1984,Europe & Central Asia (IDA & IBRD countries),60
1984,Jamaica,61
1984,British Virgin Islands,62
1984,North Macedonia,63
1984,Armenia,64
1984,French Polynesia,65
1984,Ireland,66
1984,Panama,67
1984,Argentina,68
1984,Estonia,69
1984,New Zealand,70
1984,North America,71
1984,Dominican Republic,73
1984,Isle of Man,74
1984,"Bahamas, The",75
1984,Late-demographic dividend,76
1984,Moldova,77
1984,Malaysia,78
1984,Cyprus,79
1984,Bulgaria,79
1984,Grenada,79
1984,Hungary,80
1984,Brunei Darussalam,80
1984,Kazakhstan,80
1984,Uruguay,81
1984,Costa Rica,81
1984,Belize,82
1984,St. Martin (French part),82
1984,Guam,83
1984,East Asia & Pacific,84
1984,"Korea, Dem. People's Rep.",85
1984,East Asia & Pacific (excluding high income),86
1984,Upper middle income,87
1984,St. Kitts and Nevis,88
1984,Antigua and Barbuda,89
1984,Fiji,90
1984,Libya,91
1984,Portugal,92
1984,Virgin Islands (U.S.),93
1984,Sri Lanka,94
1984,St. Vincent and the Grenadines,95
1984,Solomon Islands,96
1984,Latin America & the Caribbean (IDA & IBRD countries),97
1984,Latin America & Caribbean (excluding high income),98
1984,Trinidad and Tobago,98
1984,Curacao,99
1984,Georgia,100
1984,Saudi Arabia,101
1984,Latin America & Caribbean,102
1984,Serbia,104
1984,Brazil,105
1984,St. Lucia,106
1984,Albania,107
1984,Ecuador,108
1984,Botswana,109
1984,China,110
1984,Central Europe and the Baltics,111
1984,Tajikistan,112
1984,Jordan,113
1984,Philippines,115
1984,South Asia (IDA & IBRD),116
1984,Belarus,117
1984,Greenland,118
1984,Chile,118
1984,Paraguay,119
1984,Tonga,120
1984,Tunisia,121
1984,Colombia,122
1984,Turks and Caicos Islands,123
1984,"Micronesia, Fed. Sts.",124
1984,East Asia & Pacific (IDA & IBRD countries),125
1984,Mauritius,126
1984,Pacific island small states,128
1984,Mexico,129
1984,Uzbekistan,130
1984,Kyrgyz Republic,131
1984,Cabo Verde,132
1984,Samoa,133
1984,Vanuatu,133
1984,South Asia,134
1984,Indonesia,135
1984,World,136
1984,Other small states,138
1984,Thailand,139
1984,New Caledonia,140
1984,Eswatini,141
1984,Early-demographic dividend,142
1984,Algeria,143
1984,Djibouti,144
1984,Cameroon,145
1984,IDA total,146
1984,Tuvalu,147
1984,Central African Republic,148
1984,Marshall Islands,149
1984,South Africa,150
1984,Fragile and conflict affected situations,151
1984,Cambodia,152
1984,Low & middle income,153
1984,Lao PDR,154
1984,Guatemala,155
1984,Lesotho,156
1984,IDA only,157
1984,Honduras,158
1984,Bangladesh,159
1984,IDA & IBRD total,160
1984,IBRD only,161
1984,Guyana,162
1984,Mongolia,163
1984,Peru,164
1984,Turkmenistan,165
1984,Zimbabwe,166
1984,Eritrea,167
1984,Sub-Saharan Africa (excluding high income),168
1984,Sao Tome and Principe,169
1984,Azerbaijan,170
1984,Sudan,171
1984,Lower middle income,172
1984,Sub-Saharan Africa,173
1984,Sub-Saharan Africa (IDA & IBRD countries),173
1984,Kenya,174
1984,Kiribati,176
1984,"Yemen, Rep.",177
1984,Lebanon,178
1984,Middle East & North Africa,179
1984,Iraq,179
1984,Middle income,180
1984,Arab World,181
1984,Bolivia,181
1984,Middle East & North Africa (IDA & IBRD countries),181
1984,Benin,182
1984,India,183
1984,Haiti,184
1984,Nauru,185
1984,Middle East & North Africa (excluding high income),186
1984,Pakistan,187
1984,Papua New Guinea,188
1984,Zambia,189
1984,Bhutan,190
1984,Senegal,192
1984,Morocco,193
1984,Least developed countries: UN classification,194
1984,Liberia,196
1984,Madagascar,197
1984,Low income,198
1984,Ethiopia,199
1984,Guinea,199
1984,Gabon,200
1984,"Congo, Rep.",201
1984,Maldives,201
1984,Ghana,202
1984,Malawi,203
1984,Heavily indebted poor countries (HIPC),204
1984,Sierra Leone,204
1984,IDA blend,205
1984,Nicaragua,206
1984,Mali,207
1984,Rwanda,208
1984,Mauritania,209
1984,Namibia,210
1984,"Gambia, The",211
1984,Togo,212
1984,Equatorial Guinea,213
1984,El Salvador,214
1984,"Congo, Dem. Rep.",215
1984,Comoros,216
1984,Tanzania,217
1984,Myanmar,218
1984,Guinea-Bissau,218
1984,South Sudan,219
1984,Nepal,220
1984,Burundi,221
1984,Timor-Leste,221
1984,Burkina Faso,222
1984,Uganda,223
1984,Nigeria,224
1984,Somalia,225
1984,Chad,226
1984,Niger,227
1984,Pre-demographic dividend,228
1984,Mozambique,229
1984,Africa Eastern and Southern,230
1984,Africa Western and Central,231
1984,Angola,232
1984,Afghanistan,233
