Year,Country,Economic_Rank
1984,United Arab Emirates,1
1984,Denmark,2
1984,Dominica,3
1984,Djibouti,3
1984,Dominican Republic,3
1984,Early-demographic dividend,3
1984,Sweden,4
1984,OECD members,5
1984,Oman,5
1984,Norway,6
1984,Sub-Saharan Africa,7
1984,Suriname,7
1984,Sudan,7
1984,Sub-Saharan Africa (excluding high income),7
1984,Sub-Saharan Africa (IDA & IBRD countries),7
1984,Belgium,8
1984,United Kingdom,9
1984,Kuwait,10
1984,Caribbean small states,11
1984,Cameroon,11
1984,Central African Republic,11
1984,Cambodia,11
1984,Australia,12
1984,Iceland,13
1984,Kosovo,14
1984,Kyrgyz Republic,14
1984,"Korea, Dem. People's Rep.",14
1984,Late-demographic dividend,14
1984,Lao PDR,14
1984,Canada,15
1984,Finland,16
1984,Puerto Rico,17
1984,Upper middle income,18
1984,United States,19
1984,Switzerland,20
1984,Belize,21
1984,Benin,21
1984,Bermuda,21
1984,Japan,22
1984,Bahrain,23
1984,IDA total,24
1984,IDA only,24
1984,Jamaica,25
1984,Bangladesh,26
1984,Qatar,27
1984,Europe & Central Asia (excluding high income),28
1984,Small states,29
1984,Solomon Islands,29
1984,Austria,30
1984,Fragile and conflict affected situations,31
1984,European Union,31
1984,Fiji,31
1984,Singapore,32
1984,Slovenia,33
1984,Croatia,34
1984,Cuba,35
1984,Ethiopia,36
1984,Eritrea,36
1984,Euro area,36
1984,Eswatini,36
1984,Europe & Central Asia (IDA & IBRD countries),36
1984,Europe & Central Asia,36
1984,Estonia,37
1984,Latin America & Caribbean (excluding high income),39
1984,Latin America & the Caribbean (IDA & IBRD countries),39
1984,Latin America & Caribbean,39
1984,Latvia,39
1984,Least developed countries: UN classification,39
1984,Senegal,40
1984,Sao Tome and Principe,40
1984,Sierra Leone,41
1984,Sint Maarten (Dutch part),41
1984,Low & middle income,42
1984,Libya,42
1984,Lithuania,42
1984,Low income,42
1984,Lower middle income,42
1984,Malta,44
1984,Lebanon,45
1984,Liberia,45
1984,Lesotho,45
1984,Netherlands,46
1984,French Polynesia,47
1984,Ghana,48
1984,Saudi Arabia,49
1984,France,50
1984,Marshall Islands,51
1984,Mali,51
1984,Panama,52
1984,Germany,53
1984,Montenegro,54
1984,Israel,55
1984,Poland,56
1984,Papua New Guinea,57
1984,Rwanda,58
1984,Samoa,58
1984,British Virgin Islands,59
1984,New Caledonia,61
1984,Tajikistan,62
1984,Seychelles,63
1984,Bhutan,64
1984,Bolivia,64
1984,Botswana,64
1984,Brazil,66
1984,New Zealand,67
1984,Serbia,68
1984,Guinea,70
1984,Guinea-Bissau,70
1984,Guatemala,70
1984,Greenland,70
1984,Guam,70
1984,Grenada,70
1984,Gibraltar,70
1984,North America,71
1984,North Macedonia,71
1984,Isle of Man,73
1984,"Bahamas, The",74
1984,Romania,75
1984,Azerbaijan,76
1984,Greece,77
1984,Kazakhstan,78
1984,Barbados,79
1984,South Asia (IDA & IBRD),80
1984,South Sudan,80
1984,Kenya,81
1984,Kiribati,81
1984,Madagascar,82
1984,Luxembourg,82
1984,Maldives,82
1984,Malawi,82
1984,Belarus,83
1984,Armenia,84
1984,Aruba,85
1984,Ireland,86
1984,Italy,87
1984,Haiti,89
1984,Guyana,89
1984,High income,89
1984,Honduras,89
1984,Heavily indebted poor countries (HIPC),89
1984,Malaysia,91
1984,Iraq,92
1984,Curacao,95
1984,Ukraine,96
1984,Thailand,97
1984,Uganda,98
1984,Tuvalu,98
1984,St. Lucia,99
1984,St. Martin (French part),99
1984,Sri Lanka,99
1984,St. Vincent and the Grenadines,99
1984,St. Kitts and Nevis,99
1984,Philippines,100
1984,Cyprus,101
1984,Zimbabwe,102
1984,World,102
1984,Virgin Islands (U.S.),102
1984,Zambia,102
1984,"Yemen, Rep.",102
1984,Togo,103
1984,Tanzania,103
1984,Timor-Leste,103
1984,Ecuador,104
1984,Moldova,105
1984,Middle income,106
1984,Middle East & North Africa (excluding high income),106
1984,Mauritania,107
1984,Middle East & North Africa,107
1984,Middle East & North Africa (IDA & IBRD countries),107
1984,"Micronesia, Fed. Sts.",107
1984,Mauritius,107
1984,Cabo Verde,108
1984,Burkina Faso,108
1984,Brunei Darussalam,108
1984,Burundi,108
1984,Spain,109
1984,Arab World,110
1984,Antigua and Barbuda,110
1984,China,111
1984,Bulgaria,112
1984,Argentina,113
1984,Mexico,114
1984,Tunisia,115
1984,Vanuatu,116
1984,Uzbekistan,116
1984,East Asia & Pacific (IDA & IBRD countries),117
1984,East Asia & Pacific (excluding high income),117
1984,East Asia & Pacific,117
1984,Trinidad and Tobago,118
1984,Tonga,118
1984,Nigeria,119
1984,Niger,119
1984,Hungary,120
1984,IBRD only,121
1984,IDA blend,121
1984,IDA & IBRD total,121
1984,Nicaragua,122
1984,Portugal,123
1984,Pre-demographic dividend,124
1984,Post-demographic dividend,124
1984,Jordan,125
1984,Nauru,126
1984,Namibia,126
1984,Nepal,127
1984,Paraguay,128
1984,South Asia,129
1984,Somalia,129
1984,Myanmar,130
1984,Mozambique,130
1984,Other small states,131
1984,Pacific island small states,131
1984,India,132
1984,Morocco,133
1984,Pakistan,134
1984,Indonesia,135
1984,Africa Eastern and Southern,136
1984,Africa Western and Central,136
1984,Afghanistan,136
1984,Albania,136
1984,Angola,136
1984,"Gambia, The",137
1984,Gabon,137
1984,Algeria,138
1984,Chad,139
1984,Channel Islands,139
1984,Central Europe and the Baltics,139
1984,Georgia,140
1984,South Africa,141
1984,Peru,142
1984,Equatorial Guinea,143
1984,El Salvador,143
1984,"Congo, Rep.",144
1984,Costa Rica,145
1984,Uruguay,146
1984,Colombia,147
1984,Turkmenistan,148
1984,Turks and Caicos Islands,148
1984,Chile,149
1984,Comoros,150
1984,"Congo, Dem. Rep.",150
1984,Mongolia,152
