Year,Country,Ease_of_Living_Rank
1982,Switzerland,1
1982,Sweden,2
1982,Netherlands,3
1982,Norway,4
1982,Japan,5
1982,Australia,6
1982,Canada,7
1982,Puerto Rico,8
1982,Germany,9
1982,Slovenia,10
1982,United States,11
1982,Qatar,12
1982,Iceland,13
1982,France,14
1982,Finland,15
1982,Denmark,16
1982,Spain,17
1982,Austria,18
1982,OECD members,19
1982,Bermuda,20
1982,United Arab Emirates,21
1982,Dominica,23
1982,Euro area,23
1982,Kuwait,24
1982,Small states,25
1982,Italy,26
1982,Costa Rica,27
1982,Singapore,29
1982,Cuba,30
1982,European Union,31
1982,Israel,32
1982,Greece,33
1982,Caribbean small states,35
1982,United Kingdom,36
1982,Belgium,37
1982,Europe & Central Asia (IDA & IBRD countries),38
1982,Uruguay,39
1982,North Macedonia,40
1982,New Zealand,41
1982,"Korea, Dem. People's Rep.",42
1982,Post-demographic dividend,43
1982,Lithuania,44
1982,Channel Islands,45
1982,Ireland,46
1982,Gibraltar,47
1982,Sint Maarten (Dutch part),48
1982,Kosovo,49
1982,Croatia,50
1982,French Polynesia,51
1982,Bahrain,52
1982,Poland,53
1982,Barbados,54
1982,Isle of Man,55
1982,Ukraine,56
1982,Montenegro,57
1982,Europe & Central Asia,58
1982,Grenada,59
1982,High income,60
1982,Aruba,61
1982,Europe & Central Asia (excluding high income),63
1982,Jamaica,64
1982,Tunisia,65
1982,Argentina,66
1982,Armenia,67
1982,Panama,68
1982,Romania,69
1982,Luxembourg,71
1982,Latvia,71
1982,"Bahamas, The",72
1982,Hungary,73
1982,Estonia,73
1982,Portugal,74
1982,Bulgaria,75
1982,Sri Lanka,75
1982,North America,76
1982,Late-demographic dividend,77
1982,Moldova,78
1982,Upper middle income,79
1982,Guam,80
1982,St. Martin (French part),80
1982,Antigua and Barbuda,81
1982,Solomon Islands,82
1982,Cyprus,83
1982,St. Vincent and the Grenadines,84
1982,Serbia,85
1982,British Virgin Islands,87
1982,Belarus,88
1982,Virgin Islands (U.S.),89
1982,East Asia & Pacific,91
1982,Curacao,92
