Year,Country,Institutional_Rank
1982,Sweden,1
1982,Switzerland,2
1982,Mongolia,3
1982,Japan,4
1982,Netherlands,5
1982,Uruguay,6
1982,Small states,7
1982,Armenia,8
1982,East Asia & Pacific,9
1982,Morocco,10
1982,North Macedonia,11
1982,Peru,12
1982,Norway,13
1982,Caribbean small states,14
1982,Isle of Man,15
1982,Grenada,16
1982,"Bahamas, The",18
1982,French Polynesia,18
1982,France,19
1982,Belarus,20
1982,Sri Lanka,21
1982,St. Vincent and the Grenadines,22
1982,Iceland,23
1982,Finland,24
1982,Pakistan,25
1982,India,26
1982,Canada,27
1982,Nicaragua,28
1982,Kazakhstan,29
1982,Italy,31
1982,Qatar,32
1982,Nepal,33
1982,Costa Rica,34
1982,Slovenia,35
1982,Singapore,36
1982,Bermuda,37
1982,Ukraine,38
1982,Kuwait,39
1982,Australia,40
1982,South Africa,41
1982,Puerto Rico,43
1982,Post-demographic dividend,44
1982,Israel,46
1982,Europe & Central Asia (IDA & IBRD countries),47
1982,Germany,48
1982,Tunisia,49
1982,Philippines,50
1982,Algeria,51
1982,St. Kitts and Nevis,52
1982,Channel Islands,53
1982,Austria,54
1982,Samoa,55
1982,Turks and Caicos Islands,56
1982,St. Lucia,57
1982,Lithuania,58
1982,Hungary,59
1982,OECD members,60
1982,Greece,61
1982,Tonga,62
1982,Cuba,63
1982,Moldova,64
1982,Spain,65
1982,Dominica,66
1982,Sint Maarten (Dutch part),67
1982,Cyprus,68
1982,Luxembourg,69
1982,United Kingdom,70
1982,European Union,71
1982,Gibraltar,72
1982,Poland,73
1982,Montenegro,74
1982,Barbados,75
1982,High income,76
1982,Albania,77
1982,Brunei Darussalam,78
1982,Euro area,79
1982,Europe & Central Asia,80
1982,St. Martin (French part),81
1982,Denmark,82
1982,Aruba,83
1982,New Zealand,84
1982,Brazil,85
1982,Portugal,86
1982,Thailand,87
1982,Romania,88
1982,Belize,89
1982,Panama,90
1982,China,91
1982,Bahrain,92
1982,Colombia,93
1982,Jamaica,94
1982,Guam,94
1982,Indonesia,95
1982,Late-demographic dividend,96
1982,Croatia,97
1982,Estonia,98
1982,Jordan,100
1982,Libya,101
1982,Curacao,102
1982,Botswana,103
1982,Paraguay,103
1982,Seychelles,104
1982,Latin America & Caribbean (excluding high income),106
1982,Kosovo,107
1982,Fiji,108
1982,Mauritius,109
1982,Europe & Central Asia (excluding high income),110
1982,"Korea, Dem. People's Rep.",111
1982,Antigua and Barbuda,112
1982,Argentina,113
1982,Solomon Islands,114
1982,Trinidad and Tobago,115
1982,East Asia & Pacific (excluding high income),116
1982,Belgium,117
1982,North America,119
1982,Uzbekistan,120
1982,Virgin Islands (U.S.),121
1982,United Arab Emirates,122
1982,Cabo Verde,123
1982,East Asia & Pacific (IDA & IBRD countries),124
1982,Upper middle income,126
1982,Serbia,127
1982,British Virgin Islands,128
1982,"Micronesia, Fed. Sts.",129
1982,Latin America & Caribbean,130
1982,Ecuador,131
1982,Mexico,132
1982,Bulgaria,133
1982,Malaysia,134
1982,Malta,137
1982,Latvia,138
1982,Kenya,139
1982,Iraq,139
1982,Lower middle income,139
1982,Central Europe and the Baltics,140
1982,Somalia,141
1982,Benin,141
1982,Papua New Guinea,141
1982,Eritrea,141
1982,Low income,141
1982,Bhutan,141
1982,Least developed countries: UN classification,141
1982,Maldives,141
1982,Ethiopia,141
1982,Liberia,141
1982,Africa Eastern and Southern,141
1982,Angola,141
1982,Guinea-Bissau,141
1982,Guinea,141
1982,Mozambique,141
1982,Uganda,141
1982,South Sudan,141
1982,Mali,141
1982,Burundi,141
1982,Pre-demographic dividend,141
1982,Burkina Faso,141
1982,Timor-Leste,141
1982,Niger,141
1982,Malawi,141
1982,Chad,141
1982,Comoros,141
1982,Sierra Leone,141
1982,South Asia (IDA & IBRD),141
1982,Nigeria,141
1982,Sub-Saharan Africa,141
1982,Rwanda,141
1982,Tanzania,141
1982,Mauritania,141
1982,Afghanistan,141
1982,Lao PDR,141
1982,Africa Western and Central,141
1982,Sub-Saharan Africa (excluding high income),141
1982,Senegal,141
1982,Central African Republic,141
1982,Sub-Saharan Africa (IDA & IBRD countries),141
1982,New Caledonia,142
1982,Early-demographic dividend,143
1982,IDA blend,144
1982,Sao Tome and Principe,145
1982,Middle income,145
1982,"Yemen, Rep.",145
1982,Latin America & the Caribbean (IDA & IBRD countries),146
1982,Bolivia,148
1982,Myanmar,149
1982,El Salvador,149
1982,Cambodia,150
1982,Gabon,151
1982,Sudan,153
1982,South Asia,154
1982,"Congo, Dem. Rep.",155
1982,Arab World,155
1982,Turkmenistan,156
1982,Madagascar,157
1982,Ireland,158
1982,"Congo, Rep.",159
1982,Middle East & North Africa (excluding high income),159
1982,Heavily indebted poor countries (HIPC),159
1982,Kiribati,160
1982,"Gambia, The",160
1982,IDA total,161
1982,Cameroon,162
1982,Oman,163
1982,Zimbabwe,163
1982,Bangladesh,164
1982,Equatorial Guinea,164
1982,Fragile and conflict affected situations,165
1982,Guatemala,165
1982,Namibia,165
1982,Ghana,166
1982,Djibouti,166
1982,Lesotho,166
1982,Middle East & North Africa (IDA & IBRD countries),166
1982,IDA only,167
1982,Haiti,167
1982,Middle East & North Africa,167
1982,Chile,168
1982,IDA & IBRD total,169
1982,Greenland,170
1982,Marshall Islands,171
1982,Honduras,172
1982,Nauru,173
1982,United States,174
1982,Other small states,175
1982,Tuvalu,176
1982,Low & middle income,177
1982,Guyana,177
1982,Togo,178
1982,Pacific island small states,179
1982,Zambia,180
1982,Kyrgyz Republic,181
1982,World,182
1982,Dominican Republic,183
1982,Vanuatu,184
1982,Tajikistan,185
1982,Eswatini,185
1982,IBRD only,186
1982,Suriname,187
1982,Azerbaijan,188
1982,Georgia,190
1982,Saudi Arabia,192
1982,Lebanon,193
