Year,Country,Economic_Rank
1982,United Arab Emirates,1
1982,Switzerland,2
1982,Qatar,3
1982,Puerto Rico,4
1982,United States,5
1982,Slovenia,6
1982,Upper middle income,7
1982,Netherlands,8
1982,Small states,9
1982,Solomon Islands,9
1982,Early-demographic dividend,10
1982,Djibouti,10
1982,Dominica,10
1982,Dominican Republic,10
1982,Denmark,11
1982,Canada,12
1982,Sweden,13
1982,Central African Republic,14
1982,Cameroon,14
1982,Caribbean small states,14
1982,Cambodia,14
1982,Sub-Saharan Africa,15
1982,Sub-Saharan Africa (excluding high income),15
1982,Sudan,15
1982,Suriname,15
1982,Sub-Saharan Africa (IDA & IBRD countries),15
1982,Australia,16
1982,OECD members,17
1982,Oman,17
1982,Norway,18
1982,Kuwait,19
1982,Kosovo,20
1982,Kyrgyz Republic,20
1982,Late-demographic dividend,20
1982,"Korea, Dem. People's Rep.",20
1982,Lao PDR,20
1982,Bahrain,21
1982,Iceland,22
1982,Bangladesh,23
1982,Sao Tome and Principe,24
1982,Senegal,24
1982,Saudi Arabia,25
1982,Germany,26
1982,IDA total,27
1982,IDA only,27
1982,Ghana,28
1982,Austria,29
1982,Cuba,30
1982,Croatia,30
1982,Jamaica,31
1982,Estonia,32
1982,Euro area,33
1982,Europe & Central Asia,33
1982,Eritrea,33
1982,Ethiopia,33
1982,Eswatini,33
1982,Europe & Central Asia (IDA & IBRD countries),33
1982,Europe & Central Asia (excluding high income),35
1982,Latin America & Caribbean,36
1982,Latin America & Caribbean (excluding high income),36
1982,Latin America & the Caribbean (IDA & IBRD countries),36
1982,Least developed countries: UN classification,36
1982,Latvia,36
1982,Fiji,37
1982,Fragile and conflict affected situations,37
1982,European Union,37
1982,French Polynesia,38
1982,France,39
1982,Finland,40
1982,Bermuda,41
1982,Benin,41
1982,Belize,41
1982,Low income,42
1982,Libya,42
1982,Lithuania,42
1982,Low & middle income,42
1982,Lower middle income,42
1982,Lebanon,44
1982,Liberia,44
1982,Lesotho,44
1982,Japan,45
1982,Argentina,46
1982,Greece,47
1982,Tajikistan,48
1982,Singapore,49
1982,Montenegro,50
1982,Belgium,51
1982,Ireland,52
1982,Guinea-Bissau,53
1982,Grenada,53
1982,Greenland,53
1982,Guam,53
1982,Guatemala,53
1982,Gibraltar,53
1982,Guinea,53
1982,Sierra Leone,54
1982,Sint Maarten (Dutch part),54
1982,Antigua and Barbuda,55
1982,Arab World,55
1982,Isle of Man,56
1982,United Kingdom,57
1982,New Zealand,58
1982,Rwanda,59
1982,Samoa,59
1982,New Caledonia,60
1982,British Virgin Islands,61
1982,Italy,63
1982,Panama,64
1982,Poland,65
1982,Israel,66
1982,Brazil,68
1982,Heavily indebted poor countries (HIPC),69
1982,Honduras,69
1982,Haiti,69
1982,Guyana,69
1982,High income,69
1982,Bhutan,70
1982,Bolivia,70
1982,Botswana,70
1982,Uruguay,71
1982,Seychelles,73
1982,Serbia,74
1982,Chile,75
1982,North America,76
1982,North Macedonia,76
1982,Papua New Guinea,77
1982,Aruba,78
1982,"Bahamas, The",79
1982,Romania,80
1982,Azerbaijan,81
1982,Kazakhstan,82
1982,Kenya,83
1982,Kiribati,83
1982,Uzbekistan,84
1982,Vanuatu,84
1982,Barbados,85
1982,Belarus,86
1982,Armenia,87
1982,Chad,90
1982,Channel Islands,90
1982,Central Europe and the Baltics,90
1982,Iraq,91
1982,St. Martin (French part),92
1982,St. Kitts and Nevis,92
1982,Sri Lanka,92
1982,St. Vincent and the Grenadines,92
1982,St. Lucia,92
1982,Spain,93
1982,"Yemen, Rep.",94
1982,Zimbabwe,94
1982,Virgin Islands (U.S.),94
1982,Zambia,94
1982,World,94
1982,Philippines,96
1982,Ukraine,97
1982,Costa Rica,98
1982,Tuvalu,99
1982,Uganda,99
1982,Middle East & North Africa,100
1982,Middle East & North Africa (IDA & IBRD countries),100
1982,"Micronesia, Fed. Sts.",100
1982,Mauritius,101
1982,Mauritania,101
1982,Madagascar,102
1982,Maldives,102
1982,Luxembourg,102
1982,Malawi,102
1982,Mexico,103
1982,Middle East & North Africa (excluding high income),104
1982,Moldova,105
1982,Middle income,106
1982,Portugal,107
1982,Curacao,108
1982,Pre-demographic dividend,109
1982,Post-demographic dividend,109
1982,IDA blend,110
1982,Cyprus,111
1982,Malaysia,112
1982,IBRD only,113
1982,IDA & IBRD total,113
1982,Malta,114
1982,Burkina Faso,115
1982,Cabo Verde,115
1982,Burundi,115
1982,Brunei Darussalam,115
1982,Jordan,116
1982,Bulgaria,117
1982,Mali,118
1982,Marshall Islands,118
1982,Indonesia,119
1982,South Sudan,120
1982,South Asia (IDA & IBRD),120
1982,"Congo, Rep.",121
1982,Angola,123
1982,Africa Eastern and Southern,123
1982,Albania,123
1982,Afghanistan,123
1982,Africa Western and Central,123
1982,Hungary,124
1982,China,124
1982,Paraguay,125
1982,Togo,126
1982,Timor-Leste,126
1982,Tanzania,126
1982,Somalia,127
1982,South Asia,127
1982,Algeria,128
1982,Thailand,128
1982,South Africa,129
1982,Trinidad and Tobago,130
1982,Tonga,130
1982,Tunisia,131
1982,Georgia,132
1982,Nepal,133
1982,Niger,134
1982,Nigeria,134
1982,India,135
1982,Nicaragua,136
1982,"Gambia, The",137
1982,Gabon,137
1982,Nauru,139
1982,Namibia,139
1982,Pakistan,140
1982,Ecuador,141
1982,East Asia & Pacific,142
1982,East Asia & Pacific (IDA & IBRD countries),142
1982,East Asia & Pacific (excluding high income),142
1982,Myanmar,143
1982,Mozambique,143
1982,Other small states,144
1982,Pacific island small states,144
1982,Morocco,145
1982,Peru,145
1982,Equatorial Guinea,146
1982,El Salvador,146
1982,Comoros,148
1982,"Congo, Dem. Rep.",149
1982,Turks and Caicos Islands,150
1982,Turkmenistan,150
1982,Mongolia,151
1982,Colombia,152
