Year,Country,Quality_of_Life_Rank
1976,Sweden,1
1976,Greece,2
1976,Iceland,3
1976,Canada,4
1976,Israel,5
1976,North America,6
1976,Australia,7
1976,Switzerland,8
1976,Channel Islands,9
1976,United States,10
1976,Sint Maarten (Dutch part),11
1976,United Kingdom,12
1976,Norway,13
1976,Italy,14
1976,Denmark,15
1976,Netherlands,16
1976,Singapore,17
1976,France,18
1976,Japan,19
1976,Slovenia,20
1976,Post-demographic dividend,21
1976,Puerto Rico,21
1976,Bulgaria,22
1976,European Union,24
1976,Austria,25
1976,Lithuania,26
1976,Spain,27
1976,Hungary,28
1976,Belgium,29
1976,Qatar,29
1976,Poland,30
1976,OECD members,31
1976,Montenegro,33
1976,Portugal,34
1976,Romania,35
1976,Finland,36
1976,Aruba,37
1976,Euro area,38
1976,High income,39
1976,Bermuda,40
1976,Uruguay,41
1976,Georgia,42
1976,Germany,43
1976,Luxembourg,44
1976,Gibraltar,45
1976,Costa Rica,46
1976,St. Martin (French part),47
1976,Croatia,48
1976,Cyprus,48
1976,Latvia,49
1976,Kuwait,50
1976,Cuba,51
1976,Trinidad and Tobago,52
1976,Barbados,53
1976,Malta,54
1976,Europe & Central Asia (IDA & IBRD countries),55
1976,Guam,56
1976,Antigua and Barbuda,57
1976,Ireland,58
1976,Central Europe and the Baltics,59
1976,Curacao,59
1976,New Zealand,60
1976,St. Kitts and Nevis,61
1976,Estonia,62
1976,Grenada,63
1976,Dominica,64
1976,Argentina,67
1976,Brunei Darussalam,68
1976,British Virgin Islands,68
1976,Belarus,69
1976,Chile,70
1976,Europe & Central Asia,71
1976,Jamaica,72
1976,Samoa,73
1976,Turks and Caicos Islands,75
1976,Bahrain,76
1976,"Bahamas, The",77
1976,Albania,78
1976,St. Vincent and the Grenadines,79
1976,Panama,80
1976,Serbia,81
1976,Ukraine,82
1976,Tonga,83
1976,Kosovo,84
1976,Sri Lanka,85
1976,Armenia,86
1976,New Caledonia,87
1976,Malaysia,87
1976,St. Lucia,88
1976,North Macedonia,90
1976,Virgin Islands (U.S.),91
1976,United Arab Emirates,92
1976,Caribbean small states,93
1976,Isle of Man,94
1976,Moldova,95
1976,Belize,96
1976,Europe & Central Asia (excluding high income),97
1976,Paraguay,98
1976,French Polynesia,99
1976,Tajikistan,100
1976,Suriname,101
1976,Colombia,102
1976,"Korea, Dem. People's Rep.",103
1976,Turkmenistan,105
1976,Botswana,107
1976,Jordan,108
1976,Iraq,109
1976,Upper middle income,110
1976,Fiji,111
1976,Uzbekistan,112
1976,Tuvalu,113
1976,Mexico,115
1976,China,116
1976,Tunisia,117
1976,Thailand,118
1976,East Asia & Pacific,119
1976,"Micronesia, Fed. Sts.",120
1976,Dominican Republic,122
1976,Brazil,123
1976,Libya,124
1976,Mauritius,125
1976,Late-demographic dividend,126
1976,Latin America & Caribbean,127
1976,World,128
1976,Ecuador,129
1976,East Asia & Pacific (IDA & IBRD countries),130
1976,Latin America & Caribbean (excluding high income),131
1976,East Asia & Pacific (excluding high income),132
1976,Kazakhstan,132
1976,Zimbabwe,133
1976,Latin America & the Caribbean (IDA & IBRD countries),134
1976,Small states,135
1976,Guyana,136
1976,Sudan,137
1976,Maldives,138
1976,Nauru,139
1976,Pacific island small states,140
1976,IBRD only,141
1976,Philippines,142
1976,Marshall Islands,143
1976,"Yemen, Rep.",143
1976,Zambia,144
1976,Honduras,145
1976,IDA & IBRD total,146
1976,Kyrgyz Republic,147
1976,IDA blend,148
1976,Saudi Arabia,149
1976,El Salvador,150
1976,Cabo Verde,151
1976,Lesotho,152
1976,Azerbaijan,153
1976,Solomon Islands,154
1976,South Africa,155
1976,Kiribati,156
1976,Gabon,157
1976,Low & middle income,158
1976,IDA total,159
1976,Sao Tome and Principe,160
1976,Guinea-Bissau,161
1976,Vanuatu,162
1976,Guatemala,163
1976,Other small states,164
1976,Indonesia,165
1976,Kenya,165
1976,IDA only,166
1976,"Gambia, The",167
1976,Guinea,168
1976,Eswatini,169
1976,Ghana,170
1976,Nicaragua,170
1976,Fragile and conflict affected situations,171
1976,Early-demographic dividend,172
1976,India,173
1976,Djibouti,173
1976,"Congo, Rep.",174
1976,Lower middle income,175
1976,Oman,176
1976,Bolivia,177
1976,Haiti,178
1976,Arab World,179
1976,Pakistan,180
1976,Mauritania,181
1976,Bhutan,182
1976,Comoros,183
1976,Cameroon,183
1976,Middle East & North Africa (IDA & IBRD countries),184
1976,Peru,185
1976,Middle East & North Africa,186
1976,Cambodia,187
