Year,Country,Economic_Rank
1976,United Arab Emirates,1
1976,Tajikistan,3
1976,Kuwait,4
1976,Qatar,5
1976,Solomon Islands,6
1976,Small states,6
1976,Slovenia,6
1976,Kosovo,7
1976,Lao PDR,7
1976,"Korea, Dem. People's Rep.",7
1976,Late-demographic dividend,7
1976,Kyrgyz Republic,7
1976,Puerto Rico,8
1976,Switzerland,9
1976,Poland,10
1976,Sweden,11
1976,Suriname,12
1976,Sudan,12
1976,Sub-Saharan Africa,12
1976,Sub-Saharan Africa (IDA & IBRD countries),12
1976,Sub-Saharan Africa (excluding high income),12
1976,Croatia,13
1976,United States,14
1976,Estonia,15
1976,Cuba,16
1976,Europe & Central Asia,17
1976,Europe & Central Asia (IDA & IBRD countries),17
1976,Eswatini,18
1976,Ethiopia,18
1976,Eritrea,18
1976,Euro area,18
1976,Latin America & Caribbean,20
1976,Latin America & the Caribbean (IDA & IBRD countries),21
1976,Latin America & Caribbean (excluding high income),21
1976,Latvia,22
1976,Least developed countries: UN classification,23
1976,Lithuania,24
1976,Low & middle income,26
1976,Libya,26
1976,Lesotho,27
1976,Liberia,28
1976,Lebanon,29
1976,Low income,30
1976,Lower middle income,30
1976,Upper middle income,31
1976,Argentina,32
1976,Germany,33
1976,Antigua and Barbuda,34
1976,Arab World,34
1976,Montenegro,35
1976,Senegal,36
1976,Sao Tome and Principe,37
1976,Ghana,38
1976,Saudi Arabia,39
1976,Singapore,39
1976,Iceland,40
1976,Canada,41
1976,Dominican Republic,42
1976,Djibouti,42
1976,Dominica,42
1976,Samoa,43
1976,Rwanda,43
1976,Sint Maarten (Dutch part),45
1976,Sierra Leone,46
1976,Early-demographic dividend,47
1976,IDA only,48
1976,IDA total,48
1976,Bahrain,49
1976,Cambodia,51
1976,Cameroon,51
1976,Caribbean small states,51
1976,Central African Republic,51
1976,Bangladesh,52
1976,Bermuda,53
1976,Netherlands,54
1976,Benin,55
1976,Belize,55
1976,Denmark,56
1976,Oman,57
1976,OECD members,57
1976,Norway,58
1976,Botswana,60
1976,Bolivia,61
1976,Heavily indebted poor countries (HIPC),62
1976,Haiti,62
1976,Honduras,62
1976,Guyana,62
1976,High income,62
1976,Bhutan,63
1976,Serbia,64
1976,Cabo Verde,65
1976,Burundi,65
1976,Burkina Faso,66
1976,Brunei Darussalam,67
1976,North Macedonia,68
1976,British Virgin Islands,69
1976,Australia,70
1976,Bulgaria,71
1976,Brazil,72
1976,North America,73
1976,"Bahamas, The",74
1976,Barbados,75
1976,Romania,76
1976,Azerbaijan,77
1976,Kazakhstan,78
1976,Austria,79
1976,Aruba,80
1976,India,81
1976,Belarus,82
1976,Armenia,83
1976,Kenya,84
1976,Kiribati,84
1976,Belgium,85
1976,China,86
1976,New Caledonia,87
1976,Fragile and conflict affected situations,88
1976,European Union,88
1976,Europe & Central Asia (excluding high income),88
1976,Fiji,88
1976,Nepal,89
1976,New Zealand,90
1976,United Kingdom,92
1976,Italy,94
1976,Israel,95
1976,French Polynesia,96
1976,France,97
1976,Mongolia,98
1976,Tuvalu,99
1976,Uganda,99
1976,Curacao,100
1976,Malta,102
1976,Iraq,103
1976,Nauru,104
1976,Central Europe and the Baltics,105
1976,"Yemen, Rep.",106
1976,Zambia,106
1976,Zimbabwe,106
1976,World,106
1976,Virgin Islands (U.S.),106
1976,Chad,107
1976,Channel Islands,107
1976,Marshall Islands,108
1976,Mali,108
1976,Finland,109
1976,Ukraine,110
1976,Namibia,111
1976,Malawi,112
1976,Madagascar,112
1976,Luxembourg,112
1976,Maldives,112
1976,Spain,113
1976,Sri Lanka,114
1976,Guatemala,115
1976,Guam,115
1976,Grenada,115
1976,St. Martin (French part),116
1976,St. Kitts and Nevis,116
1976,St. Vincent and the Grenadines,116
1976,St. Lucia,116
1976,Gibraltar,117
1976,Panama,118
1976,Jamaica,119
1976,Middle income,120
1976,Moldova,121
1976,Middle East & North Africa (excluding high income),122
1976,Isle of Man,123
1976,Guinea-Bissau,124
1976,Guinea,124
1976,Malaysia,125
1976,Paraguay,126
1976,Peru,127
1976,IDA blend,128
1976,IDA & IBRD total,129
1976,IBRD only,129
