Year,Country,Sustainability_Rank
1976,Qatar,1
1976,Slovenia,2
1976,Australia,3
1976,Norway,4
1976,Greece,5
1976,Italy,6
1976,Portugal,7
1976,Netherlands,8
1976,Switzerland,9
1976,Hungary,10
1976,Poland,11
1976,North America,12
1976,Costa Rica,13
1976,Georgia,14
1976,Uruguay,15
1976,Canada,16
1976,Spain,17
1976,Argentina,18
1976,Channel Islands,19
1976,Latvia,20
1976,Bulgaria,22
1976,European Union,23
1976,Cyprus,24
1976,Sweden,25
1976,United States,26
1976,Aruba,27
1976,Japan,28
1976,Gibraltar,29
1976,Austria,30
1976,Lithuania,31
1976,Sint Maarten (Dutch part),32
1976,Dominica,33
1976,Croatia,34
1976,St. Kitts and Nevis,35
1976,OECD members,36
1976,Ireland,37
1976,Euro area,38
1976,Iceland,40
1976,Romania,41
1976,Chile,42
1976,Post-demographic dividend,43
1976,Puerto Rico,43
1976,Finland,44
1976,Barbados,45
1976,Trinidad and Tobago,46
1976,British Virgin Islands,48
1976,Brunei Darussalam,48
1976,Grenada,49
1976,North Macedonia,50
1976,Cuba,51
1976,Bahrain,52
1976,High income,53
1976,Luxembourg,54
1976,Bermuda,55
1976,United Kingdom,57
1976,Israel,58
1976,Europe & Central Asia (IDA & IBRD countries),59
1976,Estonia,60
1976,Europe & Central Asia,61
1976,Central Europe and the Baltics,62
1976,Curacao,62
1976,Guam,63
1976,United Arab Emirates,64
1976,Malaysia,65
1976,Kuwait,66
1976,Armenia,67
1976,Denmark,68
1976,Antigua and Barbuda,69
1976,Belarus,70
1976,Colombia,71
1976,Malta,72
1976,France,73
1976,Montenegro,74
1976,New Zealand,75
1976,Singapore,76
1976,Jamaica,77
1976,Samoa,78
1976,St. Martin (French part),79
1976,Turks and Caicos Islands,81
1976,"Korea, Dem. People's Rep.",82
1976,French Polynesia,83
1976,Tajikistan,84
1976,Belgium,85
1976,Serbia,87
1976,"Bahamas, The",88
1976,Sri Lanka,89
1976,Europe & Central Asia (excluding high income),90
1976,New Caledonia,91
1976,Isle of Man,92
1976,Kosovo,93
1976,Turkmenistan,94
1976,Ukraine,95
1976,Paraguay,96
1976,Caribbean small states,97
1976,Virgin Islands (U.S.),98
1976,Albania,99
1976,Philippines,100
1976,Germany,101
1976,Panama,102
1976,Suriname,103
1976,Belize,104
1976,Moldova,105
1976,St. Vincent and the Grenadines,106
1976,Tonga,107
1976,St. Lucia,109
1976,Iraq,110
1976,Thailand,112
1976,China,113
1976,Jordan,114
1976,Upper middle income,115
1976,Small states,116
1976,Dominican Republic,117
1976,East Asia & Pacific (IDA & IBRD countries),118
1976,East Asia & Pacific (excluding high income),119
1976,Zimbabwe,120
1976,East Asia & Pacific,121
1976,"Micronesia, Fed. Sts.",122
1976,Botswana,123
1976,Tuvalu,124
1976,Pacific island small states,126
1976,Kazakhstan,127
1976,Libya,128
1976,IBRD only,129
1976,Saudi Arabia,130
1976,Uzbekistan,131
1976,Nauru,132
1976,Brazil,133
1976,Ecuador,134
1976,"Yemen, Rep.",136
1976,Marshall Islands,136
1976,Guyana,137
1976,Maldives,138
1976,Sudan,138
1976,Mexico,139
1976,Latin America & the Caribbean (IDA & IBRD countries),140
1976,Fiji,141
1976,India,142
1976,Arab World,143
1976,Mauritania,144
1976,Mauritius,145
1976,Lebanon,146
1976,IDA & IBRD total,147
1976,Bhutan,148
1976,Honduras,149
1976,Zambia,150
1976,Haiti,151
1976,Late-demographic dividend,152
1976,IDA blend,153
1976,Bolivia,154
1976,Kyrgyz Republic,155
1976,Azerbaijan,156
1976,Latin America & Caribbean (excluding high income),157
1976,Nepal,158
1976,Latin America & Caribbean,160
1976,World,161
1976,Mongolia,162
1976,Peru,163
1976,Bangladesh,164
1976,Heavily indebted poor countries (HIPC),164
1976,Madagascar,164
1976,Uganda,164
1976,Benin,164
1976,Togo,164
1976,Burkina Faso,164
1976,South Asia,164
1976,Central African Republic,164
1976,Burundi,164
1976,Senegal,164
1976,Myanmar,164
1976,Lao PDR,164
1976,Papua New Guinea,164
1976,Afghanistan,164
1976,Namibia,164
1976,Middle East & North Africa (excluding high income),164
1976,Middle income,164
1976,Sierra Leone,164
1976,Middle East & North Africa (IDA & IBRD countries),164
