Year,Country,Quality_of_Life_Rank
2006,Norway,1
2006,Germany,3
2006,Switzerland,4
2006,Australia,5
2006,New Zealand,6
2006,Denmark,7
2006,Finland,8
2006,Canada,9
2006,Sweden,10
2006,Netherlands,11
2006,Belgium,12
2006,United States,13
2006,Iceland,14
2006,United Kingdom,15
2006,Austria,16
2006,Japan,17
2006,Ireland,18
2006,Singapore,20
2006,Slovenia,21
2006,Israel,22
2006,Italy,23
2006,France,24
2006,Greece,26
2006,Spain,27
2006,Estonia,29
2006,Cyprus,30
2006,Malta,31
2006,United Arab Emirates,32
2006,Qatar,33
2006,Lithuania,34
2006,Poland,35
2006,Latvia,36
2006,Hungary,37
2006,Argentina,38
2006,Portugal,40
2006,Croatia,41
2006,Bahrain,42
2006,Kuwait,43
2006,Chile,44
2006,Saudi Arabia,45
2006,Montenegro,46
2006,Romania,48
2006,Uruguay,49
2006,Bulgaria,50
2006,Belarus,51
2006,Panama,52
2006,Kazakhstan,53
2006,Ukraine,54
2006,Costa Rica,55
2006,Serbia,56
2006,Georgia,57
2006,Mexico,58
2006,Malaysia,59
2006,Lebanon,60
2006,Jordan,62
2006,Armenia,63
2006,Ecuador,64
2006,Thailand,65
2006,North Macedonia,67
2006,Moldova,68
2006,Tunisia,69
2006,Brazil,70
2006,Colombia,72
2006,Azerbaijan,73
2006,Peru,74
2006,Algeria,75
2006,Mongolia,76
2006,Philippines,77
2006,China,78
2006,Indonesia,82
2006,South Africa,83
2006,Nicaragua,84
2006,Morocco,85
2006,India,86
2006,Nepal,87
2006,Pakistan,88
